A	B	C	D	E11	E22	G12	G23	Mass	Load
40.1004	12.3852	17.8695	23.865	123.5988	7.69095	5.028	3.08357	0.889661	52.562
42.8868	13.6584	16.1445	25.722	135.5389	8.63136	5.12928	3.47634	0.90364	59.408
43.2036	13.95	16.9395	29.037	137.6378	8.65566	4.64448	2.68181	0.921456	61.185
29.8296	13.4724	12.6615	27.315	154.4012	8.70426	5.27376	3.13968	0.839172	44.122
32.778	10.5804	11.9985	27.18	141.8356	8.21583	5.46912	2.83588	0.843392	40.124
35.0064	9.546	12.363	29.967	145.6025	8.48475	4.50672	2.67716	0.864067	40.997
28.2384	10.5012	15.414	26.982	140.5707	7.64235	4.77456	2.64895	0.837722	39.503
43.4412	11.43	13.491	30.63	134.0794	9.22914	4.62288	3.34521	0.909874	50.123
43.362	13.3932	16.8405	32.553	118.3585	8.04492	4.5504	3.06032	0.934368	54.201
43.6032	13.6056	16.377	31.491	151.0513	7.95987	4.17408	3.20974	0.929627	64.979
40.5756	9.8376	15.6465	34.014	145.394	9.2664	4.5936	2.86409	0.918373	52.336
36.5184	12.756	13.989	23.532	146.0195	7.40988	4.31856	2.75652	0.857514	48.207
37.0728	11.934	13.1265	27.114	157.9596	6.98301	4.41264	3.32661	0.86832	51.231
41.2128	14.3748	15.7125	32.82	129.0476	8.79012	5.39712	3.04637	0.923143	57.439
29.034	12.0924	14.3205	23.4	129.2561	8.77797	5.09328	2.94345	0.825379	37.538
33.9696	10.0764	16.9065	30.828	144.7685	9.18054	5.12208	3.55105	0.883097	49.374
35.1648	11.9868	11.9325	32.088	151.2598	8.19153	5.0064	3.5464	0.874797	46.004
38.1888	10.7928	17.9685	26.187	140.7792	7.15392	4.76016	2.69111	0.888066	50.343
43.7616	12.5964	12.396	26.385	140.9877	8.03277	4.22496	3.11643	0.891941	51.407
41.6916	9.4392	13.956	30.762	146.228	8.64351	5.35344	3.2612	0.902243	51.595
32.616	10.4484	17.637	34.743	153.7757	8.91243	5.0856	2.97135	0.896765	52.002
40.8168	11.0844	11.799	36.069	149.3694	8.33814	4.81104	2.93415	0.912944	51.204
35.4816	10.1292	16.1115	27.513	158.1681	7.87401	4.20288	2.83123	0.872933	51.461
37.3932	14.6136	16.3425	36.267	138.8888	7.84971	4.68768	2.84053	0.923486	53.531
41.0544	11.1912	14.2545	26.319	120.8744	7.38558	4.43472	2.74257	0.885638	43.306
39.6216	14.2956	14.3535	29.304	128.4221	8.55765	4.25376	3.50889	0.896964	48.011
41.292	11.8008	12.6615	33.747	136.1644	7.56864	4.28976	3.5371	0.910209	48.188
32.3784	13.764	12.264	35.073	154.8182	8.43615	4.81824	2.82658	0.878902	45.935
31.9788	11.748	15.0825	32.487	119.6234	8.60706	5.52	3.09752	0.875882	38.604
28.8756	13.0212	17.007	25.191	123.8073	7.31268	4.86144	2.9388	0.84465	38.596
32.2992	10.3416	18.0345	24.528	148.7439	8.59491	4.5864	3.26585	0.85615	48.672
36.756	9.8112	13.2255	26.784	148.5354	6.94575	4.86864	2.81263	0.862735	45.502
33.4944	11.244	16.2765	31.293	146.4365	9.20484	4.1088	3.35947	0.881883	48.659
41.3712	14.454	14.088	34.212	148.9524	8.61921	4.89792	3.48099	0.922481	60.703
30.7872	10.6332	13.9215	32.619	153.9842	7.83756	4.21008	3.52749	0.864902	43.387
30.8664	10.7664	17.4045	35.142	135.9559	7.76385	4.15968	3.2333	0.890372	42.47
37.7892	9.732	16.41	25.257	155.2352	8.36244	5.23776	2.88269	0.874437	53.105
30.2292	11.0052	13.8885	25.92	129.4646	8.76582	4.13808	2.81728	0.836329	36.643
28.7172	12.8628	15.315	30.231	139.3197	7.42203	5.5128	2.89664	0.855867	41.414
35.0856	13.1016	18.0675	29.436	151.6768	8.17938	5.10048	2.6629	0.891847	55.229
34.9272	14.5068	16.575	29.172	118.15	7.93476	4.94112	3.37342	0.886374	44.911
40.0212	12.2256	15.315	26.982	156.2916	9.21699	4.23936	2.9574	0.890091	54.659
38.5056	12.3048	15.0495	27.978	159.6415	9.13194	5.0784	3.39202	0.886532	56.12
35.8812	14.4012	16.443	29.37	159.016	7.32483	4.99152	3.30801	0.890414	57.296
42.6456	11.4564	14.8845	27.711	118.984	7.6302	4.70208	3.45278	0.900931	46.925
41.5332	14.0568	15.6465	25.656	138.0548	7.01946	4.536	3.35482	0.896346	57.439
34.5276	13.818	13.623	35.406	122.3478	9.00963	4.69488	2.98096	0.895173	43.515
36.756	11.376	17.2725	23.931	137.2208	8.83872	4.5648	2.70041	0.871298	48.342
31.9788	13.8708	17.9355	24.063	139.5282	7.6545	4.6008	3.44348	0.859271	49.324
36.9936	12.6768	17.769	33.282	120.6659	7.39773	5.31744	2.92485	0.913061	46.945
30.3876	13.3668	14.8515	23.664	148.3269	8.89947	4.36944	3.23795	0.836923	43.303
30.708	11.5356	13.2585	28.839	124.8498	7.04376	4.24656	2.86409	0.847987	35.687
33.0156	13.8972	15.7455	31.095	147.7014	7.53219	4.0872	3.43418	0.881025	50.304
39.222	11.562	18.267	34.146	146.645	8.06922	4.32624	2.79868	0.926467	57.379
28.3968	12.9684	14.121	35.007	153.1502	7.20252	4.83264	3.27515	0.868432	44.167
35.9604	14.4804	17.604	29.106	146.8535	8.94888	4.65888	3.2798	0.894817	55.32
30.3084	14.322	13.8555	26.649	140.3622	6.99516	4.66608	3.16789	0.845403	41.206
41.85	9.864	17.106	29.634	135.1219	7.09236	5.19456	3.21904	0.912262	52.223
42.408	11.5092	15.1155	36.534	130.938	7.82541	5.30304	3.24725	0.936167	53.115
29.9916	11.5884	16.8735	36.468	136.3868	7.73955	4.91952	2.72862	0.890817	42.059
42.804	9.9972	16.7415	28.971	121.4999	8.42319	4.90512	2.85479	0.91228	49.911
36.198	9.3864	15.978	33.018	129.4646	7.45929	4.46352	2.72366	0.896634	44.446
28.1592	12.3852	11.8665	33.351	133.4539	8.21583	5.0712	3.12108	0.850425	37.806
39.4632	10.8984	13.458	30.63	152.0938	9.16839	5.34624	2.69576	0.892098	52.511
31.104	13.074	13.026	25.986	124.0158	7.7031	5.31024	3.40132	0.840324	37.069
38.7468	10.8456	12.4965	32.886	149.9949	7.14177	5.41872	3.16324	0.89396	50.589
42.966	13.7376	12.33	35.208	128.0051	7.80111	4.78176	2.99026	0.924559	50.642
28.9548	11.1648	16.044	25.524	143.9206	7.28757	4.16688	3.18649	0.838791	40.627
31.5036	9.8904	12.96	32.022	157.5426	8.96103	5.0424	3.16789	0.860498	44.078
37.5516	11.4828	18.1335	29.238	154.6097	7.10451	4.42752	3.30336	0.899156	55.2
38.1096	13.9236	14.652	25.125	152.5108	9.03393	5.15088	2.80333	0.875372	53.957
31.8996	12.5172	12.0645	26.253	137.4293	7.94772	4.35504	3.52284	0.839599	38.995
35.9604	13.5516	17.073	32.952	139.9452	8.25228	5.45472	3.53214	0.905795	53.027
37.9512	11.8812	17.238	35.538	125.4892	8.99748	5.0208	2.74722	0.922742	48.113
43.0452	12.066	15.4815	33.615	137.0123	6.92145	4.73136	2.79403	0.929444	56.826
33.8112	9.4128	13.59	35.871	135.3304	8.15508	5.26656	2.91059	0.888089	40.388
34.29	14.5608	16.2435	24.66	138.2633	8.08137	5.42592	3.09752	0.865556	50.195
29.1132	10.926	12.7275	27.579	147.062	7.16607	5.20176	3.29406	0.833056	40.264
40.1796	10.2624	17.04	33.549	142.8781	7.92261	5.36064	2.70971	0.921226	52.943
41.454	14.1888	13.491	25.788	121.0829	8.02062	4.88304	3.00886	0.887632	47.602
29.592	14.3484	14.9175	27.246	144.5461	8.30169	4.68048	2.70041	0.849155	43.429
32.5368	10.4748	13.7565	24.195	144.977	8.72856	5.33184	3.41558	0.837945	41.765
37.872	14.0292	14.187	26.451	130.5071	9.05823	4.15248	2.87339	0.877548	46.234
28.638	12.7296	17.571	27.447	127.1572	8.82657	4.39824	3.14433	0.85408	39.913
29.3544	12.57	15.216	30.498	121.9169	7.27542	4.39104	3.47138	0.858713	36.372
35.5608	12.8352	15.1485	23.466	122.7648	7.7517	4.18128	3.19114	0.858285	42.298
40.338	9.5196	14.553	26.649	134.7049	8.75367	4.13088	3.01351	0.882589	46.06
40.896	9.678	16.608	24.261	134.4964	8.5212	4.96992	3.38737	0.884433	48.783
30.15	12.252	17.3715	26.85	147.4929	9.10764	5.36784	3.07427	0.856498	48.302
37.5516	11.6424	11.9655	29.703	118.7755	8.38674	4.26816	3.13503	0.87509	39.904
39.1428	13.3128	14.154	31.956	156.0831	8.00847	4.19568	2.65825	0.902623	54.202
43.5204	14.2416	13.3245	28.044	149.1609	7.47144	4.93392	2.84518	0.904246	60.649
34.128	14.1096	17.172	34.677	125.9062	8.46045	4.14528	3.2426	0.906111	47.005
43.92	10.74	14.718	28.176	147.9099	8.09352	4.67328	2.63965	0.906339	56.572
32.1408	10.4208	13.3245	29.568	118.567	8.24013	4.96272	2.67251	0.85557	35.068
34.3692	11.1372	15.78	24.993	134.2879	6.9336	4.89024	3.49959	0.858519	45.069
42.5664	10.2096	15.6135	24.726	142.4611	7.23897	4.34784	3.15828	0.889972	51.26
29.6712	11.9076	14.3865	32.685	139.7367	9.08334	5.17968	2.68646	0.864169	41.402
40.9752	10.554	12.993	31.425	158.8075	8.53335	4.28976	3.34056	0.899245	53.559
33.174	12.1728	11.733	29.901	143.0866	9.315	4.44912	3.06497	0.85716	41.078
34.6068	14.0028	12.231	28.641	128.2136	8.87517	5.37504	2.90594	0.863636	43.854
29.196	14.136	13.0605	27.777	121.7084	8.4483	4.47072	3.10713	0.841189	35.847
31.4244	10.3152	13.392	35.604	127.3657	8.80227	4.34064	2.9202	0.877058	37.268
32.3784	10.7928	14.4525	35.937	157.1256	8.4726	4.27536	2.91059	0.887525	45.749
37.1556	13.1544	16.509	26.517	119.8319	9.2907	4.95552	3.00421	0.882911	45.248
31.662	13.632	14.685	28.707	131.9805	9.25425	5.13648	3.46208	0.861125	43.98
40.7376	10.236	12.0315	25.59	140.9877	7.97202	4.78896	3.51354	0.870469	46.792
40.6548	9.9168	15.5475	34.611	158.3766	7.43418	4.72416	3.02746	0.920814	55.954
28.4796	12.4908	15.945	28.242	152.3023	8.13078	4.98432	3.5557	0.849167	44.326
29.7504	9.5988	14.9835	33.15	150.6343	6.97086	4.50672	3.01816	0.865871	42.294
31.1832	10.3944	18.234	30.165	148.1184	7.34913	5.17248	3.06962	0.874677	48.092
31.0248	11.2968	17.4375	26.121	124.2243	8.32599	5.25936	3.42488	0.856018	41.49
39.9384	11.3232	12.5955	24.594	130.5071	8.98533	4.79616	2.76117	0.867413	44.722
36.1188	9.9432	13.6575	30.432	126.5317	7.58079	5.38992	3.48564	0.876664	41.368
39.78	12.1188	15.879	27.645	153.3587	7.05591	5.4768	2.88734	0.893842	55.219
38.5884	13.4988	12.0975	24.129	138.6803	9.04608	4.84704	3.33591	0.862007	47.738
38.9052	10.926	13.6575	31.626	122.9733	7.12962	5.40432	2.80798	0.894602	44.008
34.7652	14.64	12.927	32.289	144.1291	7.54434	5.41152	3.25655	0.882402	49.866
42.4872	12.4644	17.5365	25.854	131.355	8.85087	4.23216	3.21439	0.906059	56.657
38.6676	14.1624	14.22	30.963	129.8816	7.26327	4.0944	2.95275	0.898472	46.63
31.2624	10.9788	18.168	28.374	125.6977	8.41104	5.23056	2.73327	0.868451	43.274
38.0304	14.4276	16.542	27.315	132.8145	7.05591	4.92672	2.71901	0.892231	52.492
35.802	12.3576	16.7085	36.201	157.7511	8.20368	4.60848	3.40597	0.914695	56.209
29.9124	13.6848	18.1005	33.084	136.8038	7.30053	4.85424	3.22865	0.885244	48.641
34.8444	9.5724	17.9025	34.41	126.7402	8.11863	5.064	3.19114	0.904949	45.651
28.7964	11.8536	12.297	28.575	153.5672	7.81326	4.38384	2.96205	0.835279	41.309
33.5736	9.9708	12.4965	23.997	126.3232	7.7274	4.75296	3.13038	0.835392	35.823
33.8904	13.446	16.3095	33.417	145.1855	9.27855	4.40544	2.77047	0.89544	51.23
36.5976	14.5872	12.795	28.308	156.5001	8.26524	4.45632	3.20509	0.874317	52.735
29.196	13.7904	14.022	33.681	150.2173	8.93673	4.5432	3.39667	0.867428	44.012
32.22	10.872	14.619	32.421	159.85	7.77681	5.20896	2.73792	0.873454	46.617
40.4172	11.2176	16.6755	31.692	120.4574	9.02178	5.22336	3.44813	0.914478	47.493
34.2108	10.1292	11.8995	30.963	126.1147	9.07038	5.0496	3.35017	0.863507	37.117
38.4264	13.128	13.425	36.135	143.5036	8.74071	4.1016	3.18184	0.912723	50.724
37.4724	11.7744	17.703	25.455	149.5779	7.78896	5.44752	3.42953	0.882727	54.407
29.9916	10.7136	15.249	34.875	147.2705	7.99632	5.4912	3.37807	0.876378	43.906
39.384	11.4036	13.557	24.993	121.0829	8.71641	5.44032	3.2519	0.870818	43.725
37.71	13.2336	13.1595	23.733	149.7864	7.50789	5.24496	3.38272	0.860771	51
39.3048	13.26	12.5625	32.157	123.1818	8.37459	5.14368	3.50424	0.897264	45.403
38.3472	12.5172	11.766	28.905	131.1465	6.9093	4.79616	3.20044	0.875903	44.493
40.4964	10.5276	17.802	34.344	152.9417	8.15508	5.38272	3.36412	0.929351	59.645
35.7228	9.7044	14.817	28.44	130.0901	7.6788	4.116	3.49029	0.87157	42.063
33.732	12.7824	16.476	30.564	120.0404	8.14293	4.42032	2.6536	0.883217	42.759
33.0948	11.7216	12.4635	35.472	139.9452	7.03161	4.82544	2.77047	0.881434	41.023
28.08	9.7848	14.9835	29.967	134.9134	8.39889	4.70976	3.28941	0.846123	38.166
35.244	10.6068	15.912	34.809	141.4047	6.9579	4.83264	3.51819	0.901055	48.834
41.1336	11.2704	12.828	33.216	123.1818	8.88732	5.21616	2.84983	0.907382	45.189
36.2772	12.7032	16.641	36.402	150.8428	7.11666	5.33904	3.05102	0.917707	55.159
30.546	11.058	14.784	26.052	156.7086	9.11979	4.71696	2.77977	0.842071	44.307
33.4116	9.6516	17.205	25.323	122.1254	7.88616	4.49232	3.03676	0.859388	40.369
31.3452	14.0832	16.1775	34.278	155.8746	8.58195	5.32464	3.05567	0.888489	54.275
36.6768	11.9868	17.736	30.099	124.6413	6.89715	4.36224	3.08822	0.897942	45.793
41.6124	11.6952	17.835	28.509	142.6696	9.15624	5.28864	3.03211	0.912573	61.242
32.9364	12.9948	16.0785	31.227	152.7193	6.885	4.5288	2.78442	0.881099	51.229
37.1556	11.8272	18.201	30.297	132.189	8.09352	4.5792	3.565	0.902476	49.4
28.5588	13.3404	14.4195	34.545	136.5953	7.89831	4.18128	2.90129	0.86911	39.87
38.826	10.6596	12.861	32.223	144.3376	7.22682	4.08	2.9481	0.892925	47.564
