A	B	C	D	E11	E22	G12	G23	Mass	Load
32.778	11.9418	17.04345	33.7695	130.60162	7.557057	5.39304	2.681593	0.89298	46.434
41.34888	9.68796	12.7581	25.5426	125.50449	8.019648	5.216976	2.994693	0.87511	43.439
43.47576	12.91524	14.45115	26.5479	142.96984	9.017973	4.19544	2.873545	0.900651	57.579
37.31724	14.26968	16.2102	25.8336	137.53772	7.216128	4.518624	3.531458	0.881957	50.337
32.80968	11.42328	17.6784	32.5527	125.2529	6.919101	4.700448	2.94624	0.89021	44.12
29.25468	10.21704	16.91115	26.3097	125.67129	7.445034	4.368576	2.877296	0.845285	36.671
31.8258	10.15356	12.09675	35.9652	129.34784	8.613783	4.726416	3.09721	0.874553	37.287
42.93612	11.20116	15.5886	24.9078	120.40597	7.488855	4.813008	2.890316	0.893806	48.811
39.85668	13.14804	12.8904	35.7006	125.83809	7.406073	5.292048	3.434552	0.914819	46.999
43.88832	12.0264	17.46675	33.7959	131.772	8.779347	4.383024	3.220218	0.9421	58.783
33.8256	10.16412	14.74215	35.4624	128.09406	8.979012	5.39016	2.929469	0.892207	40.647
38.5236	11.13768	17.6916	33.4257	156.42365	7.269669	4.463808	2.843723	0.9176	56.027
34.524	11.5926	17.92965	26.0982	156.00526	8.657604	4.55616	3.525847	0.873353	53.979
31.63536	10.1748	16.9377	27.315	153.0807	9.222498	4.417632	3.048757	0.85941	45.457
29.09592	10.62972	13.512	23.982	146.97999	8.190072	5.193888	2.94252	0.821758	40.265
35.34912	14.46012	16.8186	29.6163	127.34207	9.090954	4.642704	2.802741	0.890798	47.832
32.23836	9.92076	12.85065	24.8019	149.23735	7.30377	4.489776	2.847474	0.834312	40.451
43.25328	12.76716	13.44585	26.5215	132.60739	7.951446	5.482464	2.826952	0.895072	52.938
37.79352	10.07952	12.65235	25.0401	155.25327	8.443278	5.338176	3.177345	0.85821	49.169
35.4762	9.41292	15.6282	32.8173	126.33988	7.990407	4.885152	2.703944	0.891304	42.961
43.8246	11.30688	14.7288	32.7378	155.08647	7.357392	4.989024	2.741237	0.924981	61.476
38.23776	12.9576	17.2419	34.431	147.73337	8.90595	4.766832	3.533318	0.921078	57.01
42.23772	12.5238	13.6179	25.0401	149.98934	7.542396	4.345488	3.473674	0.885403	53.501
33.5718	10.8096	17.718	30.0396	140.79727	7.060284	5.453616	3.138192	0.882699	49.105
38.90448	13.83588	12.67875	27.2091	125.3363	7.630038	4.348368	3.501636	0.878006	44.339
38.619	10.26996	16.01175	26.7066	141.63266	7.522956	5.40744	3.538898	0.882821	50.341
33.50808	12.47088	18.23385	27.7911	128.17746	8.316675	5.491152	3.173625	0.878407	47.556
36.90468	12.03708	16.43505	23.5587	135.03016	7.7031	5.459376	2.825092	0.868202	48.295
37.66644	13.656	16.28955	24.6696	136.78573	7.69338	5.442096	3.468094	0.878196	50.801
40.30128	10.2912	12.08355	27.7647	129.68283	8.141391	4.149264	2.894067	0.877528	43.002
31.4766	14.439	16.5276	32.103	135.53195	9.022833	5.346864	3.305933	0.882655	49.235
33.41304	12.6084	13.98825	31.4682	159.43161	8.453079	4.697568	3.550089	0.874586	50.762
32.65092	9.61392	14.5305	30.5157	154.58468	8.433558	4.605216	2.711415	0.865574	44.016
40.80924	11.81484	13.1814	27.6324	137.87132	9.061794	4.105968	3.40473	0.886208	48.046
32.14332	12.44964	12.96975	30.3837	120.23917	6.962922	5.16504	3.207167	0.860372	36.378
36.01584	10.59804	12.25545	26.442	149.90594	8.754966	5.090016	2.644331	0.855325	43.944
30.80988	13.87812	15.25785	35.4891	127.76046	7.518096	4.212768	2.963011	0.886763	42.396
34.80948	10.64028	16.30275	26.0718	143.05324	8.09757	4.103088	2.730046	0.865981	47.107
41.41224	11.56092	11.8719	25.5957	155.33806	8.740386	4.593648	3.203447	0.874875	51.892
28.55628	12.1746	17.4006	31.7061	147.98357	9.129915	4.879344	3.311544	0.86873	44.852
36.71424	12.15348	16.0251	29.9868	118.73519	8.08299	4.896672	3.061808	0.89067	43.655
37.41264	9.98424	16.87155	25.569	140.29548	8.073189	4.157904	3.462483	0.876417	48.16
40.36464	10.2594	16.4748	31.812	124.66771	8.881569	4.250256	2.79155	0.912585	45.971
34.46028	14.0898	14.4114	31.3623	156.67385	6.928821	4.78992	3.333895	0.882862	53.158
32.27004	13.22208	17.62545	32.6322	151.07493	6.90444	5.0352	2.964871	0.890709	53.279
31.57164	14.058	17.95605	28.1352	145.22581	8.993592	5.15928	2.856774	0.873221	52.286
39.79332	14.07924	12.0306	27.606	156.17345	7.639839	4.876464	3.2612	0.880994	53.856
37.34892	9.51876	12.4407	30.9921	144.89082	7.29405	5.2776	3.350666	0.87844	44.317
39.44412	12.00528	14.05425	35.5947	118.98539	7.746921	5.28912	2.920138	0.915969	44.83
43.09452	12.12168	18.07515	25.8072	129.18104	8.51148	4.530192	2.879156	0.910114	56.839
31.06404	13.06344	15.50925	23.8761	132.2724	7.177167	4.521504	2.862385	0.84274	41.554
31.95288	11.66664	13.56495	27.1299	133.60958	9.280899	4.140624	3.009604	0.848083	38.67
34.99992	11.34924	13.85595	36.0708	121.24136	7.089525	4.527312	3.123312	0.897345	40.939
31.69872	13.7406	13.8294	35.8857	145.6442	8.448219	4.32528	2.737517	0.885833	45.3
31.7304	10.11132	14.1204	27.7119	153.49909	6.948342	5.26896	3.028235	0.849355	43.379
41.98356	9.45528	14.2659	31.6005	143.22004	8.531001	5.28624	3.466234	0.908216	51.326
36.23796	13.23276	11.95125	25.4898	146.72979	9.013113	4.507104	2.800881	0.855966	47.706
38.55528	9.48696	13.88235	34.5897	120.65756	8.068329	4.827408	3.346946	0.904276	42.427
41.15844	10.90488	17.30805	25.3047	152.7471	7.104105	4.458048	3.287302	0.894593	58.086
38.68236	12.06876	18.009	34.7484	132.3558	7.591077	4.129056	2.983502	0.926198	51.709
34.49232	11.91012	17.44035	28.1616	136.70233	7.016463	4.172352	3.289162	0.879706	47.495
43.69788	11.57148	13.3401	35.4096	131.8554	8.696565	4.590768	3.395399	0.929651	50.647
28.81008	12.78828	13.3401	34.272	151.82692	9.081234	4.720656	3.143803	0.863686	43.73
37.69812	14.64	15.09915	32.7909	129.93303	8.048889	5.15064	2.694644	0.905985	48.984
36.11124	11.48676	16.75245	34.0341	159.18141	7.240509	4.79568	3.380488	0.906307	55.617
32.55588	14.31204	12.66555	24.5109	126.42328	8.438418	4.342608	3.082299	0.841957	39.503
37.98396	10.79904	14.0808	36.0975	130.51822	8.014788	4.123296	2.817652	0.910373	45.365
35.63496	9.4764	14.7024	28.5054	138.7081	8.005068	4.844736	3.130752	0.870666	44.204
35.44452	12.08988	15.83985	28.6905	154.33448	8.969211	5.387232	2.649911	0.87932	53.289
41.38056	13.4232	15.3372	24.5376	129.51464	7.376832	4.143504	3.132612	0.888939	51.874
38.84112	12.7248	14.91405	29.4048	121.74315	9.100755	5.496912	3.197836	0.893637	46.032
40.74552	13.31736	14.90085	32.5263	148.48536	7.742061	4.097328	2.715135	0.914826	55.633
42.68196	9.50808	15.2712	26.7861	136.61893	8.380017	4.66872	2.735626	0.896102	48.782
40.04712	13.99452	12.864	35.145	151.40992	7.454754	5.263152	3.304073	0.914599	54.998
39.25368	13.8252	12.69195	30.7803	124.9193	8.750106	4.180992	2.94066	0.893183	44.785
37.95228	13.52892	11.7	32.2353	141.21427	8.399457	4.634064	3.492305	0.888619	48.632
30.1752	13.21152	15.82665	29.5371	149.32075	7.756722	5.499792	2.759868	0.862112	46.838
42.90408	9.52932	15.95895	26.151	126.59008	8.253414	4.755264	3.358137	0.897456	47.633
41.03136	10.9578	17.0964	30.9126	123.33053	7.732341	4.166592	3.443852	0.915384	48.586
33.06384	11.25408	11.8323	28.8759	142.21785	9.237078	5.297808	3.10465	0.851635	40.99
29.95272	10.43928	12.50685	24.4053	128.59585	8.784207	4.864944	3.233269	0.822452	35.638
32.74632	13.32792	13.55175	30.8862	145.05901	7.430373	4.163664	3.55942	0.868803	45.131
42.42816	14.14272	16.3425	32.7642	157.00884	7.771302	4.91688	3.400979	0.930357	68.152
43.44372	9.53988	13.57815	30.0132	133.27598	7.28919	4.619616	3.136332	0.905166	47.083
32.84136	12.30156	17.81055	34.1664	145.8944	8.555301	5.505552	2.990973	0.898598	52.702
36.14292	11.67732	16.72605	35.436	142.30125	7.975827	4.155024	3.496056	0.912223	50.529
31.09572	12.79884	12.3216	28.2144	119.98897	8.560161	5.358384	3.218358	0.845324	36.083
31.25448	12.71424	12.3084	32.0766	153.41569	8.258274	4.986144	2.672262	0.860876	43.956
31.3812	13.69824	15.11235	23.8497	122.32834	7.839504	5.078496	3.277971	0.843621	40.929
40.39632	10.53456	14.75535	31.7592	124.33411	6.987303	5.300688	3.298493	0.90558	45.879
41.19012	10.96836	12.5994	24.3522	139.2085	7.347591	4.772592	2.750537	0.871179	46.988
32.175	10.41816	12.573	24.2466	148.73556	7.479135	4.939968	3.419641	0.8315	40.96
36.49212	10.18536	13.6707	30.8334	157.84423	9.261459	4.856256	3.296633	0.880239	50.759
30.39732	14.34372	15.37695	30.4629	132.44059	6.967782	4.709088	3.272391	0.866717	44.054
29.44512	10.143	13.59135	31.3887	124.08391	8.818308	4.247376	3.378628	0.85221	35.287
30.04812	12.8094	16.42185	25.2252	120.90776	8.642943	4.276224	2.79527	0.846859	38.377
35.9208	10.4922	17.8767	35.5155	137.20273	9.139716	4.55328	3.127032	0.914983	49.734
41.88852	12.43908	12.7185	29.1666	121.32615	6.997023	4.67448	3.054337	0.895842	44.041
34.04772	13.17984	16.6203	36.2562	121.57635	8.623503	5.326656	2.974202	0.908264	45.946
35.28576	11.02128	15.24465	34.563	154.08428	7.790742	5.329536	2.648051	0.897931	52.62
32.36544	11.37048	12.40095	24.273	135.78215	7.912485	4.126176	3.199696	0.833334	37.791
43.34868	12.41796	12.1629	32.4999	146.56299	8.389737	4.258896	3.059917	0.912747	52.233
43.53912	11.49744	11.7264	31.4946	132.1056	7.717761	5.245872	3.162434	0.906346	47.684
34.93656	13.60308	16.46145	34.9071	150.49113	7.152867	4.20408	3.125172	0.906638	53.322
41.28516	9.75156	13.9485	35.8065	139.71029	7.785882	5.343984	2.985393	0.921401	50.216
29.0322	12.34392	16.27635	24.2199	136.11714	8.457939	5.058288	2.696504	0.837242	40.138
36.0792	10.10064	13.73685	28.3731	120.48937	9.115335	4.818768	2.912698	0.868787	39.633
34.4286	13.57128	12.4275	33.5049	157.51063	8.204733	4.175232	3.171765	0.881809	50.703
34.23816	11.41272	16.88475	36.5472	140.12868	8.579682	4.80432	2.646191	0.908964	49.45
29.19096	13.46544	15.08595	25.3839	131.27021	7.883325	4.293552	3.488585	0.839441	38.408
29.3814	10.04772	13.0359	25.7013	125.1695	7.313571	4.743744	3.022655	0.82673	34.461
35.5716	11.84652	18.22065	29.8809	141.71606	8.131671	4.740864	3.017075	0.894233	51.424
29.88936	12.50256	13.4856	34.1133	154.50128	7.050564	5.214096	2.94438	0.867828	44.659
43.38036	10.35468	13.10205	33.2406	124.75111	8.472519	4.737936	2.864245	0.916967	45.555
33.66684	11.709	15.49605	34.2192	134.69656	6.89472	4.93128	3.494165	0.891664	45.966
29.76228	11.32812	17.3874	24.9606	148.65216	7.167447	4.991904	2.881016	0.846009	43.698
41.79312	13.48668	18.06195	33.2934	134.27817	8.365437	4.648512	2.713275	0.935951	60.558
42.8724	10.03716	13.0755	28.188	139.87709	9.266319	5.0496	3.078579	0.893952	49.359
37.53972	13.79352	12.37455	33.8223	122.91353	8.857269	5.352624	2.895927	0.896375	44.914
30.55608	13.41264	15.04635	33.849	125.75469	9.125055	4.232928	2.977922	0.877598	39.74
28.84176	9.55044	13.7898	33.7431	133.52618	7.415793	4.665792	3.307793	0.859319	37.324
41.2218	13.45488	15.906	27.9498	127.17527	6.982362	5.185248	2.718855	0.903609	53.825
35.79372	11.127	12.63915	36.018	135.19835	7.819983	4.937088	2.651771	0.895058	43.302
41.9202	12.59784	16.9641	33.6108	156.09005	8.292375	4.221408	3.156854	0.93172	65.145
32.46048	13.76172	14.2131	24.4845	152.9139	7.6788	4.882224	3.516547	0.846857	48.978
32.04792	10.24884	17.91645	32.394	126.17308	9.052074	5.254512	3.25376	0.885776	43.697
40.23792	12.46032	13.4988	35.5683	155.00307	7.68366	4.43208	3.475534	0.917501	54.849
35.25408	12.11112	14.94045	35.2509	138.20631	8.09271	4.749504	3.115841	0.900728	48.258
40.11084	12.54492	16.59375	23.7174	139.79369	7.352532	4.504224	2.683453	0.884056	53.536
32.90508	13.11636	17.61225	35.7534	121.82655	7.644699	4.662912	3.339475	0.90553	45.306
40.77756	10.38636	15.66795	32.5791	140.88067	9.241938	5.061168	2.702084	0.914176	51.646
33.31764	14.33316	18.04875	29.2461	130.18323	7.961247	4.983264	3.486725	0.885755	49.075
30.90528	10.89432	14.967	24.4581	155.75506	8.949771	5.003424	3.386068	0.837897	44.474
38.46024	14.06856	18.1281	28.9815	142.88644	7.68852	5.364192	2.9388	0.906392	61.731
43.76124	14.53416	15.324	27.8442	137.03593	7.966107	4.657152	2.853054	0.913559	59.593
32.68296	14.2908	18.26025	34.4838	133.86117	7.834563	4.867824	2.866105	0.904132	50.382
32.4288	11.508	13.2078	24.2994	132.189	8.272854	4.498416	2.653631	0.837372	37.849
37.19052	11.64552	17.5593	30.066	158.76302	9.168876	5.087136	3.147523	0.898712	57.24
33.1272	13.44432	13.90875	33.6372	145.47601	9.056934	5.479584	2.922029	0.882891	49.044
33.63516	12.492	14.33205	29.9868	157.76083	8.92539	4.120416	2.812041	0.870985	50.156
42.9678	13.84644	17.29485	28.2672	124.8359	7.917345	4.6716	3.352526	0.918835	56.885
38.49192	12.83064	12.5862	28.6641	138.45651	7.143066	5.118864	3.540758	0.879594	48.141
42.36444	11.29632	13.6311	29.5899	120.82436	8.355636	5.179488	3.523987	0.901578	45.297
34.39692	11.95236	12.2952	27.1827	159.5998	7.440174	4.33104	3.216498	0.85375	45.446
39.60288	11.05296	13.803	24.6963	138.28971	6.914241	5.378592	3.149383	0.871031	47.903
29.98476	10.2276	16.09125	33.6903	121.65975	9.003312	4.573488	2.905227	0.874514	36.971
34.30188	12.61896	15.69435	35.3832	140.71248	7.172307	4.616736	2.63872	0.901128	48.717
28.1754	11.76192	13.7766	28.5318	143.55503	6.992163	4.501344	3.194116	0.838601	39.823
37.5714	11.98416	15.033	28.5582	136.86913	8.224173	4.686	3.553809	0.884225	48.27
36.65088	11.11644	16.58055	25.7808	157.67743	7.863804	5.433408	3.091599	0.874609	54.467
31.19076	10.55568	11.92485	35.0127	151.24312	8.594262	5.147712	3.369297	0.867733	42.575
40.1742	11.09532	13.14165	27.024	155.67166	8.160912	4.256016	2.726326	0.87979	51.603
33.53976	14.30136	15.4167	36.2031	151.91171	7.897905	5.127552	2.854914	0.902483	53.789
33.85728	11.1588	12.52005	25.9131	131.68721	7.30863	5.361264	2.756148	0.846138	38.335
40.71384	11.99472	17.2287	26.1777	126.25648	9.178677	4.472448	3.441992	0.897631	52.288
42.39648	11.44452	18.2736	29.8017	152.24531	7.781022	5.098656	3.324564	0.922458	65.357
30.14316	12.48144	17.8635	35.6478	137.78792	8.423838	4.215648	3.10093	0.893557	47.135
43.18992	12.89412	13.7634	26.4951	148.98576	7.927146	5.51136	3.320844	0.896283	59.528
38.07936	13.78296	12.9168	34.854	124.50091	7.410933	4.475328	2.776639	0.905003	44.821
30.429	9.46584	12.07035	29.0874	134.11137	8.428698	4.380144	2.886596	0.839767	36.124
28.683	11.86776	17.49315	27.8175	124.25071	7.333011	4.836096	3.382348	0.85389	37.879
34.55568	12.19572	16.0779	34.6161	127.50887	8.409258	5.318016	3.551949	0.900165	46.512
42.2694	14.10036	15.54885	31.1772	135.61535	7.035984	5.205456	3.270531	0.920093	59.062
35.95248	11.8572	16.6599	24.1671	119.90557	7.858944	4.423392	3.367437	0.867083	42.703
37.73016	11.9736	15.1257	29.4843	139.0417	8.058609	4.873584	2.635	0.888903	48.945
42.55488	10.65096	16.3557	25.5162	147.48178	8.876709	5.381472	3.326455	0.896881	58.729
34.65108	13.6242	14.63625	35.7801	133.10918	6.953202	5.225664	2.998413	0.901176	47.45
31.98456	9.62448	16.3821	27.3414	118.2334	8.467659	4.735056	3.264951	0.857845	36.11
29.92104	10.48164	14.8347	34.1928	150.40634	7.371972	5.416128	3.363717	0.871269	43.932
35.53956	14.48124	14.8611	30.2247	150.90813	8.798787	4.784112	2.674153	0.885668	53.042
33.60348	13.28556	13.0227	24.4317	154.00088	7.615458	4.391664	2.685313	0.845483	46.965
29.06388	11.1906	17.9826	26.2305	151.74352	8.647884	5.237184	3.043146	0.850264	45.213
35.66664	10.44984	12.94335	31.7856	156.75864	7.084665	4.703328	2.733766	0.877841	46.367
40.968	9.65628	15.81345	31.0977	123.99912	8.375157	5.430528	3.076688	0.908681	46.61
35.03196	9.36	17.5197	28.3467	145.55941	8.720865	5.055408	3.40287	0.879259	49.994
38.80944	13.25388	16.9773	29.2197	119.65398	8.662464	4.08864	3.09349	0.902441	47.923
35.38116	9.63516	15.7737	25.3575	133.77638	7.123626	4.960176	2.728186	0.861782	44.192
40.33296	14.15328	17.8503	26.6007	151.32652	7.342731	4.582128	3.09907	0.904318	64.626
30.58776	13.3068	12.34815	26.2041	149.57095	7.201548	5.084256	2.989113	0.836532	42.253
41.8248	9.49752	17.4138	34.0869	134.44497	8.282655	4.821648	3.374908	0.931065	52.489
32.20668	13.33848	13.12845	28.4262	121.40955	9.227358	4.761024	2.828843	0.855228	37.47
30.74652	9.78324	13.9749	30.5688	159.26481	7.815123	4.639824	3.300353	0.855577	44.126
34.11144	10.66152	13.0491	35.1714	151.66012	9.173817	5.075568	2.806461	0.885655	44.73
36.33336	13.05288	12.4539	27.4209	153.74929	8.306955	5.51712	2.910838	0.865492	51.356
37.28556	10.40748	14.5173	24.5904	130.43482	7.079805	4.20696	2.966731	0.862731	43.222
38.01564	14.22732	13.27395	27.2622	127.25867	8.49204	5.1708	3.555669	0.877721	46.283
31.032	10.19592	17.47995	32.2089	158.59622	7.664139	5.04096	2.957431	0.878803	47.753
39.15864	13.37028	17.14935	32.1294	134.94676	9.256599	5.355504	2.782219	0.916161	57.068
40.58676	14.47068	14.50395	25.8867	128.67925	8.964351	4.44072	3.317124	0.889195	51.542
39.63456	11.96292	12.22905	29.8281	139.54349	7.113906	4.108848	3.192256	0.886031	46.904
36.36504	13.0422	15.35055	29.4312	118.65179	7.323291	4.945728	3.56128	0.885632	43.475
35.41284	12.57672	12.2688	23.4795	137.70452	8.063469	5.320896	3.279862	0.844978	44.489
28.46088	11.6244	15.39015	28.9023	134.02797	9.027693	5.456496	3.067388	0.847886	39.825
28.39752	9.66684	14.16015	30.9654	143.13664	8.998452	4.850496	3.186676	0.847859	39.832
33.7302	9.60336	17.07	25.1193	157.59403	7.800543	4.585008	3.151243	0.859287	50.055
39.41244	12.99996	18.1677	36.5736	142.80165	7.878465	5.052528	3.179205	0.938575	62.209
28.58796	14.04744	17.74455	26.5743	136.95253	7.561917	5.092896	3.024515	0.85377	46.504
38.71404	9.42348	18.0222	27.7383	130.09983	7.649559	4.452288	3.015215	0.894639	46.793
38.58696	9.71976	17.89005	33.8754	144.80742	8.165772	5.28336	2.923889	0.918751	53.18
28.20708	11.0424	14.676	36.1767	143.72183	8.209593	5.196816	2.918278	0.872068	41.91
30.46068	11.45508	17.75775	30.8598	156.92544	7.922286	4.224288	3.236989	0.873883	49.523
31.53996	12.93648	12.98295	32.2881	130.68502	7.766442	5.485392	2.705835	0.866127	39.499
28.23876	9.95256	17.34765	31.2831	133.69298	7.941726	4.968816	3.005884	0.862347	39.593
37.15848	13.40196	17.9694	32.8437	123.33053	9.105615	4.81008	3.322704	0.914009	49.675
35.127	14.42832	13.75005	30.6744	144.72402	9.285759	4.357056	3.168014	0.880835	49.769
39.31704	10.85196	12.54645	31.4151	132.0222	8.686764	5.470944	2.743097	0.89069	46.077
29.7306	10.06896	14.3718	25.6749	129.59804	7.776162	4.478256	3.548229	0.833802	36.535
37.9206	10.8414	17.17575	27.3678	123.49872	8.759826	5.266032	3.537038	0.888287	46.104
34.20648	10.39692	15.615	34.9863	146.39619	9.076374	5.372832	3.365577	0.895861	49.684
31.31784	9.58224	14.14695	27.3945	123.08033	8.248554	5.419008	2.959291	0.845696	36.165
34.84152	14.58708	16.44825	27.9234	148.56876	8.672184	4.466688	3.527738	0.880912	53.403
30.84156	13.13748	12.99615	28.5849	122.57854	7.235649	4.160784	3.058057	0.849131	35.765
35.19072	9.38112	15.1785	36.4677	146.89659	7.586217	4.625424	2.914558	0.903086	47.211
34.36524	12.22752	16.39545	23.9025	122.83013	9.086094	4.948608	3.063668	0.858933	43.559
33.88896	12.26976	13.53855	24.0348	128.84605	6.885	4.622544	3.389819	0.845384	40.34
36.96804	14.39664	16.73925	29.9604	134.86336	7.094385	4.336848	2.808321	0.89852	50.219
33.44472	9.88908	18.19425	24.3789	131.52041	8.267994	5.107344	2.95182	0.860366	45.166
