A	B	C	D	E11	E22	G12	G23	Mass	Load
37.14948	13.10724	17.85075	31.4337	135.22198	8.845524	5.494032	3.255	0.907466	52.823
36.46764	11.72256	15.2478	36.6	155.84263	9.049887	5.204304	3.24012	0.912085	55.142
30.9816	9.42876	16.8333	35.3052	147.99469	7.904223	5.253312	3.013882	0.887542	44.557
41.8428	12.56292	12.8496	24.9987	133.55259	8.393139	5.407584	3.401165	0.880389	48.5
31.1562	10.22148	12.3078	23.889	153.00425	7.882272	4.646496	3.135836	0.824335	40.862
28.42884	11.77536	15.80925	29.3064	151.87696	7.597719	4.408656	3.513788	0.851355	43.22
36.18252	11.73312	17.56005	30.099	129.33672	7.174494	4.141968	2.753234	0.894707	46.261
33.6294	13.69392	16.8729	24.7611	128.33453	8.964756	5.130816	3.545439	0.863972	46.873
33.01128	11.00904	12.5457	36.0582	140.23154	7.862832	4.353888	3.453276	0.882882	40.761
32.04396	13.24992	16.4832	27.2847	139.43785	9.215289	4.30344	2.730883	0.864231	47.403
40.97088	13.66752	12.321	31.7376	135.01348	8.441739	4.389888	2.703882	0.902336	48.336
42.06492	10.55448	12.40035	27.0468	149.74887	8.54388	4.55856	2.695512	0.8839	50.362
36.49932	10.78704	11.7	27.1923	127.58393	7.330095	4.694064	3.159117	0.858271	38.223
32.48784	11.22576	14.7192	25.4085	157.01162	7.393356	4.924704	3.533349	0.847808	45.537
37.1178	14.14848	15.39975	33.4155	138.72895	7.792281	4.167936	2.719723	0.906396	50.047
33.81984	12.47304	13.2525	24.7476	136.80797	6.90687	5.03856	3.176787	0.846963	42.437
42.39792	13.71504	15.3336	32.0811	122.53267	8.945235	4.33224	3.302492	0.922575	53.257
28.52388	11.44236	13.41105	34.5123	158.43081	8.278767	4.505232	2.907769	0.861839	43.982
35.02476	10.78176	14.4021	33.1911	139.22935	8.288487	4.421616	3.056724	0.887405	45.625
42.38208	10.21092	13.5366	26.2011	149.99907	7.344756	5.133696	3.507278	0.886192	51.973
31.53672	13.10196	18.0159	28.7646	146.2002	7.152543	4.30056	2.722513	0.873989	50.196
42.90516	12.55764	17.53365	28.2756	126.28984	7.140393	4.8036	2.796975	0.917302	55.808
30.06216	13.32396	17.4741	26.8221	134.38798	8.726373	4.10016	3.183328	0.858409	45.492
31.48884	14.02164	14.7324	33.3891	134.59648	8.957466	4.405776	2.706672	0.879392	44.776
31.07664	12.36732	17.1636	30.3501	127.29203	7.009092	4.851168	2.699232	0.873365	43.441
42.65136	13.42968	15.6045	27.4035	134.84668	6.977421	5.247552	3.083694	0.906262	57.635
30.80736	11.4318	12.5985	27.2583	155.55073	7.193934	4.283232	3.373234	0.839242	42.34
40.527	11.9286	15.5583	25.0119	120.27948	8.244747	4.603248	3.514718	0.885162	44.944
29.42784	10.46988	15.77625	28.236	155.67583	8.906355	4.440384	3.479347	0.849223	44.172
30.33144	14.59248	15.6111	32.1735	142.61122	8.680122	5.358576	2.93012	0.874455	48.971
29.58624	10.39068	16.8531	35.7807	128.91972	7.488207	5.099088	2.756954	0.884747	39.336
28.47636	13.974	16.8399	31.2486	145.3662	7.128243	4.839648	2.984091	0.867149	46.014
40.54284	12.99096	13.33845	23.532	141.06554	8.273907	4.626288	3.495188	0.872295	49.527
29.01564	13.85244	16.1661	24.1533	148.95518	7.977123	5.26776	2.911489	0.839501	45.523
42.588	11.5164	16.92585	31.4601	129.92052	8.706852	4.499472	3.546369	0.924246	55.616
40.39992	14.22252	17.3751	35.292	141.94263	8.631522	5.02416	3.449556	0.936157	63.652
33.2172	11.53224	18.2934	34.0233	123.45146	8.4807	4.79064	3.228929	0.900589	45.386
40.51116	9.53964	17.58645	29.4384	135.80717	8.300637	4.634976	2.727163	0.907406	49.604
39.195	14.18016	18.0357	31.8828	135.18028	7.264485	4.278912	3.004582	0.92047	58.62
34.137	10.69716	17.17695	23.7039	141.02384	8.181486	5.387376	2.820256	0.857706	48.093
40.08276	14.25948	16.66155	24.3117	150.08247	7.66827	4.843968	2.779305	0.889966	62.08
41.0184	14.23308	14.1576	24.1002	148.41308	8.001504	5.237472	3.236369	0.882488	57.565
37.6092	11.03016	13.03455	35.1861	142.81972	7.974693	5.495472	3.168417	0.900941	49.282
29.06316	11.50584	13.29885	25.7784	123.36806	6.936111	4.920384	2.872398	0.829183	34.969
39.71808	9.72468	17.0514	27.4299	155.80093	7.400646	5.05728	3.452346	0.893963	55.095
39.92436	10.48572	13.5102	26.7693	121.03008	8.736093	5.188464	2.682492	0.878329	42.93
40.90752	13.86312	15.3006	36.0978	142.40133	7.500438	4.747392	3.492398	0.932135	59.157
39.81348	10.33776	14.7522	31.6053	121.90717	7.201224	4.218384	2.729953	0.902215	43.261
39.40092	10.3536	13.57635	34.9482	158.63931	8.198496	4.57728	2.835136	0.909033	53.623
30.4902	9.40224	13.1601	28.0776	121.40538	7.539318	5.0256	3.100465	0.840497	34.325
34.72344	11.94456	15.8886	35.9262	119.61089	7.896852	5.339808	3.289441	0.904984	43.968
29.66544	10.14228	17.88375	33.5346	144.32231	7.386066	4.469184	3.439326	0.880023	42.876
34.7076	9.67716	16.7343	26.8884	136.76627	7.563618	4.107408	3.036233	0.869148	45.081
41.63688	13.6146	13.8603	34.2348	150.74967	9.28827	5.231712	2.866787	0.921382	58.885
37.2924	10.25844	16.7607	32.2395	119.40239	8.723943	4.160736	3.397445	0.902498	43.297
36.35676	13.95816	11.9643	31.4073	122.57437	8.857674	4.449024	3.322952	0.880474	42.76
39.43296	12.36204	14.89095	30.4692	141.60903	7.634169	5.254752	3.55291	0.899615	51.57
34.58088	9.73524	16.4634	31.143	158.51421	7.298505	4.933344	3.066024	0.884642	52.164
32.01228	11.66964	13.68855	36.3357	157.72052	7.629309	4.884336	3.320162	0.885452	46.318
28.22256	11.90748	17.3685	27.5754	139.35445	8.145036	4.430256	2.796045	0.850532	40.93
30.17304	13.54068	16.7475	28.9098	154.75704	8.894205	4.277472	3.472837	0.864169	50.955
35.26272	14.32812	17.3355	28.5003	134.67988	9.27612	4.869888	3.001792	0.888135	50.634
30.96576	10.80816	16.7673	25.5537	124.45365	9.025506	5.298	2.806306	0.8499	38.49
34.16868	11.47944	14.0388	35.0013	136.51607	9.200709	5.313888	3.444906	0.890449	45.503
35.69076	11.8758	13.2393	29.6367	143.73712	9.28584	4.655136	3.115345	0.872705	47.484
33.45516	12.6792	11.83875	23.8758	150.37437	8.660682	4.705584	3.122816	0.836542	42.533
40.46328	13.3134	12.6711	35.5959	135.97397	8.757963	5.391696	3.309932	0.916289	50.662
34.15284	13.04916	16.8465	26.4126	118.4419	9.100917	5.262	3.114415	0.871017	43.979
38.4498	12.70032	16.8003	34.8954	124.82895	7.147683	4.613328	3.518438	0.921572	47.852
38.38644	12.52584	11.78595	33.4686	122.78287	7.561188	5.345568	3.110695	0.894116	43.64
30.77532	12.35676	16.5558	35.9526	121.53048	8.585271	4.836768	2.801625	0.891741	41.21
35.57988	13.0914	15.74985	31.5525	154.63194	9.190908	5.49984	2.93477	0.892344	55.102
43.11144	11.3208	15.0693	33.7194	121.28028	8.050104	4.3164	3.105115	0.927359	49.391
33.70896	10.19508	12.288	29.967	129.67032	7.816662	4.117488	2.922649	0.859109	36.712
39.7656	14.38632	12.9486	28.5531	124.70385	8.947665	5.02272	2.745794	0.888938	45.995
40.7646	11.99736	12.6183	24.8007	121.11348	7.208514	4.205424	2.995282	0.873024	42.013
42.54048	10.16868	18.234	27.1527	130.92271	8.643672	5.26488	3.147957	0.910482	56.308
28.27044	13.98468	12.50595	29.6895	140.35664	8.261757	4.492272	3.052043	0.841914	39.785
36.94356	9.7194	15.98775	27.1659	131.8415	8.047674	4.192416	3.511928	0.87663	44.977
37.7838	13.16544	11.91795	26.928	132.76029	9.222579	4.939104	3.365794	0.867695	45.802
41.71608	12.72144	16.05375	26.4918	131.08951	7.602579	4.140528	2.680601	0.899413	53.164
42.47712	13.95288	15.0495	32.0151	129.37842	7.030962	4.647936	3.149817	0.921849	55.396
34.92972	11.6274	11.87175	31.3014	158.72271	8.125515	5.248992	3.350883	0.869886	46.337
32.02812	9.4128	16.65495	27.7737	138.31195	8.981766	4.79352	2.778375	0.860626	41.219
38.1168	13.56708	17.058	25.1574	119.19389	7.305795	5.236032	2.876118	0.884997	47.531
42.63552	11.26272	13.35825	34.0365	127.25033	7.446897	5.393136	3.473767	0.919285	47.724
36.38844	11.83884	15.9414	27.3507	157.38692	9.29556	4.81224	2.908699	0.878111	53.988
35.8812	14.62944	12.3738	31.1298	142.31793	7.770411	4.5672	3.26802	0.880307	48.533
42.03324	14.16432	17.48745	30.3237	132.5504	7.515018	5.243232	3.411395	0.924136	60.779
32.59908	9.95724	14.19735	30.2181	141.77583	6.91659	4.32504	3.106975	0.863188	40.417
28.2384	14.06388	15.5715	34.4331	150.58287	8.641242	4.745952	3.182398	0.873327	45.184
33.59772	11.18868	16.09335	30.8523	133.51089	9.2907	4.203984	3.178678	0.879708	44.933
39.70224	10.3272	12.40695	35.3316	136.93446	8.840664	4.423056	2.793255	0.90688	46.582
40.38408	12.24048	16.536	34.6842	132.0083	6.962841	5.349888	3.392764	0.927152	53.737
36.7056	11.03544	14.4549	25.9503	139.14595	6.996861	5.453712	2.863997	0.866355	47.229
31.10832	10.67604	13.1733	26.4522	121.65697	8.692272	5.470992	2.913349	0.838575	35.733
34.78716	9.81456	16.2519	24.021	140.85704	7.120953	4.865568	3.043673	0.856299	46.165
41.22468	10.82928	12.255	31.3809	120.23778	8.108505	4.479264	2.751374	0.897373	42.226
36.89568	11.85996	12.76365	36.1242	153.17105	8.575551	5.224512	2.780235	0.90163	51.973
39.41676	10.33248	13.5036	29.7951	133.30239	8.456319	5.50128	3.541719	0.88796	47.014
38.54484	11.5428	17.20335	28.6722	122.03227	8.748243	5.238912	2.652701	0.897289	46.223
37.30824	9.52908	12.5259	32.3322	148.20458	8.974476	5.01696	2.757884	0.884082	45.434
41.03424	11.823	18.07545	35.5428	139.27105	9.052317	4.998192	2.879838	0.939304	60.729
41.4306	12.93288	15.0561	25.8312	131.3828	9.273609	4.962144	3.543579	0.891854	52.59
31.3146	11.40012	17.6526	27.2715	143.27842	7.828812	5.132256	3.55663	0.862818	47.813
43.57116	12.61044	12.942	32.2794	150.49947	8.332308	4.907376	2.691792	0.916415	57.54
29.80836	11.97096	16.93245	32.3718	149.28878	8.670402	5.475312	3.195418	0.87439	46.189
32.85252	9.5556	12.43995	32.5833	127.33373	7.478487	4.719984	3.421625	0.865881	36.515
28.8252	12.1242	13.95945	34.5519	153.46295	8.760393	5.163984	3.416045	0.866534	44.651
35.32608	12.843	14.59365	35.4372	154.84044	9.237159	4.417296	3.330392	0.901341	53.219
41.70024	11.37372	15.78945	24.087	135.13858	8.140095	5.469552	3.005512	0.886565	51.854
42.15996	11.16228	16.99185	30.5352	156.76142	8.969616	4.30776	3.353673	0.918514	63.107
28.53972	10.12104	15.3402	26.0559	136.34927	8.290917	4.604688	3.415115	0.834444	38.521
43.23816	9.46572	13.4904	33.8517	149.41388	7.505298	4.464864	3.140486	0.919427	52.006
31.37796	10.935	15.12225	24.2457	140.14814	7.257195	5.450832	3.376024	0.839808	41.028
32.9796	11.75424	12.75705	25.5273	142.44303	7.315515	4.80504	2.687142	0.842955	40.502
33.78816	13.92648	12.07665	34.2216	121.86547	7.71687	4.78632	3.380674	0.880988	40.345
31.94892	13.21824	12.45975	32.6493	152.33705	7.069842	4.600368	3.483997	0.86751	44.086
28.25424	11.5692	12.09645	30.1785	145.9917	7.449327	4.645056	2.989671	0.837998	39.364
28.96776	13.64112	13.1535	34.6443	124.36886	8.996346	4.476384	3.126536	0.866332	37.219
38.84616	12.80604	12.0699	34.7766	146.0751	7.986924	4.688304	3.517508	0.90288	50.735
28.93608	10.61256	18.0291	27.4566	125.95624	8.882055	4.474944	3.064164	0.853813	38.007
43.47612	11.42652	13.35165	30.7464	137.47656	9.246879	5.165424	3.280141	0.909889	51.507
39.4488	14.29644	16.08015	26.5977	124.32716	8.548821	5.462352	2.831416	0.893341	52.775
36.87984	11.08824	15.40635	31.8168	129.96222	7.332606	4.08144	3.24756	0.894419	45.102
34.77132	10.99848	14.81175	27.9321	153.63114	8.059905	5.5128	3.423485	0.867384	50.71
42.23916	10.53336	14.58045	25.263	147.70279	8.918505	4.288992	3.390904	0.886834	51.632
28.5714	11.81232	13.60275	31.0506	121.74037	7.181784	4.927584	3.409535	0.849549	35.529
31.66344	9.78816	14.1444	24.9195	153.08765	8.998776	4.846848	2.853767	0.837616	42.695
32.99544	13.53012	13.90665	30.3897	154.50684	7.366626	5.445024	3.476557	0.86978	50.658
43.44444	14.13264	14.78535	25.9899	150.24927	8.213076	4.227024	3.304352	0.902194	61.946
36.61056	12.04488	13.431	36.5604	131.7164	8.830944	4.862688	3.065094	0.905252	46.51
38.59236	13.2552	15.71685	32.7549	135.30538	9.088767	5.05008	2.64151	0.909955	50.621
42.41376	13.065	17.9829	35.1201	135.93227	7.695	4.82232	3.185188	0.944819	61.755
42.11244	12.76368	14.6466	35.5827	119.77769	7.814151	4.985232	3.175857	0.930801	50.175
28.30212	10.38012	12.2484	30.2049	146.0334	8.208216	4.415856	3.364864	0.837228	38.442
35.31024	10.23204	11.88495	32.2662	123.24296	8.298207	5.0616	3.007372	0.873498	36.734
29.72916	10.88748	15.261	32.0679	146.3253	8.597421	4.80072	2.64244	0.864218	42.495
42.00156	11.25744	16.40385	36.4149	140.10644	7.347186	4.361088	3.375094	0.939106	56.707
33.53436	13.48776	12.48615	34.3008	149.12198	7.067412	5.414784	2.863067	0.881269	47.153
36.4518	13.57236	17.85735	26.7957	150.16587	8.740953	5.210112	3.524979	0.887493	56.263
37.56168	12.50472	15.5385	30.9579	158.47251	8.315298	4.854048	2.667581	0.896575	55.35
41.20848	13.02804	17.3949	34.6578	156.92822	7.196364	4.498032	3.25779	0.935326	66.508
41.6844	10.62324	17.7714	32.7285	120.19469	8.419869	4.81224	2.985951	0.927848	51.298
43.587	11.46888	12.73725	28.104	130.08871	7.643889	4.78776	3.407675	0.897381	47.126
42.88932	11.47416	18.18105	28.2228	137.68506	7.084422	4.616208	3.205648	0.917976	59.281
37.33992	9.51852	17.19675	27.6414	122.28247	8.602281	4.5816	3.116306	0.885056	43.791
37.00692	13.18656	15.8556	28.6323	121.69867	7.099083	5.119296	3.55756	0.88766	45.262
39.59136	10.87692	16.36425	31.5921	159.5581	7.607439	4.351008	2.702952	0.908782	55.721
38.32272	9.53436	17.78475	29.8746	135.84887	7.69986	4.888656	3.214979	0.900722	49.147
33.26472	14.5872	18.10185	32.3586	144.28061	8.162046	5.114976	3.164697	0.898156	54.168
31.82184	12.4572	14.3427	24.6288	121.15518	7.546608	4.349568	2.700162	0.842634	36.159
36.10296	9.43404	15.6441	29.7687	154.88214	8.607141	4.983792	3.526839	0.88168	51.632
43.72956	11.79648	16.58235	26.0955	132.1334	8.699562	4.735872	2.718793	0.90701	57.04
33.74064	9.39168	13.04115	33.1116	133.63599	7.288785	4.872816	2.874258	0.874154	38.655
41.38308	12.8166	12.77025	28.3815	155.17543	9.010926	5.424864	3.307142	0.891514	55.333
35.80164	12.25104	15.82245	27.7869	146.82709	9.31014	4.601808	3.488678	0.877513	50.953
32.17068	11.1306	16.41705	24.9327	152.25365	8.959896	5.198544	3.510998	0.851654	48.274
38.98872	11.80704	13.05435	32.385	118.567	7.111233	4.632096	3.284791	0.896681	42.313
35.19936	14.05332	14.4681	24.4173	132.467	7.021242	4.55136	3.485857	0.859912	45.615
33.93072	14.37048	12.2748	33.2835	132.84369	9.071757	4.947744	2.93105	0.879493	44.915
30.99744	10.56504	13.10715	36.5076	148.03778	7.218234	4.378368	2.978511	0.878015	41.784
39.0204	13.82076	13.04775	28.6986	123.20126	7.845822	4.3236	3.536139	0.885693	44.339
31.473	10.40652	12.81645	28.3416	147.74449	7.106373	4.162176	2.679671	0.845673	40.146
38.196	12.96456	13.90005	29.3196	136.64117	8.308008	4.252992	3.124676	0.88668	47.812
42.82596	11.06712	13.12035	34.182	137.85186	7.67313	4.110288	2.846327	0.919412	48.836
35.2152	11.23104	18.2604	31.6716	149.37218	8.50743	4.683984	2.746724	0.899082	53.122
36.91188	11.99208	14.9439	35.6751	134.88838	7.026102	4.302	2.848187	0.909311	47.322
30.25224	9.84096	14.81835	27.0072	154.34004	7.806861	4.129008	3.133976	0.842848	42.393
34.3746	11.49528	16.1463	33.072	136.68287	7.906653	5.0544	3.000862	0.892528	47.71
38.00592	13.63056	13.09395	34.1556	132.5921	7.074702	4.251552	3.413255	0.902453	46.972
41.5098	11.32608	13.97925	25.1706	122.32417	7.006662	5.148096	3.078114	0.88217	44.411
33.23304	11.1834	12.74385	25.131	133.76109	9.083907	4.31208	3.432816	0.841445	38.353
34.803	11.17284	14.23035	29.6235	159.3079	9.249309	5.214432	3.25965	0.87201	51.627
31.61592	12.63684	13.2063	32.8872	152.96255	7.553898	4.08432	3.141416	0.869296	43.824
42.66756	12.27744	18.15465	25.4217	144.57251	7.439607	5.159616	2.95151	0.907449	62.826
34.10532	11.43708	17.32215	26.7561	159.6832	7.935813	4.516752	2.95337	0.871297	53.476
38.9412	10.75008	12.79005	24.6552	134.63818	8.952606	5.455152	3.024143	0.863253	45.866
32.51952	10.70244	12.5589	35.9658	133.84449	9.113148	4.273152	3.25407	0.880103	39.015
32.90004	13.82604	12.0567	32.5569	125.24595	8.098785	4.510992	2.731813	0.870458	38.418
31.85352	9.56088	14.0652	30.8655	122.94967	8.361468	4.242864	3.286651	0.86157	35.739
28.87272	10.83984	13.39785	24.2193	149.54037	8.942805	4.937664	3.301562	0.821609	40.881
35.64324	11.77008	17.61285	29.2668	119.44409	7.784991	4.722864	2.979441	0.889422	44.032
36.27756	11.7648	17.54025	32.2263	148.70498	7.631739	4.190976	3.512858	0.903511	52.845
32.42448	14.59776	13.00155	31.3941	155.46733	8.867394	4.385568	3.293161	0.869272	49.331
38.30688	14.2806	12.843	36.1509	138.35365	7.468767	5.192784	3.184258	0.911544	50.43
29.28492	10.98264	15.8358	26.8353	123.28466	9.144738	5.02704	3.299671	0.844126	37.029
37.27656	10.96668	16.72095	23.6907	128.08433	8.993916	5.04432	3.362043	0.869507	46.095
41.06592	10.5228	13.8339	33.1779	118.4836	9.054747	4.7892	2.95058	0.910218	43.704
31.14036	12.92232	16.62195	33.9441	134.51308	8.371188	5.423424	3.55105	0.886378	47.285
29.95092	11.59044	16.33125	25.2762	121.57218	7.952823	4.263072	3.186118	0.84401	36.036
29.1582	11.24688	17.9433	30.8391	139.10425	7.186644	5.329728	3.160977	0.868761	42.591
42.46128	13.176	14.1642	36.4548	152.46215	8.373618	4.929024	3.163767	0.934306	61.769
42.79428	10.85568	13.00815	35.0541	155.63413	7.281495	5.156736	3.173067	0.922056	55.235
29.22156	13.44552	17.84415	29.5575	122.36587	8.429589	5.126496	3.326672	0.867109	43.222
37.13364	14.42328	16.29825	30.2577	139.81454	9.045027	4.185216	3.152607	0.898538	51.763
28.71432	12.2352	13.72155	25.2234	145.15631	8.196066	4.153536	3.319232	0.828668	40.205
39.16332	10.8504	12.0501	27.0204	119.31899	8.655822	5.172624	3.312722	0.870472	41.29
36.42012	10.80288	14.4747	28.791	156.71972	8.891775	5.326848	2.650841	0.876046	52.33
36.73728	11.92332	18.19425	31.4469	128.41793	7.765551	5.158176	3.482137	0.90537	48.89
31.42548	10.92972	14.4615	26.1087	157.34522	6.984711	4.78488	2.993422	0.844443	44.178
29.55456	13.94232	16.68135	32.4906	135.43048	8.091495	4.918896	2.64895	0.875816	45.746
42.921	9.61368	14.87115	32.1867	143.40352	7.833672	4.940544	3.484927	0.917329	52.055
36.68976	12.46776	14.9901	26.0823	128.58612	9.29313	4.894416	2.803485	0.871565	45.571
38.48148	10.17396	12.6579	25.4613	157.55372	8.967186	4.714224	3.120956	0.862956	50.319
35.42112	10.58616	17.1306	35.4768	123.86846	8.417439	4.215504	2.94314	0.909658	44.324
33.7248	9.62424	14.3295	35.6355	130.88101	7.639029	4.189536	2.758814	0.890124	38.695
39.89268	12.58932	18.0687	27.3243	151.41826	7.244964	4.231344	2.827696	0.90318	61.474
38.7828	11.30496	12.69765	34.2744	153.96474	7.213374	4.248672	3.399305	0.901166	51.334
34.32708	12.0714	13.88685	24.0342	119.06879	8.750673	4.731552	3.24384	0.848335	39.685
28.28628	11.3526	15.09585	23.9814	137.93526	7.646319	4.766112	3.017602	0.826315	38.85
41.11344	10.83456	16.8663	29.1873	120.86328	7.001721	5.04	3.354603	0.907703	47.583
30.3948	11.2416	16.98525	23.5188	144.40571	7.67799	4.196736	3.305282	0.84129	42.182
29.12652	11.48472	14.24355	32.8473	134.80498	6.950691	4.673856	2.763464	0.861299	38.856
31.40964	14.60304	14.25015	31.6185	158.38911	7.653609	4.54704	3.026003	0.871136	50.891
37.99008	14.3916	16.64175	23.9946	153.67284	7.549038	4.483584	3.328532	0.88014	58.202
42.27084	10.7448	11.86515	25.5405	138.10206	8.903925	4.771872	3.355533	0.876889	47.302
35.16768	13.35036	14.57385	32.2131	159.7249	8.446599	4.944864	3.181468	0.888619	54.65
38.83032	12.33036	12.6117	30.1122	142.56952	6.88986	4.594608	3.123746	0.885946	48.509
37.68876	13.15488	13.33185	36.0846	153.83964	7.991784	5.378736	3.494258	0.909039	54.669
33.50268	12.40428	16.70775	33.4554	144.98951	8.400429	5.443584	2.64802	0.894044	51.293
41.58936	13.2288	16.7805	29.6103	118.86029	8.901495	4.875696	2.969211	0.914858	52.979
31.20372	9.65592	16.06695	25.0518	156.09283	8.183916	5.009712	3.199138	0.844137	44.601
37.92636	11.09352	13.98585	31.9755	141.98433	9.195849	5.49696	2.967351	0.893477	49.998
28.1592	12.76896	13.66875	29.2269	158.05551	7.753401	4.916016	3.300601	0.842456	44.271
39.06828	13.65696	17.6724	23.8227	124.78725	8.721513	4.57152	3.224279	0.886876	53.18
33.28056	9.36528	16.09995	30.6276	157.22012	8.50986	4.472064	2.891928	0.875038	46.537
34.73928	14.49732	13.68195	34.7634	128.83632	8.232597	4.136208	3.125606	0.894871	45.161
40.81212	11.82828	18.20745	31.8036	131.6747	7.894422	5.390256	2.961771	0.923975	57.7
31.67928	14.20128	16.27845	29.8083	118.3585	8.546391	4.410096	3.334143	0.873207	42.41
32.93172	13.05444	14.85135	31.3146	133.88619	6.885	4.57008	3.145136	0.876317	44.73
30.14136	12.26688	14.01885	35.3712	144.23891	9.268749	4.596048	2.985021	0.875844	42.655
39.98772	12.7902	12.0039	23.5719	138.97915	7.490637	4.668096	3.052973	0.864024	47.129
29.47536	13.84188	15.76305	25.752	136.55777	7.483347	4.756032	2.676881	0.845645	41.819
41.2722	11.28384	14.6598	27.0864	122.86627	9.261459	4.696944	3.179608	0.89143	45.323
33.61356	13.38216	17.56665	33.3099	143.23672	7.242534	5.50416	3.383464	0.899074	52.847
28.77768	10.70772	16.8069	35.4108	137.60166	8.937945	5.215872	2.859347	0.880002	41.682
28.9044	11.10948	14.7126	25.6728	119.15219	7.982064	5.318208	3.297811	0.833418	35.217
34.43832	13.7838	15.3138	33.8649	130.04701	9.137448	4.280352	3.502628	0.895839	46.629
31.3938	13.27116	17.3817	28.923	138.43705	7.495578	5.465232	2.782095	0.871603	48.854
41.90616	9.94668	14.1048	33.2043	127.16554	7.480917	4.391328	3.519399	0.914316	45.76
30.6486	10.32192	15.228	34.2084	157.17842	7.66341	4.209744	3.274561	0.875887	44.989
37.97388	11.68548	14.88435	30.9183	125.20425	7.023672	4.904496	2.892858	0.894128	44.896
41.98572	12.96984	12.44655	31.83	119.52749	8.838234	4.966464	3.165627	0.906389	44.969
39.74976	9.70356	14.7456	30.0858	142.10943	6.965271	4.914576	3.075324	0.89496	49.176
43.03224	11.86524	14.83815	26.0031	158.26401	8.697132	4.450464	2.972931	0.896424	60.789
41.49396	9.40752	15.9348	30.3105	135.76547	8.962326	4.852608	3.308072	0.907925	49.697
29.39616	12.00792	13.8405	23.6247	133.71939	8.816364	4.992432	2.94407	0.825564	38.356
34.64424	11.84412	17.4675	29.1081	158.93121	8.405289	4.77768	3.388114	0.884065	55.234
29.25324	13.9476	15.08265	23.7963	134.34628	8.103645	4.402896	3.059514	0.834808	39.451
37.05444	14.33868	17.3421	32.1471	119.56919	8.076915	5.195664	3.136766	0.909752	49.05
38.49732	14.39688	11.91135	29.5308	133.01049	7.66098	4.957824	2.850977	0.882897	46.94
43.30152	9.95196	12.5853	31.1166	129.75372	8.118225	5.338368	3.112555	0.905341	46.661
31.74264	12.74256	14.25675	35.8734	135.59867	9.062037	5.26632	2.740183	0.886318	42.639
40.11444	13.98996	17.1042	27.3639	150.29097	8.991486	4.704144	2.694582	0.902778	63.177
43.20648	13.93176	17.90355	32.1999	138.56215	8.843094	4.630608	2.94779	0.937724	63.618
35.56404	9.804	14.0784	30.9975	122.82457	9.032877	4.943424	3.547299	0.878198	39.948
34.47	14.4444	13.71495	36.0186	140.98214	8.663112	4.77912	3.347163	0.89871	49.512
33.804	10.07352	17.19015	28.857	130.29721	8.52201	4.130448	2.698302	0.875677	43.653
33.58188	11.31024	15.0165	33.9573	144.36401	6.90444	4.500912	3.490538	0.887678	46.423
34.50168	9.60312	15.14205	26.5713	140.60684	9.207999	4.658016	3.26616	0.860154	43.432
41.28804	12.01848	14.9373	36.5868	139.68805	7.359336	5.100528	3.022252	0.931538	52.842
38.95704	10.11048	15.5253	30.7731	159.8083	7.70715	4.411536	3.425345	0.898209	54.689
32.67828	10.59144	15.5847	32.94	124.03526	8.427159	5.432064	2.663861	0.88121	39.642
28.3338	10.3854	14.706	32.5302	147.32749	7.167123	4.999632	3.133046	0.857146	41.614
36.81648	11.75952	16.4436	28.7778	145.7415	6.88743	5.251872	3.197278	0.887501	51.582
33.3126	12.53112	11.79915	32.0283	136.39097	8.828514	4.154976	2.94221	0.866967	39.63
42.1758	12.93816	18.2472	24.6816	141.85923	8.388279	4.352448	2.999002	0.904214	61.396
34.2162	14.51844	12.39375	25.1838	132.3002	8.672832	4.737312	3.015742	0.85075	44.124
30.68028	11.2098	14.151	31.4865	135.72377	8.933085	4.506672	3.55942	0.861666	39.866
40.9392	9.43932	17.0976	33.9705	130.00531	7.573338	4.287552	2.988741	0.925428	47.918
32.26608	10.15812	12.2616	28.1172	147.91129	8.860104	5.394576	3.012022	0.845428	41.506
29.34864	14.57124	13.91325	26.6373	143.44522	7.354476	5.150976	3.25035	0.842039	41.971
37.75212	14.0322	14.86455	35.0805	128.50133	7.940673	5.27496	3.534279	0.913156	48.732
32.3136	10.9086	15.9744	30.033	124.07696	7.184214	5.437824	3.416975	0.870089	40.011
43.22232	10.54392	14.89755	25.3557	149.87397	9.120438	5.087568	2.808166	0.892727	55.377
41.6052	13.74684	14.4483	28.8438	120.32118	8.256897	5.076048	3.497978	0.903008	50.23
36.40428	10.45404	16.28505	35.5032	155.00863	8.809074	4.139088	3.143276	0.910189	53.272
31.71096	9.86736	16.31145	35.913	136.30757	7.060122	4.53696	3.051113	0.891395	41.032
31.28292	13.01736	12.18225	28.302	120.06959	8.911215	5.093328	3.058584	0.84625	35.995
43.60284	13.08612	15.80265	26.6637	137.81016	9.152028	4.424496	3.188908	0.907678	58.619
39.00456	9.7722	16.503	23.9418	129.83712	8.972046	5.070288	2.836066	0.874864	46.516
29.52288	12.63156	12.2946	30.2973	156.00943	8.925795	4.917456	3.081834	0.846356	43.754
41.93784	10.91916	16.67475	30.7068	148.07948	7.043112	5.2908	2.742973	0.916562	58.531
40.24152	9.90444	11.90475	33.1647	137.51826	7.135533	4.988112	3.321092	0.89772	46.293
43.53948	12.74784	12.0105	28.0245	151.71016	7.534458	4.767552	3.394655	0.895936	54.222
