A	B	C	D	E11	E22	G12	G23	Mass	Load
40.49496	11.53752	12.67785	29.9934	156.84482	8.908785	4.587408	3.443046	0.891574	53.504
30.3156	11.33664	16.1529	33.5082	120.11129	7.276635	4.219824	2.925439	0.87688	36.323
37.9422	14.44968	14.9637	24.51	123.74336	7.536888	5.28072	3.26058	0.874827	46.114
31.79016	9.64008	12.5787	35.358	154.13154	7.870122	5.03568	2.95988	0.873382	43.094
38.89368	11.08296	11.9313	32.6757	129.00312	9.28341	4.660896	3.382534	0.891661	44.279
43.41276	13.48248	14.30955	32.9268	147.03559	7.133103	4.238544	2.93384	0.925463	60.025
36.531	9.72996	14.60685	36.2697	144.53081	7.568478	4.880016	3.239159	0.905909	48.706
38.29104	11.21508	11.87835	25.2366	145.4913	8.295777	4.216944	3.229859	0.859682	46.427
29.53872	10.86108	18.0555	29.544	134.17948	8.135235	5.152416	2.735533	0.865132	41.168
34.00992	9.6348	13.92645	32.9532	133.05219	9.254169	4.926144	3.086515	0.878689	39.883
38.24352	12.81132	17.48085	26.4654	147.78619	8.53416	4.1016	3.430026	0.890806	55.01
30.93408	13.02276	14.20395	28.8834	151.12636	6.91173	4.34376	2.774655	0.855594	43.253
30.41064	12.24576	14.91735	27.8793	152.92085	7.266915	5.489712	3.067884	0.851171	44.574
36.75312	12.46248	12.75045	28.3284	140.39834	8.086635	5.008272	3.212189	0.870985	47.441
31.69512	13.40856	16.95885	36.3093	132.92709	9.003636	4.371168	3.101395	0.90027	47.499
37.81548	12.32508	18.10845	29.28	154.79874	7.517448	5.311008	3.529629	0.901679	58.143
37.59336	10.57032	15.41295	34.9218	153.71454	6.953121	4.33656	3.057654	0.909312	52.607
43.7616	11.27856	17.1108	31.698	149.83227	8.694702	4.525392	2.799765	0.930612	63.201
29.26908	11.36316	11.7264	25.6596	135.68207	8.385849	4.441824	3.006442	0.822684	36.586
32.56704	13.83132	17.87715	29.5839	156.13453	7.502868	4.5384	3.408605	0.882218	55.115
43.82496	12.52056	14.6268	32.874	135.51388	8.794494	4.711344	2.974791	0.926849	57.147
37.76796	13.79964	13.67535	35.8071	157.59542	7.369056	4.518192	3.216839	0.910689	55.036
40.13028	12.16116	11.766	31.7112	135.38878	9.203139	5.012592	2.830486	0.893909	47.509
41.14512	11.57976	16.91265	25.2894	151.62676	8.101215	4.620528	2.63965	0.893963	58.674
30.94992	9.57672	12.6315	24.9855	127.08214	8.719083	4.885776	3.217769	0.828114	35.359
31.17204	11.60628	15.43935	31.2354	126.83194	9.28098	5.482512	3.014812	0.868786	39.575
40.8438	13.01208	14.56065	34.1424	138.14376	9.188478	4.78344	3.486787	0.919697	52.675
30.63276	10.01532	17.6328	23.6643	139.31275	8.923365	4.996752	3.160047	0.843471	41.524
41.62104	13.9212	16.39065	26.9808	146.4504	9.31257	5.27352	3.213119	0.904562	63.327
35.9604	10.4382	12.3342	24.2193	139.60465	7.843392	4.930464	3.459817	0.846462	40.809
42.96852	11.38428	12.20865	32.1339	148.24628	8.171766	5.227392	3.461677	0.908359	52.772
38.862	12.48888	13.02135	27.6546	118.2751	8.035524	5.103408	2.94872	0.878511	42.599
39.1158	13.00152	12.5721	35.6223	144.86441	8.081775	4.126128	3.091165	0.909804	50.519
40.22568	13.8102	16.87965	27.7605	129.79542	8.986626	4.247184	2.747654	0.903455	55.066
31.9806	13.46664	14.1246	35.6883	119.86109	7.223094	4.585968	2.905909	0.887085	39.34
33.36012	12.55236	15.5913	31.5657	158.13891	6.960411	4.764672	3.193558	0.881453	52.529
40.25736	14.01636	11.81895	26.2938	144.78101	8.799354	5.250432	2.960841	0.877008	51.039
43.31736	13.72032	16.2123	26.0427	140.81534	7.169634	4.431696	3.069744	0.907077	60.043
43.80912	12.82188	13.1667	31.1694	137.30976	7.831242	5.323968	3.093955	0.914343	55.856
40.89168	10.98792	11.85195	36.2829	126.20644	8.072055	4.871328	3.26244	0.914234	44.815
29.79252	10.01004	13.28565	26.1219	121.19688	8.120655	4.531152	2.769974	0.831136	33.841
36.43596	13.30284	13.39125	31.5129	120.15299	9.210429	4.404336	2.849117	0.886166	42.633
42.93684	9.8568	15.8292	36.0054	132.3419	8.787123	4.487904	2.877048	0.937307	51.173
35.2944	12.41484	12.9552	32.9004	149.16368	9.035307	4.607568	2.63872	0.883544	49.084
35.50068	12.1824	11.9907	34.7106	143.48692	7.72902	4.845408	3.002722	0.887204	45.591
31.806	10.55976	11.83215	30.2445	128.87802	9.108207	5.27928	3.337863	0.850726	37.166
31.55256	12.83244	16.569	23.4792	125.70465	8.040384	4.979472	3.200998	0.847358	43.022
35.18352	12.27216	18.2736	27.9453	142.86142	8.057394	5.067408	3.066954	0.885934	52.09
29.745	12.85356	12.12285	25.8048	151.25146	8.305578	5.074608	2.717863	0.829629	41.958
40.62204	13.65168	17.4477	24.2589	126.62344	7.154973	4.782	3.370444	0.894107	55.043
42.6834	13.51428	17.7582	33.0588	142.48612	8.879625	4.229904	3.406745	0.93756	63.747
43.74576	11.01432	15.73665	25.5933	139.93964	8.826084	5.315328	3.429096	0.900208	58.012
43.65036	10.11576	17.7318	33.1515	145.2828	8.363898	5.205744	3.097675	0.937079	62.324
30.44268	13.61988	12.8298	33.3627	122.74117	8.191206	5.29224	2.725303	0.866136	37.456
29.88756	13.03332	16.00095	24.9723	149.66547	6.974991	4.725744	3.25593	0.843876	44.537
32.94792	14.41272	16.88625	34.0497	129.46182	9.059607	4.982352	3.357393	0.897933	48.552
40.28904	10.824	16.97865	28.7382	149.70717	9.142308	5.491152	3.074394	0.902885	55.613
35.81748	10.39596	17.745	35.3184	130.79761	8.573121	4.900176	2.677811	0.91307	47.623
38.529	9.7458	17.24955	28.17	126.49834	6.928821	4.610448	2.884488	0.892753	45.351
28.76184	11.87052	17.3883	30.6408	126.45664	8.582841	4.365408	3.499838	0.864872	38.655
32.7258	14.31756	17.83095	35.7279	133.46919	7.434747	4.473504	3.345303	0.907421	49.681
33.2964	11.41068	14.6796	33.2967	159.433	7.962543	5.403264	2.997142	0.882523	49.91
31.01328	14.48676	15.8952	28.9362	123.53486	7.463907	5.135136	2.976651	0.865968	43.634
43.1748	13.19712	16.35765	26.505	155.30053	7.240104	5.06304	3.344373	0.907822	65.714
32.3928	11.39484	11.9577	31.9488	133.26069	6.91416	5.094768	3.142346	0.861737	38.514
34.07364	13.87896	14.60025	26.5581	157.93041	8.52687	5.380176	3.379744	0.863303	53.642
41.47812	10.08408	13.8141	36.2169	126.87364	7.558758	4.758912	2.832346	0.923701	45.96
35.84952	12.68976	17.1702	33.3363	121.94887	7.738821	5.25768	2.64988	0.905907	46.201
34.27956	9.3864	14.4153	29.3988	138.52045	7.979634	5.139456	3.25686	0.867185	41.057
33.138	10.66548	14.0718	29.901	158.97291	8.164476	4.718544	3.194488	0.864643	45.682
33.15384	14.12736	14.6334	29.6631	147.45259	7.947963	4.165056	3.540789	0.871793	49.322
29.36448	11.36844	17.4543	33.2175	132.2585	9.081477	4.338	2.759744	0.877241	40.281
42.69924	13.23408	15.2874	31.9356	138.77065	7.819092	4.144848	3.446766	0.922297	57.79
32.472	11.0724	15.9612	26.3862	154.71534	8.762823	4.250112	2.64709	0.856556	47.042
28.12752	13.20768	13.40445	32.7681	133.92789	8.984196	5.331168	3.172137	0.855765	39.714
41.36724	13.27644	13.61595	27.8133	147.61939	9.30285	4.698384	2.729023	0.893669	53.429
29.85588	9.80928	12.0237	30.7332	147.95299	8.711793	4.675296	2.918929	0.844227	39.575
33.40764	13.50372	18.3	29.0685	151.29316	8.590131	4.418736	3.054864	0.885007	54.243
39.67056	12.06612	16.1331	36.5736	136.01567	8.701992	4.348128	3.208438	0.929761	50.933
32.6466	14.0586	17.81775	28.9629	153.50465	8.281197	5.02992	2.742043	0.880341	54.918
31.6476	13.35564	16.2651	32.9796	157.67882	7.556328	4.584528	2.64337	0.883881	52.667
31.45716	14.24892	15.2808	32.1603	119.94449	8.869905	5.0472	2.963631	0.877181	42.617
30.29976	11.51112	17.7054	26.3598	133.42749	6.970131	4.447584	3.033443	0.85537	42.286
42.77844	13.73088	16.04055	29.2932	149.49867	8.176626	4.208304	2.851907	0.916425	62.729
28.61892	11.74896	16.2717	34.671	147.57769	7.398216	5.410464	2.810956	0.87542	43.892
35.23104	9.5238	13.497	24.4305	152.16886	7.279065	5.244672	3.187978	0.847657	43.416
32.37696	12.5682	12.49275	25.884	122.07397	8.774973	4.606128	2.673161	0.842122	35.939
35.73828	12.66864	16.08675	26.3202	146.1168	7.033392	4.118928	3.447696	0.873458	49.91
30.28392	12.03432	15.849	35.2656	126.08134	6.9093	5.080368	3.111625	0.883463	38.972
37.26072	11.64852	14.3757	23.466	131.4662	7.595289	4.199616	3.332252	0.859889	44.336
29.17404	12.87996	14.052	24.5364	130.54741	7.437177	5.06016	3.544509	0.83065	38.015
34.04196	11.2944	13.2459	32.2926	159.4747	7.179354	4.77624	2.823976	0.875422	46.51
30.69612	13.6992	14.3625	26.5446	143.98871	9.266319	4.31784	3.162837	0.847574	42.853
32.83668	14.10624	16.11975	33.2439	155.09203	7.507728	5.361456	2.893788	0.89056	54.567
41.16096	9.68772	14.4285	30.8127	149.08028	9.069327	4.398576	3.023213	0.902514	51.64
42.14412	13.26588	14.27655	33.7458	122.61607	7.371486	4.355328	2.696442	0.922825	49.894
41.24052	10.37472	17.21655	35.3976	150.04077	8.811504	4.825248	3.480277	0.934116	58.139
29.8242	13.46136	16.437	33.5874	158.55591	7.840962	5.178384	3.417905	0.879437	51.334
37.08612	10.5756	14.23695	31.5393	157.30352	7.103943	5.107728	3.455136	0.88852	52.657
42.44544	10.64436	15.9546	29.5971	142.73632	7.210944	4.124688	2.93849	0.910839	53.859
35.91288	11.70144	14.9307	29.0553	143.90531	7.877412	4.10304	2.755094	0.878254	48.04
38.10096	11.49	12.21525	25.4349	131.29801	7.967403	4.363968	2.683422	0.861548	43.052
39.36924	10.89804	13.4574	34.5255	122.49097	8.884485	5.460912	3.220559	0.907356	44.996
40.05108	10.6338	13.7679	35.7939	158.68101	8.283627	4.829568	3.414185	0.916376	55.294
28.84104	11.712	16.1727	35.2257	130.25551	9.122868	4.908816	3.393694	0.878122	39.89
28.19088	10.04712	14.90415	28.8702	138.01866	8.616861	4.268832	2.986881	0.842206	38.456
31.18788	13.6728	17.25615	30.8919	119.90279	9.169038	4.362528	2.865857	0.878508	43.167
42.5088	12.3462	11.84535	33.2307	157.84701	7.592859	4.535472	3.011092	0.910632	54.71
30.60108	14.57652	14.48805	25.4877	154.29834	8.271477	4.640736	3.295951	0.845543	48.128
31.9014	12.04488	13.64235	29.4252	125.66295	7.909083	4.754592	3.039953	0.857787	37.516
37.51416	13.51956	16.60215	24.0474	155.71753	8.779833	4.176576	2.93663	0.876291	54.872
35.53236	11.94984	13.58295	36.1905	132.2168	7.313085	4.995312	3.427236	0.899709	45.728
40.33656	12.84828	12.77685	29.0949	127.95923	7.004151	5.420544	2.748584	0.889922	46.31
41.65272	13.88952	16.41045	25.0782	132.5087	8.461179	5.4984	3.403955	0.897603	58.398
34.2954	11.9868	14.3955	31.896	118.5253	9.130158	4.656576	3.26988	0.88079	41.252
37.89468	12.47832	11.9511	33.0324	148.12118	6.982281	5.207184	3.381604	0.890929	50.274
41.12928	13.44024	16.68795	24.8667	157.88871	8.935515	4.665216	3.340653	0.89486	65.159
31.26708	12.11364	18.12165	28.5927	138.39535	9.171468	5.04144	3.358323	0.870941	48.589
41.77944	9.915	12.68445	24.8931	121.61388	8.149896	4.54416	3.009232	0.874406	41.877
30.50604	14.12208	13.2129	27.4431	143.82052	7.072272	4.281792	3.276421	0.846102	41.217
35.6274	11.07768	12.2814	28.6191	120.57138	8.293347	4.519632	3.493328	0.863121	37.074
38.90952	9.4446	13.64895	30.6936	139.06255	7.938243	4.502352	2.675951	0.888876	46.233
39.08412	11.0196	16.37745	24.6948	123.65996	9.118008	4.232784	2.814676	0.879682	44.462
31.58424	10.22676	16.93905	23.4528	140.64854	8.704422	4.198176	2.93942	0.844094	41.517
32.61492	10.8822	17.50065	28.9761	153.21275	6.938541	4.290432	3.173997	0.873595	50.028
35.7858	14.53428	18.20085	26.1351	132.0917	7.972263	5.116416	3.303422	0.885565	52.07
43.14312	12.66336	14.32275	27.9849	136.89137	8.806644	5.344128	2.767184	0.903758	56.288
28.80936	13.38744	13.1469	31.3278	133.09389	7.804431	4.489392	3.538929	0.852216	38.596
31.77432	12.42552	12.69105	27.7338	155.42563	8.733663	4.5528	3.525909	0.847259	44.11
39.30588	12.8694	13.91985	33.8121	142.94482	7.71201	5.468112	2.656421	0.908936	51.918
35.35776	10.1634	16.63515	36.1641	131.5913	7.930953	4.441824	3.436536	0.909589	46.375
31.91724	12.77952	12.15585	24.576	149.62377	7.750971	5.197104	3.469117	0.834192	42.573
39.14748	10.25316	16.00755	35.2389	136.59947	7.72173	5.370096	2.686212	0.919328	50.225
