A	B	C	D	MeanLoad	MeanMass	ReliableLoad	SDLoad
28.80457764	14.39426425	17.07020124	24.00142684	46.62195336	0.843103406	40.78410204	1.945965367
43.19827361	9.683244621	16.42248642	24.00791853	55.12046396	0.892231946	48.81016836	2.103447999
43.19904851	9.700479888	15.8975593	24.00199989	54.30760171	0.8900363	48.0146385	2.097670492
32.73560418	14.4095451	17.07315323	24.00558237	51.53529509	0.859693974	45.2046094	2.11024475
43.19933798	9.618533488	12.13688089	24.00623576	49.06239229	0.874005436	43.277179	1.928419219
28.80511033	14.39999927	16.88793848	24.00360808	46.35448159	0.842348439	40.53492554	1.939866895
28.81313885	14.40651161	16.71738229	24.0382336	46.12235394	0.841801502	40.31377307	1.936208472
28.81209977	9.677952955	12.37920437	24.01596421	37.33370248	0.814744152	32.29460812	1.679711003
28.80775086	14.41388841	17.14628443	24.00368808	46.76678902	0.843485518	40.91798084	1.949617678
43.19642044	9.608087976	12.14289759	24.00875785	49.0533419	0.874009286	43.26919878	1.928062492
43.19827737	9.618533488	12.13688089	24.00399505	49.06009317	0.873992658	43.27475563	1.928460636
33.52682234	14.41364486	17.19532833	24.01734708	52.78625258	0.863607587	46.34835107	2.145983625
43.05388776	9.603803902	12.03764128	24.01669552	48.72227897	0.873077587	42.91249822	1.936608436
28.80404698	9.604264708	12.36786903	24.01478507	37.28843743	0.814522963	32.25225135	1.678741569
43.19827737	9.618533488	17.14739905	24.00271726	56.22391877	0.895181352	49.86444368	2.119841287
32.05289584	14.39876268	17.13100954	24.00309481	50.72089503	0.857044593	44.45591981	2.088341089
43.19642044	9.60700405	16.35387816	24.01605164	54.88870479	0.891830085	48.59425977	2.098164432
28.80094289	14.12054913	12.0349034	24.01545794	40.21374417	0.821550615	34.87994733	1.777945913
32.02151838	14.39858719	17.25818072	24.00137129	50.89718663	0.857454904	44.61431236	2.094307485
31.79736021	14.39443974	17.14628443	24.00374365	50.40346357	0.856032607	44.16402924	2.079827393
28.81219704	14.39618037	12.22015951	24.00573329	40.55843334	0.822786002	35.24172231	1.772250601
43.19827361	9.624072852	16.42248642	24.00791853	55.02735055	0.892125103	48.72750706	2.099963937
28.80511033	14.39999927	16.88793848	24.00360808	46.35448159	0.842348439	40.53492554	1.939866895
43.19982376	9.718845251	12.69267674	24.08760703	49.80177944	0.876767594	43.97971206	1.94070401
34.5102844	14.4144214	17.18963724	24.05895614	54.0239591	0.867907357	47.4711041	2.184301753
28.804097	14.40717787	12.27021744	24.04145609	40.60762995	0.823101204	35.29435656	1.771104711
43.19812317	9.609917054	16.35387816	24.01605164	54.89638461	0.891841844	48.60162572	2.098269055
33.08570333	14.41387732	17.19532833	24.0387903	52.21882631	0.861824892	45.8302441	2.129543734
43.19966409	9.699740695	15.8975593	24.00183195	54.30755714	0.890036651	48.01479535	2.097603351
43.19972852	9.876852935	12.68894435	24.66443011	50.1198832	0.879294223	44.26985554	1.950024175
32.05289584	14.39876268	17.13100954	24.01250097	50.72246187	0.857079341	44.45747928	2.088343546
33.08570333	14.41497591	17.19532833	24.04131458	52.22083131	0.86183613	45.83217883	2.129567158
28.82884326	14.24451092	16.55078008	24.00047474	45.69320102	0.840739301	39.89546053	1.932594985
28.8009041	14.40843839	12.65712694	24.83417862	41.07044715	0.827595572	35.75365919	1.772276243
28.81219704	14.39618037	12.23486566	24.00573329	40.57096111	0.822844371	35.25462484	1.77212568
28.80514175	10.56020097	12.66127017	24.03458233	37.94124227	0.817476884	32.85689866	1.694794201
28.81313885	14.40720232	17.16200318	24.0382336	46.79347017	0.84369164	40.94192132	1.950531242
28.80416795	9.646199471	12.2228802	24.0071138	37.26414738	0.813994626	32.21631689	1.682623068
43.19963741	9.684073439	16.80104598	24.00033946	55.7462022	0.893810803	49.41343957	2.110937064
34.5525516	14.4146518	17.24176953	24.00368808	54.16334684	0.868108686	47.59590719	2.189163337
28.80511033	14.39999927	16.88793848	24.00150434	46.35415961	0.842340681	40.53458972	1.939871507
43.19972852	9.876852935	12.68894435	24.66443011	50.1198832	0.879294223	44.26985554	1.950024175
43.19992266	9.610800031	12.69267674	24.06601821	49.67488501	0.876490347	43.8664162	1.936171121
35.04167328	14.41545078	17.3587726	24.13594466	55.00600055	0.871192311	48.35127399	2.218259199
28.80511509	10.6593867	12.66127017	24.15053653	38.02491488	0.818092348	32.93583122	1.696374229
32.18055993	14.39417686	17.1323729	24.00155056	50.88516937	0.85757285	44.60646083	2.092918898
28.80457764	14.41814634	17.0891903	24.00079003	46.68069827	0.843224178	40.83979114	1.946983974
43.19642044	9.60700405	16.26035268	24.00729913	54.73642985	0.891402317	48.44575659	2.096907167
43.19642044	9.60700405	16.20691895	24.0029611	54.65001872	0.891160696	48.3613774	2.09622985
32.6165493	14.4095451	17.07315323	24.00558237	51.37934758	0.859192971	45.06154349	2.105950847
28.81035903	14.37750139	16.80712264	24.00017745	46.21126098	0.841976613	40.39776879	1.937845594
43.10023491	9.601423111	12.03766013	24.02855145	48.79514528	0.873295928	42.99136465	1.934608379
34.79723872	14.4144214	17.21503039	24.05235944	54.42160919	0.869213788	47.82863886	2.19767363
31.89390772	14.41449033	17.27402801	24.00558237	50.77802361	0.857031168	44.50526472	2.090935665
35.01224942	14.41668236	17.26889583	24.00020997	54.77764263	0.870174566	48.14717772	2.210171921
28.80626969	14.41834713	12.19095868	24.00617303	40.54387567	0.822685421	35.2279424	1.771991348
28.80457764	14.39426425	17.07020124	24.00124831	46.62192597	0.843102748	40.78407359	1.945965716
28.81186623	14.38277875	16.80590003	24.00016568	46.21742311	0.841987141	40.40360434	1.937954453
28.80860466	14.39849879	12.24692972	24.01691573	40.58168443	0.822922246	35.26648713	1.771746019
43.19963741	9.68831797	16.80104598	24.00033946	55.75308338	0.893818427	49.41954345	2.111196167
43.19827737	9.614710948	17.14471869	24.0027906	56.21299072	0.895163088	49.85461742	2.119474021
28.81212473	14.39618037	12.22015951	24.00051915	40.55761873	0.822766534	35.24078832	1.772290395
28.81219704	14.39618037	12.22015951	24.00573329	40.55843334	0.822786002	35.24172231	1.772250601
28.80492507	9.989182796	12.42083501	24.05893872	37.51233698	0.815607803	32.46379304	1.682860887
28.80627422	14.41785837	12.42466495	24.02803222	40.75222867	0.823700001	35.43620057	1.772022955
32.79612505	14.41368551	17.29117536	24.01730966	52.00527143	0.860939977	45.63089761	2.124807569
28.80186947	14.4191923	17.2924702	24.62856971	47.08537456	0.846417392	41.21588386	1.956511902
43.19912484	14.41800272	12.65704423	24.61327131	56.13660747	0.886952979	49.62325011	2.171135771
34.5102844	14.4144214	17.18963724	24.01392604	54.01604603	0.867740753	47.46346443	2.184210619
28.80454283	14.40980078	12.52765838	24.10530213	40.85213217	0.824381462	35.53209685	1.773358709
28.80784203	10.17062622	12.42403625	24.00025493	37.6010324	0.815722502	32.54238003	1.68623039
28.80457764	14.39664468	17.07020124	24.00122516	46.62489825	0.843106854	40.78697046	1.945990852
34.79723872	14.4144214	17.21503039	24.05235944	54.42160919	0.869213788	47.82863886	2.19767363
28.806093	10.17062622	12.41850025	24.00025493	37.59773911	0.815692751	32.53918439	1.686197837
32.73560418	14.4095451	17.07315323	24.00558237	51.53529509	0.859693974	45.2046094	2.11024475
28.80860466	14.39776061	12.24692972	24.01691573	40.5811911	0.822920959	35.26596577	1.771755363
34.79723872	14.4144214	17.21503039	24.05235944	54.42160919	0.869213788	47.82863886	2.19767363
43.19827737	9.618533488	16.02915891	24.0027906	54.3893553	0.890441416	48.10523151	2.094723993
43.19935228	9.601469663	16.38167338	24.02416865	54.9323412	0.891980006	48.63786553	2.09817465
28.80860466	14.39849879	12.24692972	24.00958715	40.58062007	0.822895309	35.26524152	1.771806437
43.05388776	9.605446079	12.03764128	24.01669552	48.72398147	0.873080557	42.91401804	1.93666933
28.82884326	14.24451092	16.55078008	24.00050942	45.69320638	0.840739429	39.89546616	1.932594896
43.19912484	14.41902488	12.55084587	24.00337202	55.83517844	0.884244968	49.34418676	2.163680488
43.19827737	9.618533488	16.02915891	24.00063545	54.38877877	0.890432955	48.10470775	2.094706404
28.80164618	14.31396581	16.48125407	24.09108182	45.66435999	0.840792905	39.87200398	1.930800144
28.80106022	9.700332175	12.09795322	24.00027546	37.25409611	0.813564566	32.18990979	1.688075052
28.81186623	14.38277875	16.80590003	24.00016568	46.21742311	0.841987141	40.40360434	1.937954453
32.02151838	14.39821098	17.24903618	24.00137129	50.88086716	0.857414646	44.5996863	2.093743009
43.19902519	9.618263772	12.13688089	24.00399505	49.06101703	0.873994995	43.27581236	1.928416346
33.64936657	14.4191923	17.2924702	24.04238897	53.13202067	0.864648955	46.66128804	2.15692742
43.19955563	9.625807621	12.36104612	24.01634568	49.30605746	0.87495793	43.52200217	1.928033216
43.19648823	9.627523207	16.20691895	24.0029611	54.68185906	0.891198256	48.38968826	2.097406351
43.19827737	9.612751787	12.13688089	24.00399505	49.0539918	0.873982224	43.26931269	1.928241156
43.19901214	9.617618027	12.13776861	24.00399505	49.06120382	0.873997299	43.27611647	1.928377241
34.79723872	14.4144214	17.21503039	24.05235944	54.42160919	0.869213788	47.82863886	2.19767363
43.19857417	9.652626931	16.55068629	24.0019258	55.28001574	0.892695205	48.96921349	2.103616883
43.19982674	9.717388483	12.71399876	24.45821269	49.91936643	0.87831056	44.08975714	1.943218
28.80148912	9.640478656	12.09795322	24.00565266	37.22757119	0.813476763	32.16525418	1.687451944
32.79612505	14.41368551	17.29117536	24.01730966	52.00527143	0.860939977	45.63089761	2.124807569
32.36525437	14.41675318	17.2211655	24.00256111	51.3145438	0.858774717	45.00010772	2.104828166
28.80457764	14.39426425	17.07020124	24.00124831	46.62192597	0.843102748	40.78407359	1.945965716
28.80860466	14.39849879	12.24692972	24.01691573	40.58168443	0.822922246	35.26648713	1.771746019
28.80423735	10.82096375	12.64101903	24.74457621	38.22195607	0.820577421	33.13113495	1.696953387
28.80639317	14.41818966	12.5211688	25.62613079	41.04396169	0.830044517	35.75041541	1.764528961
34.79723872	14.41872788	17.26633501	24.00640806	54.51604256	0.869273692	47.91309841	2.200998261
28.80784203	14.39216678	12.42403625	24.00025493	40.73116954	0.823557292	35.41333627	1.772624683
43.19963741	9.678863405	17.18672522	24.00481609	56.39526456	0.895474224	50.01858964	2.125574608
32.11320623	14.40946662	17.20633543	24.01734708	50.94720746	0.857693665	44.66300671	2.09474965
28.80860466	14.39849879	12.24692972	24.01281121	40.58108849	0.822907159	35.26578975	1.771779836
43.19998145	9.613879227	12.0123417	24.00957427	48.93736327	0.873522733	43.14308148	1.931442078
28.80106022	9.700332175	12.037524	24.00027546	37.24009995	0.813330046	32.16643575	1.69123437
43.19982674	9.673933112	12.71399876	24.9750108	49.99648315	0.880280397	44.1633289	1.94439966
28.80006294	9.610276213	12.15386251	24.01528309	37.22819165	0.813670421	32.17457834	1.684550688
31.98785132	14.41950857	17.21871158	24.00218252	50.81382489	0.857182231	44.54059751	2.09109183
32.89104431	14.41368551	17.26511212	24.02800371	52.08573404	0.861266191	45.70596381	2.126606388
43.19984868	9.717388483	12.71399876	24.45596945	49.91884378	0.878301799	44.08927173	1.943205585
28.80081608	9.700332175	12.18725646	24.00027546	37.27693753	0.813913223	32.22401907	1.684319069
32.79612505	14.41368551	17.29117536	24.01730966	52.00527143	0.860939977	45.63089761	2.124807569
43.19857417	9.621180784	16.55068629	24.0019258	55.23007199	0.89263822	48.92486588	2.101751489
28.80423735	10.79381689	12.64030829	24.74457621	38.20425231	0.820528993	33.115436	1.696285113
35.29358293	14.40952858	17.25512237	24.00277776	55.07828103	0.871312296	48.41484821	2.221161311
43.19857417	9.652626931	16.55068629	24.00013143	55.27953489	0.892688161	48.96878017	2.103601041
28.8015166	14.41771836	12.51285019	24.21380389	40.85666286	0.824721847	35.54080521	1.77196614
28.81528186	14.41106798	12.64356345	26.69625594	41.27437527	0.834620743	35.979074	1.765113958
28.80784203	14.39216678	12.42403625	24.00097733	40.73127497	0.823559947	35.41345915	1.772618868
43.05388776	9.600834263	12.03764128	24.01561047	48.71891821	0.873067965	42.90947699	1.93649526
28.80186947	14.4191923	17.2924702	24.62856971	47.08537456	0.846417392	41.21588386	1.956511902
43.19669516	9.60700405	16.2260664	24.0029611	54.6810359	0.891242203	48.3917434	2.096446908
28.80101298	14.41905672	12.51662758	26.41361863	41.11840514	0.832979731	35.83484022	1.761201815
43.03794315	9.605446079	12.01393096	24.03826538	48.68233988	0.873011675	42.86786714	1.938172444
33.51741194	14.41925268	17.2924702	24.00089187	52.95491919	0.863937632	46.49947619	2.151830835
28.80464118	14.40688102	16.9447205	24.03419808	46.45243846	0.842712219	40.62785123	1.941543968
43.10100885	9.640785689	12.01444588	24.01528309	48.81151863	0.873227086	43.00125527	1.936769306
28.80485751	14.4191923	12.46410863	24.58486632	40.86501612	0.825913495	35.55926438	1.768597479
32.8088673	14.41102407	17.07315323	24.00558237	51.63316632	0.860004981	45.29445128	2.112921216
32.73560418	14.40561905	17.07315323	24.00557986	51.52976687	0.85968714	45.19929058	2.110174946
28.80018876	14.41965165	17.34962352	25.26057011	47.25693236	0.849026175	41.37530837	1.960556367
32.73560418	14.41715366	17.25016881	24.00558237	51.85583527	0.860469941	45.49581231	2.12002391
28.80062841	14.35889919	16.28814416	24.03257159	45.43230849	0.839845818	39.64449477	1.929286038
42.79824285	9.601649668	12.0380878	24.00034746	48.33354848	0.872032354	42.49539783	1.946065141
28.80639317	14.41818966	12.52536688	25.465094	41.02992812	0.829456088	35.73397892	1.76532994
28.80006294	9.640785689	12.16747989	24.01528309	37.24600519	0.813780661	32.19311067	1.68431109
43.19955563	9.625807621	12.36104612	24.00393935	49.30281661	0.874909345	43.51888687	1.927991364
43.19958502	14.4177896	12.69933664	25.30134361	56.33601468	0.889716452	49.80613808	2.176642228
28.80640769	14.41818966	12.5211688	25.38201953	41.0165101	0.829127046	35.71974665	1.765601355
28.80456311	14.39426425	17.07020124	24.00070544	46.62182776	0.843100684	40.78397471	1.945965941
28.81186623	14.39749172	16.80590003	24.00016568	46.2353717	0.842013073	40.42113359	1.938094232
28.80464118	14.40688102	16.9447205	24.03419808	46.45243846	0.842712219	40.62785123	1.941543968
33.45486537	14.41989832	17.2116577	24.00089187	52.72916191	0.863324063	46.29620538	2.144335289
43.19936346	9.652626931	16.55068629	24.0019258	55.28147548	0.892698197	48.97076207	2.103587268
43.1999296	14.41674628	17.2211655	24.00604978	65.38431013	0.904168458	57.99483614	2.463176888
28.80004561	14.25625544	12.01444588	24.01528309	40.29098304	0.821715087	34.95744647	1.777859157
28.80186947	14.4191923	17.2924702	24.62856971	47.08537456	0.846417392	41.21588386	1.956511902
33.51741194	14.41925268	17.2924702	24.00089187	52.95491919	0.863937632	46.49947619	2.151830835
28.80300124	14.40949538	12.76704295	26.73807949	41.39023656	0.835236088	36.08189571	1.769460517
28.80006294	9.677767076	12.4207749	24.01528309	37.34037831	0.814857053	32.30416269	1.678751414
28.80654067	14.41818966	12.64909217	25.57535009	41.16157103	0.830378795	35.85569999	1.768637242
28.81130348	14.40976188	12.75135623	26.73807949	41.38134862	0.835206599	36.07384541	1.769181302
43.19774131	9.60700405	16.29112585	24.0029611	54.78691865	0.891519678	48.49537086	2.097198678
43.19995981	9.6287433	12.64678986	24.00605866	49.62614013	0.8760972	43.82142547	1.934919727
31.35726752	14.41675318	17.2211655	24.00128103	49.97976175	0.854539313	43.77551729	2.068097347
28.80035114	14.41967135	17.34962352	25.3051469	47.26266482	0.849194607	41.3808017	1.960636079
32.42273671	14.41675318	17.19671518	24.03120608	51.35282962	0.859016571	45.03634779	2.105510092
43.1995444	9.615974088	12.45046934	24.01353418	49.39184259	0.875293234	43.60504798	1.92894633
35.29358293	14.40952858	17.25512237	24.05573177	55.08777502	0.871508282	48.42392919	2.221298978
28.80860466	14.39849879	12.24692972	24.0024064	40.57957575	0.82286892	35.26401911	1.771865802
43.1998654	9.725525663	12.72753733	24.42276611	49.93580864	0.878241709	44.10398898	1.943954795
28.81000295	14.41824928	17.20034398	24.01734708	46.86026098	0.843785469	41.00317433	1.952377191
43.19955563	9.6076686	16.70183157	24.00190612	55.45838401	0.893256906	49.14675737	2.103891681
28.80626444	14.41916379	12.50686278	24.06737439	40.83499236	0.824180601	35.51557545	1.773152566
43.06908832	9.603088574	12.01393096	24.03826538	48.7281036	0.87312592	42.91775112	1.936799015
43.19935228	9.601469663	16.38167338	24.00013658	54.92590041	0.891885596	48.63204948	2.097966401
43.03794315	9.604470904	12.01393096	24.03826538	48.68133254	0.873009913	42.86696784	1.93813643
31.99310343	14.41687177	17.04642789	24.00012609	50.52281423	0.856451422	44.27539485	2.082489098
28.80637555	14.41661209	12.52620937	24.74457621	40.94319859	0.826761985	35.63607808	1.769053735
43.10100885	9.640785689	12.01444588	24.01528309	48.81151863	0.873227086	43.00125527	1.936769306
28.80101298	14.41905672	12.51662758	25.84364059	41.0596288	0.830824177	35.76991684	1.763250843
35.01224942	14.41689706	17.26889583	24.00020997	54.77796946	0.870174937	48.14748986	2.210176819
43.19984069	9.629456368	15.93007055	24.00017331	54.25220416	0.890040802	47.97014706	2.094035093
28.80628388	14.41818299	12.43155325	24.00412308	40.75529619	0.823640605	35.43841528	1.772307229
34.1192606	14.4191923	17.29192301	24.04238897	53.72944186	0.866637126	47.20385279	2.175213038
43.19995981	9.897859896	12.64389028	24.05117965	49.9372803	0.876734831	44.09850243	1.946274216
31.35726752	14.41675318	17.2211655	24.00128103	49.97976175	0.854539313	43.77551729	2.068097347
28.81027912	14.06815385	12.05769836	24.00677579	40.19946465	0.821549169	34.86604587	1.777819894
34.5102844	14.4144214	17.18963724	24.01723912	54.01663013	0.867753006	47.46402906	2.184217105
28.81081435	14.38151467	16.84575527	24.00016568	46.27406561	0.842148866	40.45748202	1.938876068
43.19997552	9.690062316	12.64678986	24.00544136	49.69462697	0.876204665	43.88240355	1.937422667
32.11320623	14.41251223	17.20633543	24.01744366	50.95148007	0.857699319	44.66712337	2.094801634
43.1999296	14.41674628	17.2211655	24.00595332	65.38428968	0.9041681	57.9948179	2.463176152
28.80581905	9.775487984	12.47647482	24.01528309	37.41357101	0.815285228	32.37410666	1.679834333
42.92131514	9.60972968	12.00752845	24.00838372	48.49600199	0.872431954	42.66694135	1.943035113
43.19642044	9.60700405	16.20691895	24.0029611	54.65001872	0.891160696	48.3613774	2.09622985
43.19772033	9.606594625	16.61383668	24.0029611	55.30885358	0.892879433	49.0026593	2.102080883
28.80842036	14.06226983	12.02487271	24.00654684	40.16925916	0.82140198	34.8326088	1.778897098
33.45486537	14.41989832	17.2116577	24.00089187	52.72916191	0.863324063	46.29620538	2.144335289
28.80004561	14.25625544	12.01444588	24.01528309	40.29098304	0.821715087	34.95744647	1.777859157
43.19961247	9.612751787	12.21058376	24.04415193	49.14132198	0.874437815	43.35916311	1.927401074
43.19984189	9.629636412	12.68933749	25.28311161	49.99080091	0.881327432	44.15998802	1.943619202
32.11320623	14.40953673	17.20633543	24.01644209	50.94715473	0.857690444	44.66295153	2.094750466
34.67280527	14.41675318	17.22359734	24.04341981	54.28752673	0.868692103	47.70834395	2.193077746
28.80101298	14.41933301	12.51662758	26.41361863	41.1185893	0.83298018	35.83503538	1.761198146
43.19840286	9.612751787	12.13688089	24.00399505	49.05419455	0.873982698	43.26953258	1.928235444
28.80581905	10.01708473	12.59173766	24.01492226	37.58863909	0.816183521	32.53776632	1.683637165
43.1999296	14.41671887	17.22603206	24.0020727	65.39466143	0.904174868	58.00413557	2.463527514
28.80639317	14.41818966	12.5211688	25.62613079	41.04396169	0.830044517	35.75041541	1.764528961
31.99310343	14.41687177	17.04642789	24.00012609	50.52281423	0.856451422	44.27539485	2.082489098
43.1995444	14.37742934	12.43799236	24.0058741	55.59240505	0.883721063	49.11916067	2.157764677
43.19986486	9.60677603	12.09855707	24.0029611	49.01188944	0.873821861	43.22583943	1.928698129
43.19984189	9.629636412	12.66697738	25.28311161	49.96473907	0.881234395	44.13663338	1.942716794
43.10135994	9.603088574	12.00674181	24.03625092	48.77111506	0.873212569	42.96410929	1.935683435
43.19983357	9.60700405	16.8055111	24.04845867	55.64213684	0.893880165	49.32171396	2.106823783
43.19937061	9.630176534	15.93007055	24.00016457	54.25243779	0.890040292	47.97020474	2.094093745
43.1999296	14.41674628	17.2211655	24.00595332	65.38428968	0.9041681	57.9948179	2.463176152
43.1995444	9.602198047	12.45719407	24.01353418	49.38418152	0.875295825	43.59862373	1.928534055
32.79148603	14.41852843	17.31040873	24.00014838	52.03739808	0.860949033	45.65944912	2.125999292
43.19672896	9.60552733	16.41603448	24.00048674	54.98294821	0.892029135	48.68665185	2.09878155
28.80903753	14.41944396	12.66026482	25.71239261	41.19053446	0.830953462	35.88476444	1.768603569
28.80842036	14.06226983	12.02485495	24.00654684	40.16924598	0.821401911	34.83259361	1.778897766
32.11320623	14.40953673	17.20633543	24.0157292	50.94703597	0.85768781	44.66283367	2.094750166
33.45486537	14.41989832	17.2116577	24.00089187	52.72916191	0.863324063	46.29620538	2.144335289
28.80182988	14.4191923	12.66559295	25.42177456	41.15736454	0.829851258	35.84851519	1.769630021
33.06985361	14.40994666	17.08209465	24.04848081	51.99451817	0.861299688	45.62594008	2.122875643
43.19643775	9.613867955	16.20691895	24.0029611	54.6606575	0.891173257	48.37083639	2.096623115
33.64936657	14.41811141	17.29341743	24.01260233	53.12701871	0.864541059	46.65629901	2.156923108
28.80845328	14.41257285	12.52958325	24.32360059	40.88956564	0.825216085	35.57367011	1.771978766
28.80186947	14.41926727	17.27592713	24.76654027	47.07832155	0.84686079	41.2116548	1.955570583
42.98927346	9.613661126	12.00202561	24.01069703	48.59788202	0.872686544	42.77559681	1.940776623
43.19889335	9.60972968	16.55990948	24.01370688	55.23069867	0.892703833	48.92676269	2.10132811
28.8005123	14.40500122	12.48535045	24.33506422	40.83814161	0.825031539	35.52630982	1.770624173
42.92131514	9.60972968	12.01917721	24.00838372	48.50698779	0.872477409	42.67915835	1.94262471
43.19984189	14.41578367	12.68347095	25.28311161	56.30300913	0.889579032	49.77658217	2.175492339
28.80637555	14.41660993	12.60215066	24.4598339	40.97852574	0.826015414	35.65990151	1.772888339
32.42273671	14.41675534	17.12806124	24.03120608	51.23379226	0.858720823	44.92841249	2.101809377
28.80001547	14.41981275	17.32579021	24.76654027	47.15538143	0.847070014	41.27992909	1.958499135
28.80101298	14.40834621	12.51662758	26.41361863	41.11125123	0.832962297	35.82726676	1.761341664
28.80133871	14.41981275	12.51408854	24.45306572	40.89191266	0.82561425	35.58106535	1.770296015
32.98732808	14.40973053	17.15651054	24.02145268	52.01295964	0.861171435	45.64204642	2.123654024
43.19984189	14.41578367	12.68347095	25.28311161	56.30300913	0.889579032	49.77658217	2.175492339
43.06908832	9.603088574	12.01393096	24.03826538	48.7281036	0.87312592	42.91775112	1.936799015
43.1995444	14.41986848	12.61423072	24.01353418	55.94784777	0.884548354	49.44652999	2.167122547
43.1995444	9.61903746	12.34141346	24.01353418	49.27695246	0.87485513	43.4942423	1.927584836
43.18876473	9.603439814	12.03760624	24.0000849	48.93027099	0.873523112	43.13820964	1.930701923
28.80903753	14.41919582	12.53969717	25.71735804	41.07432327	0.83047662	35.78010599	1.764752627
33.65479321	14.41794381	17.29341743	24.04905574	53.14003598	0.864698535	46.66852933	2.157185427
28.80186947	14.4191923	12.46410863	26.38701575	41.06728419	0.832668766	35.78697029	1.760118131
28.8169897	14.41661209	12.46593324	27.17938192	41.15521347	0.835747199	35.87986691	1.758462339
32.11320623	14.40225158	17.20633543	24.0157292	50.93684474	0.857675121	44.65301964	2.094624429
43.1999296	14.41674628	12.31072789	24.0023552	55.43197841	0.88325691	48.96992229	2.154035226
28.80186947	14.4191923	17.27514105	24.28355043	47.00931721	0.845059704	41.14250733	1.955618293
43.1995444	9.602198047	12.45719407	24.01353418	49.38418152	0.875295825	43.59862373	1.928534055
28.80637555	14.41918503	12.52620937	24.74457621	40.9449692	0.826766362	35.63794469	1.769021738
28.80001547	14.41981275	17.17252785	24.68998231	46.90581829	0.846121968	41.05615856	1.949901528
