A	B	C	D	MeanLoad	MeanMass	ReliableLoad	SDLoad
28.91198472	12.89475261	12.05186398	24.02401467	39.3617551	0.819716658	34.05981177	1.767327995
28.89633458	12.90587589	12.07085471	24.05877852	39.3767698	0.819876459	34.07906603	1.765914798
28.95942489	13.03900669	12.02030738	24.00353445	39.48867512	0.820005451	34.16635603	1.77411997
28.98239069	13.03900669	12.02030738	24.00353445	39.50563726	0.820102659	34.18032102	1.775119026
28.98239069	13.03900669	12.02030738	24.00353522	39.50563739	0.820102662	34.18032117	1.77511902
28.979885	13.21625279	12.02030738	24.0037016	39.64549442	0.820446116	34.30965816	1.778625725
28.81030627	13.22546548	12.26434159	24.0022986	39.6950696	0.820699228	34.40009295	1.765005752
28.82407166	13.62667552	12.03637713	24.02217855	39.86682737	0.820731961	34.53593893	1.776976441
28.80869288	13.71590458	12.03958769	24.01841969	39.92566628	0.820840201	34.59466158	1.777015193
28.80540124	13.71590458	12.04313838	24.01904159	39.92585114	0.820842337	34.59571991	1.776724036
28.80000661	13.76417238	12.03974432	24.00734991	39.95438621	0.820857072	34.62322857	1.777066175
28.8084375	13.77161921	12.04010129	24.02742278	39.96954137	0.820983017	34.63756358	1.777339562
28.81165419	13.77389179	12.04010129	24.02742278	39.97363356	0.821001065	34.64115231	1.777507381
28.81165419	13.77389179	12.04010129	24.04744392	39.97667086	0.821075242	34.64467987	1.777343959
28.81443771	13.80106032	12.04010129	24.04871121	39.99942135	0.821144414	34.66653253	1.777643237
28.83103212	13.86343215	12.10177808	24.00748283	40.09765785	0.821422871	34.76629024	1.777136168
28.80000909	14.16820803	12.02140076	24.00203483	40.23414491	0.821532773	34.89927791	1.778302639
28.8005646	14.21288181	12.03702644	24.00266956	40.27729037	0.821679761	34.94486098	1.777490095
28.8005646	14.21288181	12.03702644	24.00266956	40.27729037	0.821679761	34.94486098	1.777490095
28.81992435	14.22975792	12.00124912	24.01891445	40.27862114	0.821713721	34.94012397	1.779512705
28.80000661	14.25420566	12.03974432	24.00734991	40.30778595	0.821780089	34.97676185	1.77702166
28.80000497	14.28055241	12.04735604	24.00749802	40.33145835	0.821857602	35.00189511	1.776534702
28.80001266	14.38525806	12.01138189	24.00218138	40.37162203	0.821884087	35.04158401	1.776692962
28.80001266	14.41005602	12.01328491	24.00218138	40.38897221	0.821934667	35.06017523	1.776279284
28.80001266	14.41005602	12.01328491	24.00218138	40.38897221	0.821934667	35.06017523	1.776279284
28.80357206	14.40913453	12.01138189	24.0019465	40.3895748	0.821939917	35.05999783	1.776539283
28.80000739	14.41005602	12.01962989	24.00177979	40.39386438	0.821957735	35.06576613	1.77604637
28.80001018	14.41005602	12.01962989	24.00177979	40.3938665	0.821957747	35.06576784	1.776046506
28.80001287	14.41005602	12.01962989	24.00177979	40.39386854	0.821957758	35.06576949	1.776046637
28.80000739	14.41321296	12.01962989	24.00044491	40.39568286	0.821958313	35.06768559	1.776012709
28.80000909	14.41952387	12.03554094	24.00853785	40.41337656	0.822060683	35.08755638	1.775287009
28.80225144	14.41901561	12.04735604	24.00749864	40.42395628	0.822111375	35.09894611	1.775017004
28.86447572	14.41005602	12.01328491	24.00004674	40.43809137	0.822199779	35.09993255	1.779399917
28.80001142	14.41902624	12.07761685	24.00460761	40.4459927	0.822209132	35.12399767	1.774011947
28.88109243	14.41005602	12.01962989	24.00177979	40.45620228	0.822301036	35.11642347	1.779939922
28.80000922	14.41892543	12.10166265	24.00460761	40.46534923	0.822302904	35.14526665	1.773374461
28.8002866	14.39962682	12.13067174	24.00590656	40.47687881	0.82238903	35.15798921	1.772976796
28.83103212	14.40337668	12.10285777	24.00208263	40.47970584	0.822402701	35.15448527	1.775087135
28.83103212	14.39976745	12.10631927	24.00063067	40.47995605	0.822404632	35.15480784	1.775063019
28.83103212	14.39976745	12.10631927	24.00063067	40.47995605	0.822404632	35.15480784	1.775063019
28.82271837	14.41796249	12.1080164	24.00215682	40.48697381	0.822413294	35.1639421	1.77435751
28.80001142	14.40886639	12.13822084	24.00210535	40.48835009	0.822419629	35.17024128	1.772716529
28.90297144	14.40931705	12.07268225	24.00247673	40.51514513	0.822601084	35.1774475	1.779246188
28.90297144	14.41050652	12.07268225	24.00247673	40.51591634	0.822603149	35.17826785	1.779229807
28.81751839	14.41005602	12.17339742	24.00177979	40.53173617	0.822633181	35.21296573	1.772937078
28.80019942	14.38678171	12.24306475	24.00832356	40.56278866	0.822819233	35.24810046	1.77157632
28.84962243	14.41620322	12.19248546	24.0027798	40.57688469	0.822858877	35.25452664	1.774132956
28.81283623	14.37366043	12.26893686	24.002171	40.58503837	0.822930167	35.26827355	1.772268532
28.8140917	14.4017177	12.27162959	24.00218092	40.60725448	0.822995306	35.29135328	1.771980656
28.80019942	14.38678171	12.34376679	24.00173884	40.6495444	0.823197422	35.33491834	1.771555606
28.84938754	14.36726868	12.3281287	24.00749691	40.6615969	0.823329987	35.33944516	1.774064186
29.06583535	14.39898582	12.14003263	24.00077189	40.69393979	0.823528934	35.33808854	1.78529744
28.93167508	14.33847598	12.31534457	24.00251396	40.69489164	0.823557925	35.36003605	1.778298836
29.16695886	14.40623183	12.0315286	24.01411309	40.69499732	0.823593447	35.31761588	1.792474226
29.02286052	14.37942563	12.20012512	24.02004607	40.69932739	0.82362118	35.35186815	1.782500082
28.87260425	14.40549602	12.36248755	24.00749864	40.73670453	0.823633134	35.4119822	1.774921055
28.80002671	14.40696601	12.43103354	24.01770753	40.74419361	0.823642433	35.42817147	1.772020969
28.80002671	14.41190713	12.43103354	24.01770753	40.74758949	0.82365102	35.43174887	1.771960463
28.90297144	14.41050652	12.3521589	24.00247673	40.75428872	0.823710384	35.42547028	1.776286433
28.86445984	14.40907505	12.42264914	24.00773461	40.7873198	0.823848439	35.4620368	1.775107946
28.8346989	14.40232415	12.47494015	24.00749864	40.80725938	0.823921774	35.48355673	1.774581159
28.83934539	14.30432993	12.54793385	24.00228465	40.80850946	0.824046817	35.47643889	1.777370487
28.8346989	14.41719498	12.47494015	24.05200965	40.82403566	0.824111269	35.50192004	1.774052148
28.98920547	14.37272236	12.41041097	24.00466194	40.85093275	0.824251932	35.50704686	1.781308959
28.82036347	14.39856795	12.56286723	24.01902219	40.87767304	0.824255349	35.55027384	1.775813352
28.80328749	14.40836394	12.59068662	24.01167904	40.8966064	0.82428698	35.56959294	1.77568477
28.80328749	14.41350436	12.59068662	24.01167904	40.90023725	0.824295914	35.57340162	1.775625492
28.89100692	14.30180583	12.61637797	24.0022124	40.91283336	0.82454121	35.5675137	1.781786885
28.81061782	14.35039248	12.68544725	24.00390713	40.95139524	0.824577592	35.61214333	1.779764288
28.81061782	14.3529687	12.68544725	24.00390713	40.95328297	0.824582141	35.61409851	1.779741802
28.81061782	14.35856059	12.68544725	24.00368223	40.95734196	0.824591179	35.61830139	1.779693838
28.81242588	14.41557041	12.66813183	24.00790972	40.98364331	0.824642724	35.64801011	1.77855804
28.81061782	14.3529687	12.7772493	24.00390713	41.04417864	0.824962021	35.69421121	1.783336152
28.8407159	14.3529687	12.7772493	24.00390713	41.06835512	0.825089561	35.71391951	1.78482556
28.95260792	14.35526294	12.68544725	24.00387908	41.06993572	0.825187292	35.71014027	1.786612185
29.04286083	14.39464522	12.59069388	24.00018432	41.08032939	0.825234597	35.71819007	1.787393482
28.8000022	14.22417716	12.94529636	24.00142139	41.10662265	0.825377377	35.7324168	1.791415689
28.8000022	14.22417716	12.94529636	24.00509738	41.10716925	0.825390921	35.73304377	1.791388896
28.84521364	14.395604	12.86435102	24.00749864	41.1927861	0.825559022	35.82712223	1.78856834
28.84521364	14.395604	12.89949297	24.00749864	41.22908869	0.82570569	35.85828749	1.790280797
28.94916945	14.395604	12.86435102	24.00747513	41.27843651	0.825999057	35.89758159	1.793632063
28.88812764	14.36998108	12.94529636	24.00509738	41.29228806	0.826025275	35.90744299	1.794962123
28.8462812	14.39614331	12.96904985	24.03076569	41.30645186	0.826087778	35.92527548	1.793739215
28.81207736	14.3529687	13.08124655	24.00263021	41.36020412	0.826234827	35.9638332	1.798804102
28.89842188	14.40669142	12.98983815	24.00139577	41.37515043	0.826306157	35.98256692	1.797541622
28.89842188	14.40669142	12.98983815	24.00139577	41.37515043	0.826306157	35.98256692	1.797541622
28.81149796	14.38297014	13.08200486	24.05828876	41.3919862	0.826493175	35.99742607	1.798200501
29.11595894	14.39619516	12.86435102	24.0029176	41.41996902	0.826688313	36.01558336	1.801475702
29.14417841	14.38103119	12.85234452	24.01407202	41.42209493	0.826771914	36.01542316	1.802237746
29.38610758	14.41796249	12.6261004	24.0019979	41.43079736	0.826874815	36.02071621	1.803374213
29.38915541	14.41796249	12.6261004	24.00264098	41.43363421	0.82689001	36.02318242	1.803497761
29.38915541	14.41796249	12.6261004	24.00264098	41.43363421	0.82689001	36.02318242	1.803497761
28.80531684	14.3948366	13.22386688	24.00745435	41.54302467	0.826899478	36.12297524	1.806696996
28.80096309	14.41895322	13.22765734	24.01626086	41.56381475	0.826971456	36.14450426	1.806450683
28.88272039	14.38021705	13.22021837	24.02124924	41.59386573	0.827237223	36.16282413	1.810361084
29.05568811	14.39062903	13.12921896	24.0206038	41.64958772	0.82760047	36.21043523	1.813064735
28.88269916	14.39049062	13.32675958	24.00028456	41.71764085	0.827629401	36.26604158	1.817213692
28.88968165	14.39049062	13.32675958	24.00028456	41.72354699	0.827658978	36.27090708	1.817560576
28.97574587	14.39049062	13.32675958	24.00028456	41.79713115	0.828023325	36.33183232	1.821780246
28.97574587	14.39049062	13.32675958	24.00028456	41.79713115	0.828023325	36.33183232	1.821780246
28.82709607	14.41050652	13.48070011	24.00013557	41.86194017	0.828082361	36.38866546	1.824438895
28.82709607	14.41371632	13.48070011	24.00013557	41.86455416	0.828087949	36.39134941	1.824415573
28.86949498	14.41371632	13.48070011	24.00013557	41.90047749	0.828267651	36.42084403	1.826558496
29.32162442	14.40825944	13.16752798	24.00472517	41.94113007	0.828856906	36.45885075	1.827440454
29.40791266	14.41490677	13.09809694	24.01627978	41.95024433	0.828981448	36.46980392	1.82682748
29.40791266	14.41490677	13.09809694	24.01627978	41.95024433	0.828981448	36.46980392	1.82682748
29.12351203	14.25503599	13.46707862	24.01627978	41.9757191	0.82906226	36.4604224	1.838446333
29.24393074	14.39616439	13.34104981	24.00041723	42.05630174	0.829227385	36.55074591	1.835199349
28.81543035	14.18573631	13.87439032	24.00245421	42.11682371	0.829317708	36.56538306	1.850494407
28.82555551	14.38103119	13.79182939	24.01407202	42.20253418	0.829402145	36.66643976	1.845378959
28.82709607	14.41077457	13.81283471	24.00097211	42.25251835	0.829502178	36.71219324	1.846789201
28.81688193	14.39062903	13.85608791	24.0008491	42.27829625	0.82960787	36.73062479	1.849238002
28.81688193	14.39062903	13.85608791	24.0012305	42.27835282	0.829609273	36.73068841	1.849235651
28.81688193	14.41791146	13.85608791	24.0048877	42.30238821	0.829670356	36.75521513	1.849071874
28.81149796	14.41780731	13.92071983	24.05499252	42.38314497	0.830107711	36.82494971	1.852745961
28.83492277	14.41803082	13.92071983	24.05758616	42.40399707	0.830217002	36.84221543	1.853941434
28.86943194	14.41803082	13.92071983	24.05535708	42.43374737	0.830355104	36.86661297	1.855725696
29.05568811	14.39062903	13.82569766	24.01905999	42.45512619	0.830556493	36.87808155	1.859029136
29.18039467	14.40632143	13.72650473	24.00097211	42.46018174	0.830620802	36.88537092	1.858284524
29.05568811	14.39062903	13.85608791	24.01905999	42.4919534	0.830686269	36.90882702	1.861056399
29.05568811	14.39062903	13.85608791	24.01905999	42.4919534	0.830686269	36.90882702	1.861056399
29.05568811	14.39062903	13.85608791	24.01905999	42.4919534	0.830686269	36.90882702	1.861056399
29.05568811	14.39062903	13.85608791	24.01905999	42.4919534	0.830686269	36.90882702	1.861056399
28.81688193	14.39062903	14.17756248	24.00094879	42.67077073	0.830980364	37.06189181	1.869640644
28.81688193	14.39062903	14.17756248	24.00094879	42.67077073	0.830980364	37.06189181	1.869640644
28.81149796	14.4166979	14.2896168	24.01639284	42.83165408	0.831537559	37.20436872	1.875776172
28.81149796	14.4166979	14.2896168	24.05499252	42.83735679	0.831679681	37.21070822	1.875563907
28.81149796	14.4166979	14.2896168	24.05499252	42.83735679	0.831679681	37.21070822	1.875563907
28.90746499	14.39595815	14.2896168	24.01296553	42.89775756	0.831895699	37.25529902	1.880833937
28.81742408	14.18573631	14.56389124	24.00245421	42.95828899	0.832263864	37.28743383	1.890299552
28.81742408	14.186183	14.56389124	24.00245421	42.95873385	0.832264686	37.28787013	1.890302404
28.81742408	14.186183	14.56389124	24.00245421	42.95873385	0.832264686	37.28787013	1.890302404
28.81742408	14.26813446	14.54947811	24.00245421	43.02146182	0.832352954	37.35148862	1.89000556
28.8122486	14.36744053	14.52666846	24.00962312	43.08477621	0.832437965	37.41868635	1.888711103
28.81742408	14.36744053	14.52666846	24.00962312	43.08940073	0.83245993	37.42249072	1.888984491
28.80188195	14.41645999	14.55385098	24.0076495	43.15624772	0.832588093	37.4879352	1.889451999
28.80012779	14.40854865	14.63173775	24.00209451	43.24617013	0.832876901	37.56678295	1.89314358
28.80029133	14.40854865	14.63173775	24.00209451	43.24631694	0.832877595	37.56690361	1.893152297
28.80029133	14.40854865	14.63173775	24.00209451	43.24631694	0.832877595	37.56690361	1.893152297
28.92345151	14.33723491	14.60570361	24.01683542	43.2583424	0.833218194	37.56345465	1.898310473
28.89370061	14.3939794	14.60980468	24.03069958	43.29315009	0.833260695	37.60247615	1.89690586
28.83103212	14.26585246	14.77732299	24.02319707	43.32422754	0.833448732	37.62170368	1.900855863
28.81149796	14.41228136	14.72393611	24.03849859	43.38425532	0.833456434	37.69112778	1.897723732
28.80095426	14.39494872	14.77693312	24.00003913	43.42078946	0.833464051	37.72196102	1.899624047
28.81684539	14.38138954	14.78166476	24.05499252	43.4362849	0.833730177	37.73511759	1.900403677
28.81473136	14.40818183	14.77693312	24.05499252	43.45432927	0.833748098	37.75412355	1.900083145
28.81149796	14.4166979	14.77693312	24.05499252	43.45964635	0.833749213	37.7599875	1.899900854
28.81149796	14.4166979	14.84077236	24.0101163	43.53603178	0.833853869	37.82793831	1.902712414
28.81722924	14.4166979	14.84077236	24.01010611	43.54125696	0.83387816	37.8322436	1.903019046
28.81722924	14.41771884	14.84077236	24.01010611	43.54225383	0.833879939	37.83324348	1.903018044
28.80419719	14.38747859	14.89233019	24.01677479	43.56887101	0.834014056	37.85606676	1.904282689
28.80194451	14.41749702	14.89233019	24.01677479	43.59640631	0.834057009	37.88398113	1.904156329
28.80722073	14.41061289	14.8941753	24.01530378	43.59664694	0.834069777	37.88312894	1.904520606
28.87718312	14.37423034	14.88032229	24.03514872	43.60983774	0.834317483	37.88704894	1.907610897
28.87718312	14.37423034	14.88032229	24.03514872	43.60983774	0.834317483	37.88704894	1.907610897
28.91580699	14.41749702	14.89233019	24.00469034	43.69977456	0.834495593	37.96909047	1.910242681
28.81949376	14.35252563	15.02618322	24.01865383	43.72314512	0.83458873	37.99395786	1.909743732
28.80001142	14.3857829	15.05487647	24.00460761	43.77447468	0.834633807	38.04527883	1.909746594
28.82544378	14.39567542	15.03925202	24.00749864	43.78773528	0.834704016	38.05594638	1.910610953
28.86445984	14.36195705	15.03925202	24.00651681	43.78966462	0.834806598	38.0517766	1.912644007
28.86445984	14.39567542	15.03925202	24.00749864	43.82393247	0.834869599	38.08589732	1.91269305
28.86445984	14.39567542	15.03925202	24.00749864	43.82393247	0.834869599	38.08589732	1.91269305
28.80049213	14.37480138	15.16502559	24.01050918	43.91001456	0.835101553	38.17099736	1.913020403
28.80871102	14.41115656	15.15969925	24.00222652	43.94643033	0.83514738	38.2062541	1.913406751
28.80871102	14.41142747	15.15969925	24.01677479	43.94888678	0.835201431	38.20890371	1.913342364
28.80766119	14.40854633	15.18252655	24.01050918	43.97437016	0.83526478	38.23256493	1.913949753
28.82129185	14.38687941	15.2268521	24.00784508	44.02339394	0.835461007	38.27587261	1.915855138
28.84841895	14.40593399	15.23327704	24.00062327	44.07586916	0.835609958	38.32326946	1.917547939
28.83103212	14.40775439	15.25118171	24.01891445	44.08809192	0.835681854	38.33714828	1.916995917
28.93927999	14.4132034	15.17568945	24.0004424	44.09240579	0.835765556	38.3300026	1.920815797
28.84176597	14.37008999	15.30047039	24.00367857	44.12265087	0.835811854	38.36640469	1.918763444
28.87369504	14.40297954	15.27596383	24.00410114	44.15424851	0.835903986	38.39440592	1.919962253
28.80194451	14.41799543	15.373882	24.01484364	44.23526377	0.836075621	38.48031932	1.918329527
28.83094018	14.39576862	15.39506268	24.02258238	44.26897294	0.836277094	38.50817333	1.920281264
28.83103212	14.39576862	15.39506268	24.02258238	44.2690597	0.836277484	38.50824514	1.920286249
28.83103212	14.39576862	15.39506268	24.02258238	44.2690597	0.836277484	38.50824514	1.920286249
28.80000916	14.40858863	15.43966586	24.00460761	44.3106705	0.836288662	38.55190186	1.919604268
28.80000916	14.40886639	15.43966586	24.00460761	44.31096219	0.836289148	38.55219172	1.919604877
28.80001142	14.40886639	15.43966586	24.00460761	44.31096431	0.836289157	38.55219347	1.919605001
28.80001142	14.40886784	15.43966586	24.00460761	44.31096583	0.83628916	38.55219498	1.919605004
28.80001142	14.41892543	15.43966586	24.00460761	44.32151416	0.836306726	38.56268336	1.919624991
28.80001142	14.41892543	15.43966586	24.00460761	44.32151416	0.836306726	38.56268336	1.919624991
28.80897039	14.37455766	15.50119288	24.00052665	44.3654926	0.836509233	38.60205942	1.921159128
28.80766119	14.40858863	15.50812028	24.01050918	44.41128795	0.836629211	38.64749239	1.92127992
28.82972534	14.3998258	15.50119288	24.00087866	44.41206762	0.836643133	38.64498592	1.922375309
28.82972534	14.40858863	15.50119288	24.00087866	44.4213555	0.83665848	38.65420205	1.922399225
28.8462812	14.41583565	15.51356079	24.00348264	44.4619518	0.836802736	38.69141422	1.923527277
28.80044552	14.186183	15.73322375	24.01109164	44.46412584	0.837140616	38.69658546	1.922528204
28.8462812	14.39624279	15.5928674	24.01583276	44.55075061	0.837145319	38.77655643	1.924746152
28.83103212	14.39576862	15.64103358	24.00456865	44.59960405	0.837239338	38.8255964	1.924683975
28.83103212	14.39576862	15.64103358	24.0214559	44.6021522	0.837301569	38.82833585	1.92462021
28.83103212	14.39646004	15.64103358	24.0340876	44.60479877	0.837349344	38.83111604	1.924575669
28.82972534	14.39572981	15.67853776	24.00096518	44.64899945	0.837376966	38.87357609	1.925155883
28.86374204	14.38880571	15.69962402	24.00478664	44.70364858	0.837611296	38.92193661	1.927252103
28.98725832	14.40789561	15.61329954	24.01093424	44.72749574	0.837831043	38.92959141	1.932649598
29.11032478	14.40090873	15.53588781	24.00263426	44.73505414	0.837986015	38.92194003	1.937719562
29.14896277	14.40034918	15.51428201	24.00263426	44.74375176	0.83805819	38.92596214	1.939278079
29.14896277	14.40090873	15.51428201	24.00263426	44.7443535	0.83805917	38.92655791	1.939280071
29.14896277	14.40090873	15.51428201	24.00263426	44.7443535	0.83805917	38.92655791	1.939280071
29.14896277	14.40090873	15.51428201	24.00263426	44.7443535	0.83805917	38.92655791	1.939280071
28.83726697	14.4095283	15.81764145	24.03304635	44.8673198	0.838131528	39.08563941	1.927241576
28.83726697	14.4095283	15.88270997	24.00220307	44.95271781	0.83828905	39.16859907	1.928054366
28.81149796	14.4166979	15.9525127	24.0101163	45.03384788	0.838512119	39.25190035	1.927330625
28.81742408	14.37952914	15.98964912	24.00245421	45.0486036	0.83859852	39.26512627	1.927840561
28.81149796	14.4166979	15.98542954	24.05499252	45.08649021	0.83881469	39.30404879	1.927495253
28.86113832	14.33939669	16.01853133	24.01902219	45.08855263	0.838894465	39.29806384	1.930177731
28.86113832	14.33939669	16.01853133	24.01902219	45.08855263	0.838894465	39.29806384	1.930177731
28.86113832	14.33939669	16.01853133	24.01902219	45.08855263	0.838894465	39.29806384	1.930177731
28.80869843	14.29776213	16.0970044	24.03125803	45.10064743	0.838969217	39.31803888	1.927550966
28.81576566	14.34961498	16.10250707	24.00158782	45.17034989	0.839005468	39.38479241	1.928533952
28.86113832	14.41171389	16.01853133	24.01948557	45.17036916	0.839023841	39.37849893	1.930638215
