"Status Code/Type"	"Row Name"	"Run #"	Weight_MeanLoad	Weight_MeanMass	Weight_ReliableLoad	Weight_SDLoad	A	B	C	D	MeanLoad	MeanMass	ObjFunc	ReliableLoad	SDLoad	"Design Feasibility"	"Objective and Penalty"	"Objective Function"	"Penalty Function"
OK	Task[1].Optimization1[1]/Subflow[18]	18	1	1	1	2	34.09486389160156	11.751482963562012	15.328968048095703	29.750444412231445	47.60424769731847	0.8755548638806687	126.26952430245058	41.519460359341586	2.028278001142655	9	126.26952430245058	126.26952430245058	0
OK	Task[1].Optimization1[1]/Subflow[24]	24	1	1	1	2	34.31087875366211	11.610214233398438	15.411042213439941	30.195995330810547	47.83250142271429	0.8783741681802956	124.9651452690299	41.73443884491634	2.032703115021869	9	124.9651452690299	124.9651452690299	0
OK	Task[1].Optimization1[1]/Subflow[36]	36	1	1	1	2	34.72190856933594	12.405197143554688	16.62298011779785	28.130369186401367	50.79865313810232	0.878335177592003	92.36668817738155	44.493921969717256	2.10159317350693	9	92.36668817738155	92.36668817738155	0
OK	Task[1].Optimization1[1]/Subflow[41]	41	1	1	1	2	35.5094108581543	12.43155574798584	17.780792236328125	26.152244567871094	53.34536467583594	0.8790284581517586	84.103685643723	46.770381920402855	2.1916777267927943	9	84.103685643723	84.103685643723	0
OK	Task[1].Optimization1[1]/Subflow[42]	42	1	1	1	2	33.5406608581543	12.847655296325684	17.586261749267578	26.297557830810547	51.3736578500408	0.8710962360898025	83.96928327429464	45.01550263597174	2.119401325340993	9	83.96928327429464	83.96928327429464	0
OK	Task[1].Optimization1[1]/Subflow[46]	46	1	1	1	2	34.518707275390625	12.422494888305664	17.101543426513672	27.432226181030273	51.242757861068185	0.8767915736381758	82.77787062996458	44.926022842497474	2.1055944876017465	9	82.77787062996458	82.77787062996458	0
OK	Task[1].Optimization1[1]/Subflow[48]	48	1	1	1	2	34.744850158691406	12.740349769592285	17.795166015625	24.953819274902344	52.811370661111226	0.8717666798976239	81.18018219002408	46.29197944574719	2.173147071286914	9	81.18018219002408	81.18018219002408	0
OK	Task[1].Optimization1[1]/Subflow[49]	49	1	1	1	2	34.85677719116211	12.829952239990234	17.307729721069336	26.9992733001709	52.5675414538515	0.8781689582993011	79.05671600962319	46.111172589858256	2.1521394597185823	9	79.05671600962319	79.05671600962319	0
OK	Task[1].Optimization1[1]/Subflow[56]	56	1	1	1	2	35.172752380371094	12.701565742492676	17.60432243347168	25.628549575805664	53.02168808928256	0.8752612772443914	77.31983324286568	46.5083042548916	2.171144595609052	9	77.31983324286568	77.31983324286568	0
OK	Task[1].Optimization1[1]/Subflow[57]	57	1	1	1	2	35.18714904785156	12.701569557189941	17.604320526123047	25.628549575805664	53.038271657910215	0.8753228748733181	77.31253012333138	46.523102086650866	2.17173984579607	9	77.31253012333138	77.31253012333138	0
OK	Task[1].Optimization1[1]/Subflow[58]	58	1	1	1	2	35.17274856567383	12.706389427185059	17.604320526123047	25.628549575805664	53.02986646492347	0.8752703538948017	77.30901413953018	46.51556463688566	2.17145059583733	9	77.30901413953018	77.30901413953018	0
OK	Task[1].Optimization1[1]/Subflow[66]	66	1	1	1	2	43.2	13.207253456115723	12	24	53.338444812514275	0.8797711869338953	36.157452168902864	47.00242608484917	2.1120224400103877	9	36.157452168902864	36.157452168902864	0
OK	Task[1].Optimization1[1]/Subflow[68]	68	1	1	1	2	43.2	13.21207332611084	12	24	53.345081771044626	0.8797805104592438	36.14062532953949	47.008384285965015	2.112248694216805	9	36.14062532953949	36.14062532953949	0
OK	Task[1].Optimization1[1]/Subflow[69]	69	1	1	1	2	43.2	13.207253456115723	12.006000518798828	24	53.346770100923955	0.8797946492208197	35.8876728425995	47.01109473852856	2.11190798404333	9	35.8876728425995	35.8876728425995	0
OK	Task[1].Optimization1[1]/Subflow[90]	90	1	1	1	2	42.972373962402344	9.600000381469727	12.902158737182617	24.785053253173828	49.7263754040455	0.87931990459655	28.460226089276375	43.851071248777416	1.9584497381440138	9	28.460226089276375	28.460226089276375	0
OK	Task[1].Optimization1[1]/Subflow[94]	94	1	1	1	2	43.2	9.7748441696167	12.673768997192383	24.51556968688965	49.95091060240027	0.8784699383329905	11.36895417474841	44.118183711412314	1.9442572079648923	9	11.36895417474841	11.36895417474841	0
OK	Task[1].Optimization1[1]/Subflow[145]	145	1	1	1	2	43.2	9.81825065612793	12.690163612365723	24.596776962280273	50.03915319504514	0.8789333041029399	11.35021504134022	44.197644562193915	1.9471844777191487	9	11.35021504134022	11.35021504134022	0
OK	Task[1].Optimization1[1]/Subflow[148]	148	1	1	1	2	43.2	9.81825065612793	12.696159362792969	24.59678077697754	50.04629501319935	0.8789582832252969	11.347786354934215	44.2040405522392	1.9474330889954374	9	11.347786354934215	11.347786354934215	0
OK	Task[1].Optimization1[1]/Subflow[152]	152	1	1	1	2	43.2	9.815407752990723	12.70203685760498	24.589006423950195	50.048192383734545	0.8789472066408431	11.346278768057005	44.205688122466626	1.9475163564002735	9	11.346278768057005	11.346278768057005	0
OK	Task[1].Optimization1[1]/Subflow[156]	156	1	1	1	2	43.2	9.815407752990723	12.70203685760498	24.60100746154785	50.051129048003766	0.8789945659847248	11.346115186036627	44.208430291796766	1.9475811885443788	9	11.346115186036627	11.346115186036627	0
OK	Task[1].Optimization1[1]/Subflow[158]	158	1	1	1	2	43.2	9.787225723266602	12.701595306396484	24.636629104614258	50.02753650121028	0.8790849144772107	11.341595039199888	44.18789197407549	1.9465631043709801	9	11.341595039199888	11.341595039199888	0
