"Status Code/Type"	"Row Name"	"Run #"	A	B	C	D	E11	E22	G12	G23	"Mapped Attributes and Options.Random Variable Attributes.DP_A"	"Mapped Attributes and Options.Random Variable Attributes.DP_B"	"Mapped Attributes and Options.Random Variable Attributes.DP_C"	"Mapped Attributes and Options.Random Variable Attributes.DP_D"	"Run #"	A	B	C	D	E11	E22	Eigval	G12	G23	Mass	"Run #"	"Uncertainty MCS Results.Percentiles.Eigval"	"Uncertainty MCS Results.Std Deviation.Eigval"	"Uncertainty MCS Results.Std Deviation.Mass"
OK	"Task[1].Design Space DOE[1].Uncertainty MCS[34]"	34	39.106	13.2709	15.8679	31.459	139	8.1	4.8	3.1	39.106	13.2709	15.8679	31.459	0	38.809101550030434	13.396391570460933	15.90278537580374	31.472106481697523	135.64129515152493	7.395696911449388	52.74637224838716	4.6395945130582605	3.108351306852193	0.9068964241922556	500	49.23099760863974	2.2547971872911545	0.0010664577155534
OK	"Task[1].Design Space DOE[1].Uncertainty MCS[35]"	35	36.714	13.3526	14.997	33.73	139	8.1	4.8	3.1	36.714	13.3526	14.997	33.73	0	36.43526196255862	13.478864137604585	15.02997071325939	33.74405262810825	135.64129515152493	7.395696911449388	49.611014571738906	4.6395945130582605	3.108351306852193	0.902147280598717	500	46.35478628026739	2.083665437601292	0.0010521519330993
OK	"Task[1].Design Space DOE[1].Uncertainty MCS[36]"	36	41.312	14.0012	17.4535	28.372	139	8.1	4.8	3.1	41.312	14.0012	17.4535	28.372	0	40.99835327660352	14.133597394022836	17.491871297184286	28.383820372507778	135.64129515152493	7.395696911449388	58.70745266656377	4.6395945130582605	3.108351306852193	0.9123283544217677	500	54.91048745567579	2.5205387835687723	0.0010765546608959
OK	"Task[1].Design Space DOE[1].Uncertainty MCS[37]"	37	37.204	9.7105	14.0541	27.351	139	8.1	4.8	3.1	37.204	9.7105	14.0541	27.351	0	36.9215418111628	9.80232390756926	14.084997759633179	27.36239500241295	135.64129515152493	7.395696911449388	43.471796414075925	4.6395945130582605	3.108351306852193	0.8693455767848766	500	40.58137432265677	1.8265636899166449	0.0009850945526218
OK	"Task[1].Design Space DOE[1].Uncertainty MCS[38]"	38	42.854	10.191	12.8889	25.778	139	8.1	4.8	3.1	42.854	10.191	12.8889	25.778	0	42.52864618792523	10.287367585813124	12.917236082291721	25.78873965749702	135.64129515152493	7.395696911449388	47.32879314425031	4.6395945130582605	3.108351306852193	0.8826795160367488	500	44.22329168349027	2.067064803065648	0.0010558051610231
OK	"Task[1].Design Space DOE[1].Uncertainty MCS[39]"	39	38.515	14.3327	15.8799	28.841	139	8.1	4.8	3.1	38.515	14.3327	15.8799	28.841	0	38.22258850814254	14.468232106484523	15.914811757650716	28.853015767781503	135.64129515152493	7.395696911449388	52.94873170325195	4.6395945130582605	3.108351306852193	0.8962856848739351	500	49.483686166492326	2.29151984853499	0.001024764838485
OK	"Task[1].Design Space DOE[1].Uncertainty MCS[40]"	40	38.155	12.9393	14.6967	30.162	139	8.1	4.8	3.1	38.155	12.9393	14.6967	30.162	0	37.865321680596615	13.061655912384628	14.729010507538792	30.174566124192147	135.64129515152493	7.395696911449388	49.34731610241374	4.6395945130582605	3.108351306852193	0.8923036009670552	500	46.00310982397994	2.1107287543791324	0.0010298196724714
OK	"Task[1].Design Space DOE[1].Uncertainty MCS[41]"	41	38.933	12.9441	17.2492	28.396	139	8.1	4.8	3.1	38.933	12.9441	17.2492	28.396	0	38.63741499123753	13.066501301886337	17.287122146239504	28.40783037141304	135.64129515152493	7.395696911449388	53.68997213328157	4.6395945130582605	3.108351306852193	0.8995868876498206	500	50.06278824583536	2.3205534940793164	0.0010383757938234
OK	"Task[1].Design Space DOE[1].Uncertainty MCS[42]"	42	42.321	13.1219	17.6877	27.495	139	8.1	4.8	3.1	42.321	13.1219	17.6877	27.495	0	41.999692801586406	13.245982604678758	17.726586182897787	27.506454995844543	135.64129515152493	7.395696911449388	59.074960966157505	4.6395945130582605	3.108351306852193	0.9125667850279633	500	55.23413129639437	2.5385061719238595	0.0010873557003198
OK	"Task[1].Design Space DOE[1].Uncertainty MCS[43]"	43	39.409	11.1904	15.009	28.3	139	8.1	4.8	3.1	39.409	11.1904	15.009	28.3	0	39.10980112988159	11.29621805831451	15.041997095106368	28.311790375791983	135.64129515152493	7.395696911449388	48.198782972110166	4.6395945130582605	3.108351306852193	0.8887024757138424	500	44.96476210758075	2.0869149645472835	0.0010345490321877
OK	"Task[1].Design Space DOE[1].Uncertainty MCS[44]"	44	37.232	12.0505	14.9009	27.556	139	8.1	4.8	3.1	37.232	12.0505	14.9009	27.556	0	36.949329231083034	12.164451289651755	14.93365943863485	27.56748040972876	135.64129515152493	7.395696911449388	47.13594285714703	4.6395945130582605	3.108351306852193	0.8776164283294613	500	43.93571077242629	2.0255072117804906	0.0009876296806318
OK	"Task[1].Design Space DOE[1].Uncertainty MCS[45]"	45	32.086	10.3544	17.6697	25.742	139	8.1	4.8	3.1	32.086	10.3544	17.6697	25.742	0	32.19126835540995	10.297236325207683	17.56375669735312	25.49058770557609	139.44263081412274	7.921922532905876	45.202538243132665	5.285763269692598	3.2890217750411646	0.857405029182906	425	40.21107725239239	1.8559642494204198	0.0009050687518454
OK	"Task[1].Design Space DOE[1].Uncertainty MCS[46]"	46	39.005	13.1411	14.7988	32.396	139	8.1	4.8	3.1	39.005	13.1411	14.7988	32.396	0	38.70886835674672	13.26536416268559	14.831334973086822	32.40949685562392	135.64129515152493	7.395696911449388	51.010885678976365	4.6395945130582605	3.108351306852193	0.9053737772922082	500	47.60089027042072	2.170894547020391	0.0010703024877933
OK	"Task[1].Design Space DOE[1].Uncertainty MCS[47]"	47	30.025	10.8925	15.8739	32.877	139	8.1	4.8	3.1	30.025	10.8925	15.8739	32.877	0	29.797045825184465	10.995501072364778	15.908798566727228	32.890697250350286	135.64129515152493	7.395696911449388	40.556168105400275	4.6395945130582605	3.108351306852193	0.870691732829267	500	38.04273142720286	1.6662026637470784	0.0009593575244109
OK	"Task[1].Design Space DOE[1].Uncertainty MCS[48]"	48	36.18	10.8637	16.4745	27.363	139	8.1	4.8	3.1	36.18	10.8637	16.4745	27.363	0	36.2987000280101	10.803724625874864	16.375722831205056	27.095756016924813	139.44263081412274	7.921922532905876	48.843833600033065	5.285763269692598	3.2890217750411646	0.8768764271906813	425	43.41083240859041	2.0049211849774076	0.0009776894946264
OK	"Task[1].Design Space DOE[1].Uncertainty MCS[49]"	49	32.058	12.3868	15.6156	31.075	139	8.1	4.8	3.1	32.058	12.3868	15.6156	31.075	0	31.81461099296465	12.503931391615149	15.64993069747105	31.087946499213277	135.64129515152493	7.395696911449388	43.65078656537389	4.6395945130582605	3.108351306852193	0.8732031680126942	500	40.80257675294088	1.84007106083835	0.000955081225052
OK	"Task[1].Design Space DOE[1].Uncertainty MCS[50]"	50	40.721	12.4925	14.0781	34.462	139	8.1	4.8	3.1	40.721	12.4925	14.0781	34.462	0	40.411840234715626	12.610630906267339	14.109050523327133	34.47635759471885	135.64129515152493	7.395696911449388	51.043344101369485	4.6395945130582605	3.108351306852193	0.9166734998244774	500	47.678731654484665	2.169556493136648	0.001121734377367
OK	"Task[1].Design Space DOE[1].Uncertainty MCS[51]"	51	35.402	11.3634	17.3273	26.354	139	8.1	4.8	3.1	35.402	11.3634	17.3273	26.354	0	35.51814755090143	11.300665925390653	17.22340964600682	26.09661053503039	139.44263081412274	7.921922532905876	49.65239248653796	5.285763269692598	3.2890217750411646	0.8740717130274057	425	44.10136138093389	2.055015245327536	0.000958989754358
OK	"Task[1].Design Space DOE[1].Uncertainty MCS[52]"	52	31.308	12.7039	12.991	25.441	139	8.1	4.8	3.1	31.308	12.7039	12.991	25.441	0	31.070305102243974	12.824029935571716	13.019560547839749	25.451599256202254	135.64129515152493	7.395696911449388	39.76370023839081	4.6395945130582605	3.108351306852193	0.8376574376995968	500	37.08927132659704	1.6542907224480483	0.0008543611828934
OK	"Task[1].Design Space DOE[1].Uncertainty MCS[53]"	53	38.4	14.1838	14.3544	34.426	139	8.1	4.8	3.1	38.4	14.1838	14.3544	34.426	0	38.1084616048987	14.317924086316964	14.385957965353777	34.44034259636095	135.64129515152493	7.395696911449388	51.34335452942037	4.6395945130582605	3.108351306852193	0.9105713775229441	500	48.032134524068134	2.1739298093082793	0.0010803285698273
OK	"Task[1].Design Space DOE[1].Uncertainty MCS[54]"	54	33.124	12.3532	12.9009	26.967	139	8.1	4.8	3.1	33.124	12.3532	12.9009	26.967	0	32.87251776564231	12.470013665103195	12.929262464138699	26.978235019928704	135.64129515152493	7.395696911449388	41.118937631197696	4.6395945130582605	3.108351306852193	0.8500970978511478	500	38.37079715596987	1.714544877137623	0.0009016821705099
OK	"Task[1].Design Space DOE[1].Uncertainty MCS[55]"	55	36.396	13.4727	16.5045	31.123	139	8.1	4.8	3.1	36.396	13.4727	16.5045	31.123	0	36.11967626489305	13.600099820761894	16.540784932785865	31.135966497023812	135.64129515152493	7.395696911449388	51.02496498105211	4.6395945130582605	3.108351306852193	0.8972362994104024	500	47.64840003010423	2.176104698046357	0.0010234339870773
OK	"Task[1].Design Space DOE[1].Uncertainty MCS[56]"	56	30.688	11.6372	16.8709	28.745	139	8.1	4.8	3.1	30.688	11.6372	16.8709	28.745	0	30.788681770579714	11.572954354062702	16.769746111443588	28.464258550104294	139.44263081412274	7.921922532905876	44.34464114446854	5.285763269692598	3.2890217750411646	0.8617945765252951	425	39.50076867861689	1.8103968994812085	0.0009122164737527
OK	"Task[1].Design Space DOE[1].Uncertainty MCS[57]"	57	40.259	11.0799	16.5105	28.541	139	8.1	4.8	3.1	40.259	11.0799	16.5105	28.541	0	39.95334780603169	11.184673154160615	16.54679812370935	28.55289078146569	135.64129515152493	7.395696911449388	50.886020572685766	4.6395945130582605	3.108351306852193	0.8994320169289368	500	47.50575591682171	2.222392786235766	0.001060812340528
OK	"Task[1].Design Space DOE[1].Uncertainty MCS[58]"	58	39.207	9.9267	13.7538	29.225	139	8.1	4.8	3.1	39.207	9.9267	13.7538	29.225	0	38.909334743314155	10.020568326375345	13.784037553912583	29.23717575026575	135.64129515152493	7.395696911449388	45.0565642989186	4.6395945130582605	3.108351306852193	0.8843008924565992	500	42.0538882499198	1.9173338633469568	0.001038626747163
OK	"Task[1].Design Space DOE[1].Uncertainty MCS[59]"	59	32.894	13.5063	17.964	26.979	139	8.1	4.8	3.1	32.894	13.5063	17.964	26.979	0	32.55792660371556	13.370873324509002	17.872915766340768	27.07375195087338	137.57808309817332	7.488157717428999	48.929471474328864	4.880812755466666	3.0355887026222304	0.8717394153962413	650	45.48013546633331	2.1251784492324317	0.0009418470136099
OK	"Task[1].Design Space DOE[1].Uncertainty MCS[60]"	60	29.65	13.6697	16.0841	30.27	139	8.1	4.8	3.1	29.65	13.6697	16.0841	30.27	0	29.424892879824128	13.798962681561148	16.119460688746774	30.28261111926584	135.64129515152493	7.395696911449388	43.10300134769477	4.6395945130582605	3.108351306852193	0.8641128025613588	500	40.27031531559634	1.830038211487729	0.000909657123572
OK	"Task[1].Design Space DOE[1].Uncertainty MCS[61]"	61	35.705	11.4547	14.1141	27.664	139	8.1	4.8	3.1	35.705	11.4547	14.1141	27.664	0	35.43392243757573	11.56301731775229	14.145129668868064	27.675525404802453	135.64129515152493	7.395696911449388	44.03891434642446	4.6395945130582605	3.108351306852193	0.8672529883620921	500	41.10956865314075	1.8633852795652943	0.0009605234446315
OK	"Task[1].Design Space DOE[1].Uncertainty MCS[62]"	62	33.067	11.7429	14.7387	30.931	139	8.1	4.8	3.1	33.067	11.7429	14.7387	30.931	0	32.815950517947535	11.85394257908399	14.771102844003211	30.943886505781688	135.64129515152493	7.395696911449388	42.9453483246848	4.6395945130582605	3.108351306852193	0.8721324625096539	500	40.175049918496114	1.7927224723415156	0.0009643195823221
OK	"Task[1].Design Space DOE[1].Uncertainty MCS[63]"	63	32.13	10.806	13.4835	33.514	139	8.1	4.8	3.1	32.13	10.806	13.4835	33.514	0	31.88606435847384	10.90818311571942	13.513143302809427	33.52796263796087	135.64129515152493	7.395696911449388	40.298745339943935	4.6395945130582605	3.108351306852193	0.8718466235662783	500	37.838045463543146	1.6083811057528319	0.0009834507753627
OK	"Task[1].Design Space DOE[1].Uncertainty MCS[64]"	64	36.252	10.4745	15.8559	30.547	139	8.1	4.8	3.1	36.252	10.4745	15.8559	30.547	0	35.97676953387468	10.573548403257734	15.890758993956762	30.559726523297442	135.64129515152493	7.395696911449388	45.79366094546049	4.6395945130582605	3.108351306852193	0.886870230407597	500	42.82961354092625	1.943355963339288	0.0010188043658948
OK	"Task[1].Design Space DOE[1].Uncertainty MCS[65]"	65	30.443	11.8438	12.5526	34.979	139	8.1	4.8	3.1	30.443	11.8438	12.5526	34.979	0	30.21187230827946	11.95579670423447	12.580196731030194	34.9935729878031	135.64129515152493	7.395696911449388	38.94990319002568	4.6395945130582605	3.108351306852193	0.8680867157964895	500	36.558615047189534	1.5280007953195	0.000972720148277
OK	"Task[1].Design Space DOE[1].Uncertainty MCS[66]"	66	40.216	12.5598	17.6456	30.414	139	8.1	4.8	3.1	40.216	12.5598	17.6456	30.414	0	39.910674268297036	12.678567304905863	17.684393626584644	30.426671112697434	135.64129515152493	7.395696911449388	55.407701538561014	4.6395945130582605	3.108351306852193	0.9138417843413419	500	51.72350586499424	2.388535528072256	0.001085194239702
OK	"Task[1].Design Space DOE[1].Uncertainty MCS[67]"	67	41.268	11.445	13.3453	29.273	139	8.1	4.8	3.1	41.268	11.445	13.3453	29.273	0	40.954687331014576	11.553225593134256	13.374639471871744	29.285195748076276	135.64129515152493	7.395696911449388	47.996465491189156	4.6395945130582605	3.108351306852193	0.8936974804398589	500	44.77469945770721	2.087014762485571	0.0010669354145833
