Config	A	B	C	D	MeanLoad	MeanMass	ReliableLoad	SDLoad
4	43.2	14.41996559	18	34.3550349	68.99915311	0.947499997	60.95175545	2.68248646
5	28.8	12.14852518	12	24	38.67372331	0.817500355	33.43757896	1.745394835
5	30.1329493	14.41996559	12	24	41.54842165	0.827499962	36.05654092	1.83064095
5	28.8	14.41996559	15.72898064	24	44.71577067	0.837500001	38.94298141	1.924277842
5	28.86180922	14.41996559	18	24	48.22304853	0.847499983	42.12324236	2.033284318
5	31.23516319	14.41996559	18	24	51.19746803	0.857500006	44.76636889	2.143716152
5	33.61095762	14.41996559	18	24	54.4183833	0.867500008	47.71555685	2.234292618
5	35.95841528	14.41996559	18	24	57.37418789	0.877500209	50.3680039	2.335412574
5	38.28862232	14.41996559	18	24	60.06210444	0.8875	52.71833691	2.447941283
5	40.65250711	14.41996559	18	24	62.95310708	0.897499999	55.31833963	2.544942002
5	43.2	14.41996559	17.96668389	24	67.16995732	0.9075	59.50750668	2.554169803
5	43.2	14.41996559	18	26.60133883	67.73544361	0.917500112	59.9647524	2.590250268
5	43.2	14.41996559	18	29.19384086	68.14268273	0.927500004	60.26667972	2.625354472
5	43.2	14.41996559	18	31.77759127	68.55122678	0.9375	60.58199082	2.656432359
5	43.2	14.41996559	18	34.3550349	68.99915311	0.947499997	60.95175545	2.68248646
6	28.8	12.14852518	12	24	38.67372331	0.817500355	33.43757896	1.745394835
6	30.1329493	14.41996559	12	24	41.54842165	0.827499962	36.05654092	1.83064095
6	28.8	14.41996559	15.72898064	24	44.71577067	0.837500001	38.94298141	1.924277842
6	28.86180922	14.41996559	18	24	48.22304853	0.847499983	42.12324236	2.033284318
6	31.23516319	14.41996559	18	24	51.19746803	0.857500006	44.76636889	2.143716152
6	33.61095762	14.41996559	18	24	54.4183833	0.867500008	47.71555685	2.234292618
6	35.95841528	14.41996559	18	24	57.37418789	0.877500209	50.3680039	2.335412574
6	38.28862232	14.41996559	18	24	60.06210444	0.8875	52.71833691	2.447941283
6	40.65250711	14.41996559	18	24	62.95310708	0.897499999	55.31833963	2.544942002
6	43.2	14.41996559	17.96668389	24	67.16995732	0.9075	59.50750668	2.554169803
6	43.2	14.41996559	18	26.60133883	67.73544361	0.917500112	59.9647524	2.590250268
6	43.2	14.41996559	18	29.19384086	68.14268273	0.927500004	60.26667972	2.625354472
6	43.2	14.41996559	18	31.77759127	68.55122678	0.9375	60.58199082	2.656432359
6	43.2	14.41996559	18	34.3550349	68.99915311	0.947499997	60.95175545	2.68248646
7	28.8	12.14852518	12	24	38.67372331	0.817500355	33.43757896	1.745394835
7	30.1329493	14.41996559	12	24	41.54842165	0.827499962	36.05654092	1.83064095
7	28.8	14.41996559	15.72898064	24	44.71577067	0.837500001	38.94298141	1.924277842
7	28.86180922	14.41996559	18	24	48.22304853	0.847499983	42.12324236	2.033284318
7	31.23516319	14.41996559	18	24	51.19746803	0.857500006	44.76636889	2.143716152
7	33.61095762	14.41996559	18	24	54.4183833	0.867500008	47.71555685	2.234292618
7	35.95841528	14.41996559	18	24	57.37418789	0.877500209	50.3680039	2.335412574
7	38.28862232	14.41996559	18	24	60.06210444	0.8875	52.71833691	2.447941283
7	40.65250711	14.41996559	18	24	62.95310708	0.897499999	55.31833963	2.544942002
7	43.2	14.41996559	17.96668389	24	67.16995732	0.9075	59.50750668	2.554169803
7	43.2	14.41996559	18	26.60133883	67.73544361	0.917500112	59.9647524	2.590250268
7	43.2	14.41996559	18	29.19384086	68.14268273	0.927500004	60.26667972	2.625354472
7	43.2	14.41996559	18	31.77759127	68.55122678	0.9375	60.58199082	2.656432359
7	43.2	14.41996559	18	34.3550349	68.99915311	0.947499997	60.95175545	2.68248646
8	28.8	12.14852518	12	24	38.67372331	0.817500355	33.43757896	1.745394835
8	30.1329493	14.41996559	12	24	41.54842165	0.827499962	36.05654092	1.83064095
8	28.8	14.41996559	15.72898064	24	44.71577067	0.837500001	38.94298141	1.924277842
8	28.86180922	14.41996559	18	24	48.22304853	0.847499983	42.12324236	2.033284318
8	31.23516319	14.41996559	18	24	51.19746803	0.857500006	44.76636889	2.143716152
8	33.61095762	14.41996559	18	24	54.4183833	0.867500008	47.71555685	2.234292618
8	35.95841528	14.41996559	18	24	57.37418789	0.877500209	50.3680039	2.335412574
8	38.28862232	14.41996559	18	24	60.06210444	0.8875	52.71833691	2.447941283
8	40.65250711	14.41996559	18	24	62.95310708	0.897499999	55.31833963	2.544942002
8	43.2	14.41996559	17.96668389	24	67.16995732	0.9075	59.50750668	2.554169803
8	43.2	14.41996559	18	26.60133883	67.73544361	0.917500112	59.9647524	2.590250268
8	43.2	14.41996559	18	29.19384086	68.14268273	0.927500004	60.26667972	2.625354472
8	43.2	14.41996559	18	31.77759127	68.55122678	0.9375	60.58199082	2.656432359
8	43.2	14.41996559	18	34.3550349	68.99915311	0.947499997	60.95175545	2.68248646
9	28.8	12.14852518	12	24	38.67372331	0.817500355	33.43757896	1.745394835
9	30.1329493	14.41996559	12	24	41.54842165	0.827499962	36.05654092	1.83064095
9	28.8	14.41996559	15.72898064	24	44.71577067	0.837500001	38.94298141	1.924277842
9	28.86180922	14.41996559	18	24	48.22304853	0.847499983	42.12324236	2.033284318
9	31.23516319	14.41996559	18	24	51.19746803	0.857500006	44.76636889	2.143716152
9	33.61095762	14.41996559	18	24	54.4183833	0.867500008	47.71555685	2.234292618
9	35.95841528	14.41996559	18	24	57.37418789	0.877500209	50.3680039	2.335412574
9	38.28862232	14.41996559	18	24	60.06210444	0.8875	52.71833691	2.447941283
9	40.65250711	14.41996559	18	24	62.95310708	0.897499999	55.31833963	2.544942002
9	43.2	14.41996559	17.96668389	24	67.16995732	0.9075	59.50750668	2.554169803
9	43.2	14.41996559	18	26.60133883	67.73544361	0.917500112	59.9647524	2.590250268
9	43.2	14.41996559	18	29.19384086	68.14268273	0.927500004	60.26667972	2.625354472
9	43.2	14.41996559	18	31.77759127	68.55122678	0.9375	60.58199082	2.656432359
9	43.2	14.41996559	18	34.3550349	68.99915311	0.947499997	60.95175545	2.68248646
10	28.8	12.14852518	12	24	38.67372331	0.817500355	33.43757896	1.745394835
10	30.1329493	14.41996559	12	24	41.54842165	0.827499962	36.05654092	1.83064095
10	28.8	14.41996559	15.72898064	24	44.71577067	0.837500001	38.94298141	1.924277842
10	28.86180922	14.41996559	18	24	48.22304853	0.847499983	42.12324236	2.033284318
10	31.23516319	14.41996559	18	24	51.19746803	0.857500006	44.76636889	2.143716152
10	33.61095762	14.41996559	18	24	54.4183833	0.867500008	47.71555685	2.234292618
10	35.95841528	14.41996559	18	24	57.37418789	0.877500209	50.3680039	2.335412574
10	38.28862232	14.41996559	18	24	60.06210444	0.8875	52.71833691	2.447941283
10	40.65250711	14.41996559	18	24	62.95310708	0.897499999	55.31833963	2.544942002
10	43.2	14.41996559	17.96668389	24	67.16995732	0.9075	59.50750668	2.554169803
10	43.2	14.41996559	18	26.60133883	67.73544361	0.917500112	59.9647524	2.590250268
10	43.2	14.41996559	18	29.19384086	68.14268273	0.927500004	60.26667972	2.625354472
10	43.2	14.41996559	18	31.77759127	68.55122678	0.9375	60.58199082	2.656432359
10	43.2	14.41996559	18	34.3550349	68.99915311	0.947499997	60.95175545	2.68248646
11	28.8	12.14852518	12	24	38.67372331	0.817500355	33.43757896	1.745394835
11	30.1329493	14.41996559	12	24	41.54842165	0.827499962	36.05654092	1.83064095
11	28.8	14.41996559	15.72898064	24	44.71577067	0.837500001	38.94298141	1.924277842
11	28.86180922	14.41996559	18	24	48.22304853	0.847499983	42.12324236	2.033284318
11	31.23516319	14.41996559	18	24	51.19746803	0.857500006	44.76636889	2.143716152
11	33.61095762	14.41996559	18	24	54.4183833	0.867500008	47.71555685	2.234292618
11	35.95841528	14.41996559	18	24	57.37418789	0.877500209	50.3680039	2.335412574
11	38.28862232	14.41996559	18	24	60.06210444	0.8875	52.71833691	2.447941283
11	40.65250711	14.41996559	18	24	62.95310708	0.897499999	55.31833963	2.544942002
11	43.2	14.41996559	17.96668389	24	67.16995732	0.9075	59.50750668	2.554169803
11	43.2	14.41996559	18	26.60133883	67.73544361	0.917500112	59.9647524	2.590250268
11	43.2	14.41996559	18	29.19384086	68.14268273	0.927500004	60.26667972	2.625354472
11	43.2	14.41996559	18	31.77759127	68.55122678	0.9375	60.58199082	2.656432359
11	43.2	14.41996559	18	34.3550349	68.99915311	0.947499997	60.95175545	2.68248646
12	28.8	12.14852518	12	24	38.67372331	0.817500355	33.43757896	1.745394835
12	30.1329493	14.41996559	12	24	41.54842165	0.827499962	36.05654092	1.83064095
12	28.8	14.41996559	15.72898064	24	44.71577067	0.837500001	38.94298141	1.924277842
12	28.86180922	14.41996559	18	24	48.22304853	0.847499983	42.12324236	2.033284318
12	31.23516319	14.41996559	18	24	51.19746803	0.857500006	44.76636889	2.143716152
12	33.61095762	14.41996559	18	24	54.4183833	0.867500008	47.71555685	2.234292618
12	35.95841528	14.41996559	18	24	57.37418789	0.877500209	50.3680039	2.335412574
12	38.28862232	14.41996559	18	24	60.06210444	0.8875	52.71833691	2.447941283
12	40.65250711	14.41996559	18	24	62.95310708	0.897499999	55.31833963	2.544942002
12	43.2	14.41996559	17.96668389	24	67.16995732	0.9075	59.50750668	2.554169803
12	43.2	14.41996559	18	26.60133883	67.73544361	0.917500112	59.9647524	2.590250268
12	43.2	14.41996559	18	29.19384086	68.14268273	0.927500004	60.26667972	2.625354472
12	43.2	14.41996559	18	31.77759127	68.55122678	0.9375	60.58199082	2.656432359
12	43.2	14.41996559	18	34.3550349	68.99915311	0.947499997	60.95175545	2.68248646
13	28.8	12.14852518	12	24	38.67372331	0.817500355	33.43757896	1.745394835
13	30.1329493	14.41996559	12	24	41.54842165	0.827499962	36.05654092	1.83064095
13	28.8	14.41996559	15.72898064	24	44.71577067	0.837500001	38.94298141	1.924277842
13	28.86180922	14.41996559	18	24	48.22304853	0.847499983	42.12324236	2.033284318
13	31.23516319	14.41996559	18	24	51.19746803	0.857500006	44.76636889	2.143716152
13	33.61095762	14.41996559	18	24	54.4183833	0.867500008	47.71555685	2.234292618
13	35.95841528	14.41996559	18	24	57.37418789	0.877500209	50.3680039	2.335412574
13	38.28862232	14.41996559	18	24	60.06210444	0.8875	52.71833691	2.447941283
13	40.65250711	14.41996559	18	24	62.95310708	0.897499999	55.31833963	2.544942002
13	43.2	14.41996559	17.96668389	24	67.16995732	0.9075	59.50750668	2.554169803
13	43.2	14.41996559	18	26.60133883	67.73544361	0.917500112	59.9647524	2.590250268
13	43.2	14.41996559	18	29.19384086	68.14268273	0.927500004	60.26667972	2.625354472
13	43.2	14.41996559	18	31.77759127	68.55122678	0.9375	60.58199082	2.656432359
13	43.2	14.41996559	18	34.3550349	68.99915311	0.947499997	60.95175545	2.68248646
14	28.8	12.14852518	12	24	38.67372331	0.817500355	33.43757896	1.745394835
14	30.1329493	14.41996559	12	24	41.54842165	0.827499962	36.05654092	1.83064095
14	28.8	14.41996559	15.72898064	24	44.71577067	0.837500001	38.94298141	1.924277842
14	28.86180922	14.41996559	18	24	48.22304853	0.847499983	42.12324236	2.033284318
14	31.23516319	14.41996559	18	24	51.19746803	0.857500006	44.76636889	2.143716152
14	33.61095762	14.41996559	18	24	54.4183833	0.867500008	47.71555685	2.234292618
14	35.95841528	14.41996559	18	24	57.37418789	0.877500209	50.3680039	2.335412574
14	38.28862232	14.41996559	18	24	60.06210444	0.8875	52.71833691	2.447941283
14	40.65250711	14.41996559	18	24	62.95310708	0.897499999	55.31833963	2.544942002
14	43.2	14.41996559	17.96668389	24	67.16995732	0.9075	59.50750668	2.554169803
14	43.2	14.41996559	18	26.60133883	67.73544361	0.917500112	59.9647524	2.590250268
14	43.2	14.41996559	18	29.19384086	68.14268273	0.927500004	60.26667972	2.625354472
14	43.2	14.41996559	18	31.77759127	68.55122678	0.9375	60.58199082	2.656432359
14	43.2	14.41996559	18	34.3550349	68.99915311	0.947499997	60.95175545	2.68248646
15	28.8	12.14852518	12	24	38.67372331	0.817500355	33.43757896	1.745394835
15	30.1329493	14.41996559	12	24	41.54842165	0.827499962	36.05654092	1.83064095
15	28.8	14.41996559	15.72898064	24	44.71577067	0.837500001	38.94298141	1.924277842
15	28.86180922	14.41996559	18	24	48.22304853	0.847499983	42.12324236	2.033284318
15	31.23516319	14.41996559	18	24	51.19746803	0.857500006	44.76636889	2.143716152
15	33.61095762	14.41996559	18	24	54.4183833	0.867500008	47.71555685	2.234292618
15	35.95841528	14.41996559	18	24	57.37418789	0.877500209	50.3680039	2.335412574
15	38.28862232	14.41996559	18	24	60.06210444	0.8875	52.71833691	2.447941283
15	40.65250711	14.41996559	18	24	62.95310708	0.897499999	55.31833963	2.544942002
15	43.2	14.41996559	17.96668389	24	67.16995732	0.9075	59.50750668	2.554169803
15	43.2	14.41996559	18	26.60133883	67.73544361	0.917500112	59.9647524	2.590250268
15	43.2	14.41996559	18	29.19384086	68.14268273	0.927500004	60.26667972	2.625354472
15	43.2	14.41996559	18	31.77759127	68.55122678	0.9375	60.58199082	2.656432359
15	43.2	14.41996559	18	34.3550349	68.99915311	0.947499997	60.95175545	2.68248646
16	28.8	12.14852518	12	24	38.67372331	0.817500355	33.43757896	1.745394835
16	30.1329493	14.41996559	12	24	41.54842165	0.827499962	36.05654092	1.83064095
16	28.8	14.41996559	15.72898064	24	44.71577067	0.837500001	38.94298141	1.924277842
16	28.86180922	14.41996559	18	24	48.22304853	0.847499983	42.12324236	2.033284318
16	31.23516319	14.41996559	18	24	51.19746803	0.857500006	44.76636889	2.143716152
16	33.61095762	14.41996559	18	24	54.4183833	0.867500008	47.71555685	2.234292618
16	35.95841528	14.41996559	18	24	57.37418789	0.877500209	50.3680039	2.335412574
16	38.28862232	14.41996559	18	24	60.06210444	0.8875	52.71833691	2.447941283
16	40.65250711	14.41996559	18	24	62.95310708	0.897499999	55.31833963	2.544942002
16	43.2	14.41996559	17.96668389	24	67.16995732	0.9075	59.50750668	2.554169803
16	43.2	14.41996559	18	26.60133883	67.73544361	0.917500112	59.9647524	2.590250268
16	43.2	14.41996559	18	29.19384086	68.14268273	0.927500004	60.26667972	2.625354472
16	43.2	14.41996559	18	31.77759127	68.55122678	0.9375	60.58199082	2.656432359
16	43.2	14.41996559	18	34.3550349	68.99915311	0.947499997	60.95175545	2.68248646
17	28.8	12.14852518	12	24	38.67372331	0.817500355	33.43757896	1.745394835
17	30.1329493	14.41996559	12	24	41.54842165	0.827499962	36.05654092	1.83064095
17	28.8	14.41996559	15.72898064	24	44.71577067	0.837500001	38.94298141	1.924277842
17	28.86180922	14.41996559	18	24	48.22304853	0.847499983	42.12324236	2.033284318
17	31.23516319	14.41996559	18	24	51.19746803	0.857500006	44.76636889	2.143716152
17	33.61095762	14.41996559	18	24	54.4183833	0.867500008	47.71555685	2.234292618
17	35.95841528	14.41996559	18	24	57.37418789	0.877500209	50.3680039	2.335412574
17	38.28862232	14.41996559	18	24	60.06210444	0.8875	52.71833691	2.447941283
17	40.65250711	14.41996559	18	24	62.95310708	0.897499999	55.31833963	2.544942002
17	43.2	14.41996559	17.96668389	24	67.16995732	0.9075	59.50750668	2.554169803
17	43.2	14.41996559	18	26.60133883	67.73544361	0.917500112	59.9647524	2.590250268
17	43.2	14.41996559	18	29.19384086	68.14268273	0.927500004	60.26667972	2.625354472
17	43.2	14.41996559	18	31.77759127	68.55122678	0.9375	60.58199082	2.656432359
17	43.2	14.41996559	18	34.3550349	68.99915311	0.947499997	60.95175545	2.68248646
18	28.8	12.14852518	12	24	38.67372331	0.817500355	33.43757896	1.745394835
18	30.1329493	14.41996559	12	24	41.54842165	0.827499962	36.05654092	1.83064095
18	28.8	14.41996559	15.72898064	24	44.71577067	0.837500001	38.94298141	1.924277842
18	28.86180922	14.41996559	18	24	48.22304853	0.847499983	42.12324236	2.033284318
18	31.23516319	14.41996559	18	24	51.19746803	0.857500006	44.76636889	2.143716152
18	33.61095762	14.41996559	18	24	54.4183833	0.867500008	47.71555685	2.234292618
18	35.95841528	14.41996559	18	24	57.37418789	0.877500209	50.3680039	2.335412574
18	38.28862232	14.41996559	18	24	60.06210444	0.8875	52.71833691	2.447941283
18	40.65250711	14.41996559	18	24	62.95310708	0.897499999	55.31833963	2.544942002
18	43.2	14.41996559	17.96668389	24	67.16995732	0.9075	59.50750668	2.554169803
18	43.2	14.41996559	18	26.60133883	67.73544361	0.917500112	59.9647524	2.590250268
18	43.2	14.41996559	18	29.19384086	68.14268273	0.927500004	60.26667972	2.625354472
18	43.2	14.41996559	18	31.77759127	68.55122678	0.9375	60.58199082	2.656432359
18	43.2	14.41996559	18	34.3550349	68.99915311	0.947499997	60.95175545	2.68248646
19	28.8	12.14852518	12	24	38.67372331	0.817500355	33.43757896	1.745394835
19	30.1329493	14.41996559	12	24	41.54842165	0.827499962	36.05654092	1.83064095
19	28.8	14.41996559	15.72898064	24	44.71577067	0.837500001	38.94298141	1.924277842
19	28.86180922	14.41996559	18	24	48.22304853	0.847499983	42.12324236	2.033284318
19	31.23516319	14.41996559	18	24	51.19746803	0.857500006	44.76636889	2.143716152
19	33.61095762	14.41996559	18	24	54.4183833	0.867500008	47.71555685	2.234292618
19	35.95841528	14.41996559	18	24	57.37418789	0.877500209	50.3680039	2.335412574
19	38.28862232	14.41996559	18	24	60.06210444	0.8875	52.71833691	2.447941283
19	40.65250711	14.41996559	18	24	62.95310708	0.897499999	55.31833963	2.544942002
19	43.2	14.41996559	17.96668389	24	67.16995732	0.9075	59.50750668	2.554169803
19	43.2	14.41996559	18	26.60133883	67.73544361	0.917500112	59.9647524	2.590250268
19	43.2	14.41996559	18	29.19384086	68.14268273	0.927500004	60.26667972	2.625354472
19	43.2	14.41996559	18	31.77759127	68.55122678	0.9375	60.58199082	2.656432359
19	43.2	14.41996559	18	34.3550349	68.99915311	0.947499997	60.95175545	2.68248646
20	28.8	12.14852518	12	24	38.67372331	0.817500355	33.43757896	1.745394835
20	30.1329493	14.41996559	12	24	41.54842165	0.827499962	36.05654092	1.83064095
20	28.8	14.41996559	15.72898064	24	44.71577067	0.837500001	38.94298141	1.924277842
20	28.86180922	14.41996559	18	24	48.22304853	0.847499983	42.12324236	2.033284318
20	31.23516319	14.41996559	18	24	51.19746803	0.857500006	44.76636889	2.143716152
20	33.61095762	14.41996559	18	24	54.4183833	0.867500008	47.71555685	2.234292618
20	35.95841528	14.41996559	18	24	57.37418789	0.877500209	50.3680039	2.335412574
20	38.28862232	14.41996559	18	24	60.06210444	0.8875	52.71833691	2.447941283
20	40.65250711	14.41996559	18	24	62.95310708	0.897499999	55.31833963	2.544942002
20	43.2	14.41996559	17.96668389	24	67.16995732	0.9075	59.50750668	2.554169803
20	43.2	14.41996559	18	26.60133883	67.73544361	0.917500112	59.9647524	2.590250268
20	43.2	14.41996559	18	29.19384086	68.14268273	0.927500004	60.26667972	2.625354472
20	43.2	14.41996559	18	31.77759127	68.55122678	0.9375	60.58199082	2.656432359
20	43.2	14.41996559	18	34.3550349	68.99915311	0.947499997	60.95175545	2.68248646
21	28.8	12.14852518	12	24	38.67372331	0.817500355	33.43757896	1.745394835
21	30.1329493	14.41996559	12	24	41.54842165	0.827499962	36.05654092	1.83064095
21	28.8	14.41996559	15.72898064	24	44.71577067	0.837500001	38.94298141	1.924277842
21	28.86180922	14.41996559	18	24	48.22304853	0.847499983	42.12324236	2.033284318
21	31.23516319	14.41996559	18	24	51.19746803	0.857500006	44.76636889	2.143716152
21	33.61095762	14.41996559	18	24	54.4183833	0.867500008	47.71555685	2.234292618
21	35.95841528	14.41996559	18	24	57.37418789	0.877500209	50.3680039	2.335412574
21	38.28862232	14.41996559	18	24	60.06210444	0.8875	52.71833691	2.447941283
21	40.65250711	14.41996559	18	24	62.95310708	0.897499999	55.31833963	2.544942002
21	43.2	14.41996559	17.96668389	24	67.16995732	0.9075	59.50750668	2.554169803
21	43.2	14.41996559	18	26.60133883	67.73544361	0.917500112	59.9647524	2.590250268
21	43.2	14.41996559	18	29.19384086	68.14268273	0.927500004	60.26667972	2.625354472
21	43.2	14.41996559	18	31.77759127	68.55122678	0.9375	60.58199082	2.656432359
21	43.2	14.41996559	18	34.3550349	68.99915311	0.947499997	60.95175545	2.68248646
22	28.8	12.14852518	12	24	38.67372331	0.817500355	33.43757896	1.745394835
22	30.1329493	14.41996559	12	24	41.54842165	0.827499962	36.05654092	1.83064095
22	28.8	14.41996559	15.72898064	24	44.71577067	0.837500001	38.94298141	1.924277842
22	28.86180922	14.41996559	18	24	48.22304853	0.847499983	42.12324236	2.033284318
22	31.23516319	14.41996559	18	24	51.19746803	0.857500006	44.76636889	2.143716152
22	33.61095762	14.41996559	18	24	54.4183833	0.867500008	47.71555685	2.234292618
22	35.95841528	14.41996559	18	24	57.37418789	0.877500209	50.3680039	2.335412574
22	38.28862232	14.41996559	18	24	60.06210444	0.8875	52.71833691	2.447941283
22	40.65250711	14.41996559	18	24	62.95310708	0.897499999	55.31833963	2.544942002
22	43.2	14.41996559	17.96668389	24	67.16995732	0.9075	59.50750668	2.554169803
22	43.2	14.41996559	18	26.60133883	67.73544361	0.917500112	59.9647524	2.590250268
22	43.2	14.41996559	18	29.19384086	68.14268273	0.927500004	60.26667972	2.625354472
22	43.2	14.41996559	18	31.77759127	68.55122678	0.9375	60.58199082	2.656432359
22	43.2	14.41996559	18	34.3550349	68.99915311	0.947499997	60.95175545	2.68248646
