"Status Code/Type"	"Row Name"	"Run #"	"Mapped Attributes and Options.Output Constraint Attributes.MeanMass - Lower Bound"	"Mapped Attributes and Options.Output Constraint Attributes.MeanMass - Upper Bound"	A	B	C	D	TargetMass	MeanLoad	MeanMass	"Optimization1 Results.Constraint Values at Optimum.MeanMass (Lower Bound Constraint)"	"Optimization1 Results.Constraint Values at Optimum.MeanMass (Upper Bound Constraint)"	"Optimization1 Results.Optimal Design.A"	"Optimization1 Results.Optimal Design.B"	"Optimization1 Results.Optimal Design.C"	"Optimization1 Results.Optimal Design.D"	"Optimization1 Results.Optimal Design.MeanLoad"	"Optimization1 Results.Optimal Design.MeanMass"	"Optimization1 Results.Optimal Design.Objective and Penalty"	"Optimization1 Results.Optimal Design.Objective Function"	"Optimization1 Results.Optimal Design.Penalty Function"	"Optimization1 Results.Optimal Design.ReliableLoad"	"Optimization1 Results.Optimal Design.Run #"	"Optimization1 Results.Optimal Design.SDLoad"	ReliableLoad	SDLoad
OK	Task[1].Loop[1]/Subflow[57]	57	0.8725	0.8734999999999999	36	12	15	30	0.873	40.512119370804314	0.8725000004752936	-0.0000000005379667	-0.0011318613748798	28.8	9.6	14.642654038955666	36	40.512119370804314	0.8725000004752936	0.8195395991722095	0.8195395991722095	0	35.26960132015252	91	1.7475194189097394	35.26960132015252	1.7475194189097394
OK	Task[1].Loop[1]/Subflow[58]	58	0.8735	0.8744999999999999	36	12	15	30	0.874	40.68523342216673	0.8735000019984613	-0.0000000022619822	-0.0011318596508643	28.8	9.6	14.878020455444416	36	40.68523342216673	0.8735000019984613	0.8230458073839426	0.8230458073839426	0	35.41803331305003	91	1.7557468348131167	35.41803331305003	1.7557468348131167
OK	Task[1].Loop[1]/Subflow[59]	59	0.8745	0.8755	36	12	15	30	0.875	40.8635522455274	0.8745000007595783	-0.0000000008597377	-0.0011318610531088	28.8	9.6	15.11434339100258	36	40.8635522455274	0.8745000007595783	0.8266454512006693	0.8266454512006693	0	35.57743354956331	91	1.7620530787753168	35.57743354956331	1.7620530787753168
OK	Task[1].Loop[1]/Subflow[60]	60	0.8755000000000001	0.8765	36	12	15	30	0.876	41.04693802503172	0.8754999963878375	0.0000000040884692	-0.0011318660013157	28.8	9.6	15.351615285028927	36	41.04693802503172	0.8754999963878375	0.8303360378427899	0.8303360378427899	0	35.74752177034351	91	1.7664856323256046	35.74752177034351	1.7664856323256046
OK	Task[1].Loop[1]/Subflow[61]	61	0.8765000000000001	0.8775	36	12	15	30	0.877	41.23481444605841	0.8764999871539407	0.0000000145399653	-0.0011318764528118	28.83543191737665	9.6	15.553501982957384	36	41.23481444605841	0.8764999871539407	0.8341157250406795	0.8341157250406795	0	35.922465896840194	91	1.770796430211952	35.922465896840194	1.770796430211952
OK	Task[1].Loop[1]/Subflow[62]	62	0.8775000000000001	0.8785	36	12	15	30	0.878	41.42738031868515	0.8774999057214585	0.0000001067102904	-0.0011319686231369	28.865567702827022	9.6	15.761276704973035	36	41.42738031868515	0.8774999057214585	0.8379822358820925	0.8379822358820925	0	36.105859292183695	96	1.7738539460703393	36.105859292183695	1.7738539460703393
OK	Task[1].Loop[1]/Subflow[63]	63	0.8785000000000001	0.8795	36	12	15	30	0.879	41.624302994224564	0.8784997089934545	0.0000003293792253	-0.0011321912920718	28.916035503542357	9.6	15.948506933416128	36	41.624302994224564	0.8784997089934545	0.8419373588928064	0.8419373588928064	0	36.2927870796497	96	1.7771856009624756	36.2927870796497	1.7771856009624756
OK	Task[1].Loop[1]/Subflow[64]	64	0.8795000000000001	0.8805	36	12	15	30	0.88	41.82608176547092	0.8794999015572176	0.0000001114236361	-0.0011319733364826	28.96140951195106	9.6	16.141118162349922	36	41.82608176547092	0.8794999015572176	0.8459863462904784	0.8459863462904784	0	36.48631657499705	101	1.7799353806679008	36.48631657499705	1.7799353806679008
OK	Task[1].Loop[1]/Subflow[65]	65	0.8805000000000001	0.8815	36	12	15	30	0.881	42.032295677400754	0.8804998192683688	0.0000002045632498	-0.0011320664760963	29.02577358613073	9.6	16.314096711168183	36	42.032295677400754	0.8804998192683688	0.850129303304973	0.850129303304973	0	36.68140004012896	101	1.7836455580394173	36.68140004012896	1.7836455580394173
OK	Task[1].Loop[1]/Subflow[66]	66	0.8815000000000001	0.8825	36	12	15	30	0.882	42.24337757738806	0.8814999631827515	0.0000000416720414	-0.0011319035848879	29.092093803566815	9.6	16.484809039023766	36	42.24337757738806	0.8814999631827515	0.8543718590229783	0.8543718590229783	0	36.88011240889442	107	1.7877687667211788	36.88011240889442	1.7877687667211788
OK	Task[1].Loop[1]/Subflow[67]	67	0.8825000000000001	0.8835	36	12	15	30	0.883	42.45936610002539	0.8824999881629276	0.0000000133979314	-0.001131875310778	29.15587433843458	9.6	16.657519283933933	36	42.45936610002539	0.8824999881629276	0.8587155562677015	0.8587155562677015	0	37.08207394157266	112	1.7924444658864402	37.08207394157266	1.7924444658864402
