A	B	C	D	Mean Eigval	Mean Mass	Reliable Eigval	SD Eigval	SD Mass
32.5643799	10.41828375	12.48835938	26.42235282	39.80435873	0.841906646	36.10986266	1.588109893	0.000889301
32.27211101	14.09967967	14.51834839	32.24142686	46.03328921	0.878126794	41.57024029	1.918478732	0.000965028
32.28600472	10.84509211	14.656752	26.08886464	41.91571943	0.849412399	37.91678699	1.718974399	0.000895394
32.60745846	10.20105197	12.24235914	25.88583317	39.3678623	0.838580374	35.73328417	1.56235367	0.000882175
32.31478455	13.93473453	16.83573195	31.20799649	49.08780117	0.883828056	44.36383382	2.030636693	0.000967983
32.32967067	13.30907361	17.4737315	30.81183151	49.09940182	0.883994855	44.37903867	2.029087397	0.000969471
32.34356438	14.39070587	15.96893048	28.54088578	47.88872173	0.870869637	43.24348114	1.996795339	0.00092836
32.66456258	9.940313535	14.25272671	25.7311251	40.86775475	0.84634127	37.01664069	1.655433439	0.000894412
32.67958999	10.52448819	14.15070955	25.35030525	41.27141113	0.845376372	37.36190765	1.680532615	0.000887958
32.38623792	11.33982656	14.42203711	35.47377297	43.47840051	0.886965177	39.33073472	1.782908665	0.001022898
32.40112403	12.75124815	14.17519562	29.87444114	43.91184753	0.865769693	39.67832937	1.819813026	0.000937596
32.41501774	12.94526562	12.67039459	31.49611648	42.65996948	0.866119118	38.56770248	1.759095037	0.000950126
32.42891145	13.59525443	17.44967874	26.12487964	48.88798807	0.866830971	44.17938615	2.024031734	0.00091402
32.44379757	14.24998769	15.89075899	32.12137687	48.28336461	0.884453962	43.61667313	2.006016184	0.000974264
32.76574709	10.26857267	12.10427126	32.98554506	40.32543697	0.86744611	36.60612698	1.598776362	0.000982458
32.76352498	13.96273525	12.15652295	34.19596189	43.38825099	0.876221579	39.16122186	1.817023658	0.000989344
32.79480007	11.41280744	13.35855278	25.38600711	41.32626338	0.844117816	37.39168963	1.691309278	0.000883333
32.80982747	9.800348744	13.99463628	28.04182893	40.96932199	0.854916718	37.12975949	1.650467904	0.000925391
32.51525094	11.84909719	17.65432767	31.35205649	47.50292076	0.885363405	42.92572945	1.967543791	0.000984994
32.52914465	12.13043262	17.38343342	26.07685964	46.75738476	0.86410513	42.23654476	1.943320708	0.000916522
32.54403077	13.99298015	12.58019673	27.21833501	43.09471809	0.851620133	38.91794069	1.795422537	0.000894802
32.55792448	13.67278066	14.8794405	26.97823502	45.61781105	0.859893132	41.19919468	1.899379032	0.000906927
32.57281059	13.73102628	17.05842045	29.21316575	49.18761368	0.877821962	44.46303482	2.030899555	0.00094904
32.5867043	12.99866585	17.53396363	30.33063112	48.95663714	0.882956814	44.25265735	2.022044871	0.000968405
32.60059801	14.05597022	13.47095075	24.31012389	43.83477924	0.844842776	39.56834646	1.833961649	0.000868306
32.61548413	11.40776296	13.93446755	26.79816003	42.09717186	0.851447589	38.08100506	1.726382734	0.000903519
32.62937784	14.33730564	12.65235502	26.24492964	43.34662921	0.849284203	39.12106643	1.816393341	0.000884892
32.64426396	10.62684769	16.65513578	24.92337928	44.05839592	0.854501912	39.8226368	1.820776318	0.00090185
32.65815767	13.91050759	16.69732834	31.0399265	49.24945681	0.88401799	44.51915457	2.033359798	0.000969982
32.67304379	11.64054355	14.16316924	27.61550041	42.70204894	0.856232176	38.6142701	1.757165766	0.000915561
32.6869375	11.62116199	17.7145598	35.64284337	48.0999404	0.903210546	43.48021612	1.985826939	0.001048979
32.70083121	10.99550107	14.24745413	28.22775538	42.3633234	0.858089759	38.33771579	1.730440944	0.00092594
32.71571732	12.50393139	12.05043461	30.67977652	41.62430463	0.860873481	37.64776104	1.709350364	0.000941758
32.72961103	12.66393019	17.94927469	33.26285223	49.56838413	0.896313706	44.81082303	2.045077246	0.001013161
32.74449715	12.59609474	15.9508909	28.19174038	46.04125772	0.867943937	41.59666586	1.910544811	0.000933618
33.06930061	10.70795963	12.98045979	30.59153689	41.45602842	0.863274432	37.57642859	1.667678282	0.000955162
33.08332618	13.33423365	12.33828125	24.15825975	42.04268293	0.83985165	37.97826893	1.747122192	0.00086521
32.78717069	11.18467315	15.22259326	33.45493222	44.32054968	0.883714088	40.08316777	1.821473888	0.001004181
32.8010644	10.76756587	14.56645391	32.73463226	43.17566179	0.877547734	39.07990855	1.760593627	0.000991774
33.12740656	9.747196285	13.48455047	31.47317453	41.20932047	0.867993963	37.37429841	1.648516158	0.000975154
32.82984423	13.42061852	15.78843453	30.21058112	47.33616382	0.876858181	42.77673904	1.959906701	0.000957048
32.84373794	14.31792409	15.15634794	25.86076965	46.78851515	0.859317139	42.24273255	1.954042494	0.000900003
33.17048511	10.27339558	14.15670468	27.12448943	41.78440357	0.854128307	37.84593853	1.692981986	0.000918598
32.87251777	13.313919	14.21137499	28.69695077	44.95531699	0.864333906	40.62005405	1.863548868	0.000928803
32.88740388	9.913868812	15.91481176	31.89328188	43.65962415	0.879133568	39.50638928	1.785302583	0.000992869
32.90129759	14.04627944	14.97575178	30.03050613	47.00671474	0.874119065	42.46626177	1.951751509	0.000949009
32.91618371	12.07228794	17.09459982	24.5392193	46.48104323	0.858548282	41.98840478	1.93119804	0.000903137
32.93007742	14.13844278	15.99308346	31.83325688	48.87633614	0.885659838	44.1738527	2.021401656	0.000978687
32.94397113	10.53468434	13.88024861	35.70286837	42.86492479	0.887028328	38.83754011	1.731204831	0.001035124
33.27166962	10.85274732	12.15233224	29.8527067	40.77947494	0.857841469	36.97475555	1.635490304	0.000942857
32.97275096	12.91619328	13.72380542	27.434425	43.82556829	0.857134547	39.60706169	1.813360181	0.000912722
32.98763708	13.65824449	13.76589776	34.645428	45.75081708	0.886680877	41.35041916	1.891547678	0.001005513
33.00153079	14.25483308	17.45569193	26.47302463	50.54768091	0.871888509	45.70367514	2.082236204	0.000926136
33.0154245	14.34699642	15.69813644	29.36923074	48.37555972	0.875669645	43.70472848	2.00779569	0.000946771
33.03031061	13.57092654	16.91400365	26.95422502	48.95125385	0.870234517	44.25248935	2.019803038	0.000928663
33.04420432	13.63886294	15.36701006	34.56139301	47.88059011	0.893335932	43.27888238	1.978082376	0.001014554
33.05909044	13.7213355	15.421229	26.00482965	46.81453465	0.860732736	42.291471	1.944276565	0.000907448
33.07298415	13.0908292	14.30768626	29.88644614	45.18040637	0.869815004	40.83159277	1.86937373	0.000947939
33.08787027	10.65602097	17.61223534	34.693448	47.1370547	0.899451301	42.63063095	1.937123763	0.00104431
33.10176398	10.34066687	14.13911648	28.35981037	42.1066616	0.858893305	38.14277417	1.703910013	0.00093505
33.11565769	11.33013578	14.37984455	30.84784651	43.53189611	0.871312327	39.38373723	1.783120629	0.000966873
33.13054381	12.9065025	17.28110896	25.93279965	48.43474302	0.867092141	43.77859236	2.001485124	0.000922402
33.14443752	12.01888771	14.86741412	24.83934428	43.85909914	0.851150846	39.62798932	1.81877778	0.000893933
33.15932364	13.77958112	16.57686408	27.89161539	49.03800368	0.873318119	44.33350391	2.022268392	0.000938666
33.17321735	11.26714572	14.12107691	33.62400263	43.62650336	0.881493272	39.48194423	1.781573244	0.001005337
33.18711106	11.60178043	16.61905663	35.36572797	47.20183917	0.899572849	42.68180701	1.942973451	0.001044588
33.20199717	11.03426419	17.29323556	34.52537801	47.30596148	0.898371534	42.78322883	1.944134277	0.001039574
33.21589088	12.41661343	16.55882451	27.01425002	46.98448409	0.867665389	42.46134601	1.944308558	0.000931486
33.230777	12.03826927	16.4805528	35.01758299	47.5474373	0.898347191	42.9894309	1.959296994	0.001037289
33.56019574	10.5968318	12.41032275	29.13767774	41.04438521	0.856911755	37.22524072	1.64169105	0.000939758
33.25955683	13.16351004	12.85700395	28.49186537	43.53179005	0.859201198	39.35305214	1.79626528	0.000924631
33.27345054	12.77557604	16.4144077	28.27577538	47.55109121	0.872798512	42.98089148	1.964538398	0.000945702
33.60327429	10.58718599	13.47256021	25.82633007	41.61302888	0.848384633	37.69844464	1.682716623	0.000903982
33.30223037	10.1661319	14.18130903	29.17715075	42.27228325	0.862944843	38.29952804	1.7077219	0.000949778
33.31612408	14.04143405	13.86220904	30.88386151	46.10114266	0.874458823	41.65620692	1.910692631	0.000959261
33.33101019	13.55639037	13.38676607	29.44126074	44.82055253	0.866099151	40.51053465	1.852697065	0.000939718
33.3449039	12.63001246	15.06003667	26.87019002	45.36653793	0.861699133	40.99421292	1.879480305	0.000920973
33.35879761	10.11273167	16.24583792	34.48836259	45.11609041	0.89336113	40.82756743	1.843457305	0.001038547
33.37368373	13.26536416	14.81930859	28.93705076	46.23158314	0.86988742	41.78271931	1.912381154	0.0009435
33.70445879	9.882338169	12.75844008	34.05759263	41.54221546	0.87815439	37.70280944	1.65040064	0.001017261
33.40246356	13.38670079	14.90960667	34.633423	47.33876424	0.892832705	42.79597106	1.952757465	0.001018936
33.41635727	13.74071706	13.13992459	27.8435954	44.55994036	0.859621493	40.26780006	1.845012239	0.000919788
33.43025098	10.48623045	16.47453961	32.66260226	45.66133563	0.887653349	41.31247181	1.869395316	0.001013037
33.76256475	10.84310151	13.87463372	24.14635913	42.04743593	0.844602955	38.05655306	1.715514226	0.000888755
33.45903081	9.749024623	17.75063895	31.29203149	45.97227341	0.886692876	41.57250893	1.891275388	0.001006085
33.47391693	12.69794886	15.90879857	27.39841	46.81454157	0.8679936	42.31083944	1.935953852	0.000934927
33.48781064	13.34299134	14.44608987	26.44901463	45.58318247	0.859403161	41.18943248	1.888690014	0.000913261
33.50269675	14.53132312	16.44447366	25.64467966	49.67705238	0.867200067	44.89109299	2.057284488	0.000917286
33.51659046	10.64138386	17.20895066	30.29461612	46.51614404	0.881800151	42.07688468	1.908252588	0.000986416
33.53048417	9.870260306	17.13067896	30.41466611	45.44515359	0.880976501	41.11051458	1.863280663	0.000990295
33.54537029	11.81517946	17.69652023	25.43959426	47.81332648	0.866765174	43.21767813	1.975477703	0.00092821
33.559264	13.90081681	16.13750026	34.58540301	49.978021	0.899293143	45.20367534	2.05229223	0.001026096
33.57415012	12.24197752	15.60783836	35.31770797	47.04879119	0.897601319	42.54226502	1.937167791	0.001040114
33.58804383	10.56870301	13.92845436	24.62325429	41.96288833	0.845740131	37.99783997	1.704409044	0.000894725
33.60193754	10.33097609	17.68439363	30.9678965	46.8752966	0.886456594	42.4022861	1.922760803	0.001001161
33.61682366	14.43915977	17.91319554	30.63175652	52.89904075	0.892605009	47.87774954	2.158443828	0.000986685
33.63071737	10.41829405	12.35740801	24.94738928	40.43922199	0.840290214	36.67773869	1.616904912	0.000890085
33.64560348	12.74640276	16.74543386	35.87093836	49.53679167	0.905619447	44.81088653	2.031469667	0.001054003
33.65949719	13.98813476	13.66958649	34.789488	46.71117506	0.890216962	42.22427392	1.928731806	0.001015458
33.67438331	13.66308988	13.34457352	29.83842614	45.29044288	0.869106272	40.93948205	1.870296733	0.000949551
33.68827702	11.38353601	13.10985863	31.41208148	42.88861424	0.870711028	38.83692693	1.74165152	0.000975789
33.70217073	11.93156976	14.58459371	33.47894222	45.27347506	0.886037612	40.94523944	1.860528116	0.001010948
33.71705685	10.07881395	17.87100298	25.18748927	45.96202985	0.864381438	41.5549885	1.89440341	0.000932454
33.73095056	10.82571055	12.9834814	35.83492337	42.97058854	0.887470354	38.95085536	1.72791577	0.001042167
33.74583668	10.44736638	15.19252731	33.25084723	44.51775952	0.885915237	40.30099053	1.812613255	0.001018035
33.75973039	12.28084158	15.21658007	32.98673725	46.44773902	0.887497738	41.99694525	1.913210754	0.001007404
33.7736241	11.04395497	13.16397735	33.57598264	43.03776332	0.879523389	38.99078831	1.739625898	0.001009147
33.78851022	10.6220023	15.25867241	27.25435001	43.98181883	0.862601184	39.7995817	1.797769445	0.000938157
33.80240393	11.07312825	14.55442753	31.60516189	44.25571448	0.877643781	40.05341405	1.806393823	0.000989488
33.81729004	10.54932146	13.70576585	34.14021761	43.29094989	0.883668197	39.22972546	1.745751129	0.001023055
33.83118375	13.01320202	14.99990476	33.22683724	47.23142589	0.888933687	42.70565374	1.945440834	0.001007754
33.84606987	13.58556365	14.84336135	29.03309076	47.20512315	0.87294161	42.6726754	1.9483104	0.000951516
34.18132835	10.18648277	12.93239882	27.06498633	41.46607184	0.852843153	37.60784938	1.658489043	0.000926396
33.87385729	13.61463599	13.39277926	29.18915575	45.4087045	0.86757498	41.04879265	1.874144402	0.000945023
33.88874341	12.7270212	17.83492384	32.61458226	50.87142278	0.898315791	46.03133057	2.080553929	0.001020105
34.2244069	12.33970995	13.18449412	26.10004434	43.41834472	0.853827765	39.26255504	1.786400791	0.000912187
33.91752324	13.12474692	15.55963261	34.03217261	48.37452343	0.895016179	43.74793073	1.988779383	0.001023013
33.93141695	10.60262074	16.30607005	24.43017389	44.86459582	0.856572624	40.57448155	1.844141334	0.00091441
33.94531066	13.62432677	15.39116305	31.1599765	48.44771901	0.883971604	43.80947894	1.993786107	0.000982817
33.96019677	11.02457341	16.07726813	35.76289337	46.75503941	0.901478174	42.30777911	1.911691863	0.001060584
33.97409048	12.57671318	12.6643814	32.56656227	43.88537591	0.876392217	39.70044373	1.798927939	0.000989396
33.9889766	13.79411729	14.11506371	29.00908076	46.62894066	0.870750922	42.14950354	1.925523336	0.000948529
34.00287031	10.53952973	17.97934064	24.67127429	46.92070053	0.864783066	42.42444679	1.932752099	0.000931189
34.01676402	11.63569816	14.18732223	29.59832615	44.31256861	0.869852495	40.08964722	1.815257915	0.00096202
34.03165014	13.46907241	14.10303733	29.52629615	46.35068974	0.872298404	41.90449445	1.911234061	0.000956138
34.04554385	9.904178033	13.75387138	24.95939428	41.6139615	0.84720866	37.71300346	1.676859288	0.000906378
34.06042997	10.39891249	15.40920262	33.34688723	45.03054942	0.888505918	40.76594106	1.833177408	0.001025526
34.07432368	9.768406181	13.94048074	34.24826261	42.93616856	0.885298291	38.92192737	1.725554997	0.001033246
34.0892098	11.45137147	15.11425561	28.13171538	45.05169619	0.868021549	40.74756488	1.850166675	0.000950838
34.1031035	9.710160561	17.7928315	24.40616389	45.56904931	0.862073244	41.19490987	1.880260254	0.000929808
34.11699721	10.88880156	16.80566599	33.31087223	47.35951129	0.895123087	42.8543743	1.936570638	0.001032686
34.13188333	11.36899985	14.39798435	35.43775797	45.20272833	0.894211422	40.91132115	1.844697102	0.001046766
34.14577704	11.23797244	16.90799046	24.5152093	46.58029233	0.861437036	42.11611916	1.918962001	0.000922378
34.16066316	11.03910958	13.56124883	29.05710076	43.18993138	0.864769421	39.11420911	1.751983148	0.000955294
34.17455687	13.15866465	17.72658618	31.0759415	51.55900737	0.893725413	46.67101182	2.101145577	0.001002416
34.18845058	12.82887533	13.95852031	29.61033115	45.54263581	0.871588418	41.18191079	1.874493952	0.000960311
34.2033367	10.00118677	16.81167918	24.34613889	45.00320925	0.858572975	40.70520262	1.84753393	0.00092267
34.21723041	10.76272049	16.23381154	34.4283376	46.73940006	0.897499916	42.30027009	1.908196973	0.001046872
34.23211653	13.25567338	13.5792884	26.20891464	45.1188997	0.85783939	40.78511701	1.862912569	0.000917361
34.24601024	14.44400516	15.58368538	26.46101963	49.26026044	0.869613562	44.52269175	2.036483341	0.000931941
34.26089635	13.4303093	13.71177904	35.35372297	46.86203121	0.894340759	42.38438763	1.924752366	0.001034604
34.27479006	12.29053236	13.26630182	31.30403649	44.41853635	0.874800391	40.18575427	1.819496614	0.00098112
34.28868377	14.35184181	16.22178515	31.0279215	50.98370218	0.889691499	46.1227334	2.089527898	0.000989909
34.30356989	10.95179162	13.90440159	26.17289964	43.15772659	0.855348547	39.07130465	1.756582491	0.000923891
34.3174636	13.32845517	14.8915671	34.09219761	48.16471332	0.894443916	43.56253658	1.978283986	0.001024906
34.33234972	14.48276827	16.45650004	27.07427502	50.92340891	0.876054715	46.05765124	2.091586441	0.000946056
34.34624343	13.82318963	16.5648377	29.26118575	50.72048242	0.883659845	45.89844136	2.072794492	0.00097302
34.36013714	14.38091415	15.54760623	26.71412503	49.32783165	0.870775657	44.59055883	2.036356159	0.000936353
34.37502326	12.91134789	15.16837432	30.30662112	47.50382728	0.880354357	42.95850204	1.953845893	0.000979131
34.38891697	11.56786271	15.8726192	31.31604149	46.90148694	0.885275926	42.4269725	1.92340728	0.001000907
34.40380308	10.54437512	17.90116916	35.67885837	48.97427905	0.91018159	44.32677499	1.997768306	0.001079646
34.41769679	13.51762725	17.22699024	26.19690964	50.90353036	0.874510367	46.06665021	2.079173202	0.000944624
34.4315905	14.46823211	14.09702414	28.44384537	47.60110363	0.871647225	43.0087468	1.974062815	0.000947533
34.44647662	13.82803502	12.48388546	25.81274966	44.44908641	0.853713858	40.16394589	1.842003327	0.000909507
34.78743356	11.43692198	12.31430072	28.88776471	42.49520884	0.861958181	38.4844082	1.724076041	0.000952562
34.47525645	13.97834304	12.1347195	25.11545927	43.96919143	0.850039699	39.71264435	1.829712197	0.000900374
34.48915016	9.923559591	13.86822223	32.46952185	43.19140454	0.879674323	39.15314027	1.735881512	0.001012388
34.50403628	10.20489502	13.81410351	24.2260889	42.25051612	0.847036582	38.27480326	1.708993269	0.000905333
34.51792999	14.17236051	13.63350734	32.50553685	47.41522218	0.88512303	42.86513613	1.955892368	0.000996759
34.74591439	13.07292887	17.96523106	24.73602848	51.21251103	0.87154079	46.40133887	2.068122405	0.00091276
34.54670982	10.7335472	16.04118899	28.25176538	45.93541352	0.873260804	41.56794053	1.877394623	0.000967514
34.56060353	13.33814595	13.17600373	33.32287723	46.06759632	0.88521295	41.66652431	1.891837443	0.001008503
34.57548964	11.92187898	17.36539385	26.35297463	48.86797476	0.873471624	44.20383309	2.004920123	0.000952207
34.58938335	10.11757706	15.85457963	24.88736428	44.48767498	0.85846887	40.25592751	1.819051879	0.000927976
34.60327706	12.23228674	14.26549371	27.54347041	45.29699537	0.865619679	40.96339013	1.862836288	0.000944779
34.94672402	10.36030839	12.28432506	32.67612892	42.30083209	0.876285802	38.3744356	1.687794218	0.001010373
34.63205689	9.942941149	15.571659	33.86410262	45.28821887	0.893203109	41.00795038	1.839909043	0.00104429
34.64694301	9.744179234	13.8201167	24.1420539	41.83146704	0.846615807	37.90218286	1.689035517	0.000907621
34.66083672	10.29221298	16.51673217	30.27060612	46.43528013	0.883186043	42.03212284	1.892733817	0.000999728
34.67572284	11.8637343	16.43244728	24.2020789	47.19479153	0.861602105	42.66947918	1.945243184	0.00092338
34.68961655	10.19520424	13.88636202	26.02883965	42.77408822	0.855165329	38.75556336	1.727396366	0.000929982
34.70351026	13.92019836	16.01713622	30.90787151	50.63171201	0.889385276	45.81795132	2.069235107	0.000994507
35.04790852	11.26309636	12.66841318	27.24349564	42.7583309	0.857767024	38.72355326	1.734382754	0.000938347
34.73229008	10.98581029	17.88904256	28.08369539	48.78199842	0.881585305	44.14100241	1.994970769	0.000980903
34.7471762	12.56692146	12.76670587	35.23367298	45.09156309	0.890704034	40.80171833	1.844025484	0.001038841
34.76106991	9.860569527	13.01354736	24.32212889	41.36323305	0.844574391	37.50674691	1.65774267	0.000906536
34.77496362	11.98496999	14.72901051	31.46010148	46.31423582	0.883277633	41.89622698	1.899117879	0.001000203
34.78984974	11.70363456	12.56205694	33.23884223	43.7404046	0.880849057	39.60438067	1.777904316	0.001013767
34.80374345	11.81033407	15.77630793	28.55289078	47.09168644	0.876101383	42.59565034	1.932658544	0.000970779
34.81862957	13.65339911	14.59662009	32.59057226	48.50806287	0.889959203	43.87771706	1.990392693	0.001009525
34.83252328	12.29537775	16.1917192	25.33154926	47.79786498	0.866343838	43.22169199	1.967106054	0.000935863
34.8474094	10.36014937	14.35579179	29.89845114	44.1242764	0.873441963	39.97060347	1.785490885	0.000983782
34.86130311	13.00835663	18.03355958	31.67719189	52.67198157	0.900064596	47.70228434	2.136265726	0.001022927
34.87519682	12.13527801	12.39960056	24.1540589	42.64916578	0.845707762	38.57201975	1.752595162	0.000899843
34.89008293	12.60094013	14.15715605	25.96881465	45.62765839	0.860972598	41.2544258	1.879870436	0.000929914
34.90397664	13.60009982	17.46771831	29.53830115	52.55291936	0.8905317	47.59790667	2.129953453	0.000991821
34.91886276	11.44652608	16.78151301	32.00132687	48.67252093	0.893940856	44.04859048	1.987634995	0.001024367
34.93275647	11.62600738	17.58206916	29.40524574	49.65654049	0.887346506	44.93956364	2.027631766	0.000996281
34.94665018	12.31475931	15.38514986	30.48669611	47.62303306	0.883453566	43.07780657	1.953803445	0.000993264
34.9615363	11.7327069	13.41683203	29.51429115	44.41733347	0.870447996	40.20078166	1.812519899	0.000971063
34.97543001	13.23144644	13.67559968	33.04676224	46.95443526	0.887847834	42.4742222	1.925856881	0.001014117
34.99031613	12.92103867	14.8132954	35.48577797	48.42765365	0.90190348	43.81581884	1.982435586	0.001055297
35.00420984	10.67055714	17.96130107	26.25693464	48.45797647	0.87537811	43.84680073	1.982152276	0.000964834
35.01810355	13.7697894	15.81850048	31.23200649	50.52249328	0.890887236	45.72306832	2.063072771	0.001002451
35.03298966	12.38269571	15.01193114	34.06818761	47.79592573	0.896519286	43.24075986	1.95807597	0.001039495
35.04688337	12.86763844	16.66114897	35.18565298	51.1205284	0.908691357	46.28222743	2.079783947	0.001063254
35.06176949	10.48138506	16.00510984	29.08111076	46.24350673	0.878235777	41.86078682	1.883948641	0.000986507
35.0756632	10.88395617	12.49591184	24.25009889	41.94740703	0.845118124	37.99966128	1.696971374	0.000906416
35.09054932	12.87258478	17.04038088	32.91470725	51.42649971	0.901497598	46.56299714	2.090617065	0.001035772
35.10444303	11.06828286	13.69975266	27.90362039	44.0246099	0.864874864	39.86376458	1.788573999	0.000956481
35.45164472	13.08796394	12.99844519	24.48056823	44.89846919	0.853413666	40.58816484	1.852820208	0.000912266
35.13322286	13.61948138	15.58979879	27.506455	49.51302121	0.875811202	44.79396216	2.028526816	0.000958903
35.14711657	11.34951734	17.73259937	26.04084465	49.17637381	0.87528447	44.49707523	2.011435449	0.000961617
35.16200269	13.96865226	16.28191706	27.7715654	51.17319112	0.880519963	46.31784815	2.087109596	0.000966494
35.1758964	11.17982776	15.4995007	30.9799015	46.73877405	0.885159698	42.29953101	1.908245578	0.001007391
35.18979011	13.02773819	15.37302326	25.34355426	48.02623775	0.865808747	43.42914726	1.97609762	0.00093536
35.20467622	12.77073065	15.42724219	34.729463	49.19349773	0.902195549	44.51487005	2.011147058	0.001052057
35.21856993	11.48054475	14.80728221	28.90103577	45.92968681	0.874619146	41.55872907	1.878892571	0.000976273
35.23345605	11.99466077	14.02476563	27.49445	45.3356029	0.866700469	41.01097979	1.858975244	0.000953432
35.24734976	11.55322559	14.15114286	28.94905576	45.25791044	0.872268912	40.95636333	1.849055833	0.00097318
35.57817822	11.68396192	12.0844493	35.2073861	43.79089158	0.888529851	39.62213117	1.791976367	0.001054204
35.27612959	11.77641635	13.41081884	28.40783037	44.57335776	0.86748917	40.33859222	1.820349219	0.000962097
35.2900233	11.43198991	12.68853439	24.39415889	42.78431033	0.8483493	38.72472601	1.745046117	0.000911991
35.30490942	11.05374669	15.97494367	29.55030615	47.15385173	0.881846764	42.67689416	1.924457478	0.000994394
35.31880313	12.57186779	17.93123511	32.01333187	52.39591031	0.902222501	47.45308402	2.124715028	0.001034671
35.66904114	11.84244811	12.37435196	29.37668187	43.71250052	0.868523378	39.56579102	1.782497599	0.000971968
35.34758295	13.27515589	16.34816238	33.64801263	51.37027063	0.903175116	46.51216435	2.088297425	0.001043317
35.36147666	9.947887484	15.46933453	32.83067225	45.72245226	0.891673846	41.40646617	1.855262552	0.001039724
35.37636278	10.51045739	18.02754639	28.47986037	49.09213483	0.885778771	44.4372545	2.000939058	0.000998044
35.39025649	9.909023422	14.2836335	33.28686223	44.45940899	0.888596266	40.28840793	1.792939529	0.001039907
35.40514261	11.10220059	17.43163917	26.14888964	48.76475712	0.875124826	44.1313201	1.991721472	0.000965188
35.41903632	10.3261307	13.54922245	24.68327929	42.95092293	0.851796548	38.91241893	1.735984562	0.000924123
35.43392244	11.82487024	16.1795926	33.79207263	49.09273227	0.901285839	44.43260942	2.003192604	0.001050906
35.44781615	11.37384524	13.68772628	31.78523688	45.13201865	0.882148418	40.86213947	1.83544311	0.001011
35.46170986	11.32044501	15.39717624	34.657433	47.55762763	0.900903966	43.04758661	1.938678679	0.001060722
35.47659598	10.442521	13.11587182	26.93021502	43.03900888	0.859195028	39.00933932	1.732187006	0.000948791
35.49048969	10.35045859	17.39556002	24.5752343	47.56204173	0.867990086	43.03943934	1.944078289	0.000950105
35.5053758	12.05765083	12.54401737	33.17881724	44.65274461	0.88408917	40.41615784	1.821132093	0.00102237
35.51926951	12.78042143	12.94128885	29.50128574	45.47193954	0.872463988	41.13496812	1.864283266	0.000974475
35.53316322	10.3940671	14.22340137	31.25601649	44.80675978	0.88131481	40.5936131	1.811056171	0.001011671
35.54804934	12.76578432	12.23704397	32.68661226	44.94940885	0.882070036	40.66228597	1.84285546	0.001012312
35.56194305	13.03258358	16.31809643	34.08019261	51.24877368	0.90530061	46.40274972	2.083103741	0.001052943
35.57682917	11.78610713	14.53037477	24.81533429	45.58268865	0.859607088	41.22349975	1.873833638	0.000932069
35.59072288	13.98328937	17.43765236	27.97565039	53.66901372	0.888042732	48.63041747	2.165882542	0.000983775
35.94253985	11.85209392	12.90841829	28.26893244	44.46486145	0.867577795	40.24158303	1.815411386	0.00096535
35.61950271	10.58323918	14.54841434	25.82475466	44.61627113	0.861743709	40.392916	1.81544436	0.000946214
35.63339642	10.55416685	14.68691817	34.16422761	45.96924245	0.89568098	41.63672874	1.862367086	0.001055506
35.64828253	12.9744389	14.45210307	35.94296836	48.76127532	0.905080443	44.12857892	1.991403112	0.001069154
35.66217624	11.16044621	13.98868649	28.34780537	44.98113429	0.870373335	40.72226006	1.830712543	0.000972438
35.67706236	11.78126174	14.86140093	30.07852613	46.93982913	0.881917261	42.4728791	1.920155654	0.000997798
35.69095607	11.39807218	12.50793822	33.53996764	44.21708014	0.88526031	40.04917145	1.791610249	0.001032606
35.70484978	12.02857849	12.2190044	32.28944686	44.23379906	0.879985697	40.03415461	1.805252131	0.001011901
35.7197359	9.967269042	13.77191095	35.41374797	44.59476362	0.896616006	40.42833923	1.790972209	0.001072791
35.73362961	11.30106345	16.1134475	33.29886723	48.59166488	0.899596091	43.98768814	1.979057727	0.001050279
35.74851573	12.39238649	13.80809032	33.69603263	46.90225325	0.893016332	42.44160083	1.917448576	0.001038355
35.76240944	14.1772059	17.9432615	28.64893078	55.0786306	0.893838448	49.93208281	2.212286413	0.00099737
35.77630315	12.80949377	17.06443364	25.21149927	50.91341249	0.874557129	46.0861213	2.075051301	0.000955788
35.79118927	10.74323798	13.80207713	27.42242	44.3643889	0.865843104	40.18116161	1.798195075	0.00096315
35.80508298	11.3252904	15.66797027	33.70803763	48.12978092	0.899695425	43.56794067	1.96094501	0.001054134
35.81996909	10.15644112	16.33012281	26.89420002	46.65125183	0.873686872	42.23162114	1.899815044	0.000974702
35.8338628	12.08682411	15.96291729	24.38215389	48.05460444	0.865656084	43.46189085	1.974216169	0.000940969
35.84874892	11.00034646	15.09621603	34.53738301	47.18237674	0.900394479	42.72026162	1.918077329	0.001064384
36.25555895	9.728593069	17.49805302	34.54231105	49.12211845	0.91136817	44.47637137	1.997013055	0.001086155
35.87653634	10.37953093	17.3293147	35.89494836	49.68349369	0.914755092	45.00331151	2.011815269	0.001100723
36.21300218	13.69177157	12.14451067	35.00289597	46.52511727	0.893511245	42.04241279	1.926927842	0.001052806
35.90531617	12.48939522	13.95250712	30.83584151	46.95529724	0.883136962	42.48390482	1.922065254	0.001003635
35.92020229	10.06912317	12.04442142	27.6875304	41.94148957	0.859004539	38.04432096	1.67523037	0.000960709
36.27514635	12.45556021	12.30231046	26.17144807	44.24366032	0.859246309	40.01393087	1.818184415	0.000941381
