A	B	C	D	Mean Eigval	Mean Mass	Reliable Eigval	SD Eigval	SD Mass
29.13907942	13.68257239	17.77469171	27.7835704	45.73131507	0.860617237	41.23074988	1.934605414	0.000886661
29.15396554	13.48855492	16.16756622	33.46693722	44.22925505	0.875571658	39.88493193	1.86744346	0.000950932
29.44469127	10.19130567	13.34056739	23.88454548	37.5128623	0.82195688	34.02906548	1.497539067	0.000813985
29.18175296	12.9549564	12.77271906	31.32804649	39.81554571	0.852097168	35.98111988	1.648259862	0.000901092
29.19663907	14.28885175	13.63952053	32.72262726	41.96736269	0.863452918	37.84126094	1.773639183	0.000921743
29.21053278	14.34215103	15.69212325	25.19949427	43.34868209	0.843643002	39.04507002	1.849943477	0.000839661
29.50279723	12.19482178	12.27832993	30.74624496	38.78731729	0.848016925	35.09773477	1.585997758	0.000896325
29.23931261	10.70932025	16.7213811	27.6755254	41.18313554	0.851148555	37.18298043	1.719499974	0.000884787
29.5737087	9.972240494	17.6592805	31.86571022	42.16739468	0.873069202	38.05213126	1.768980241	0.0009556
29.54587578	12.24315133	12.51833504	27.56580411	38.69384567	0.836742507	35.00109486	1.587359677	0.000853908
29.28198615	12.18867824	16.42643409	24.85134928	41.87825348	0.841598884	37.75479633	1.772502385	0.000844496
29.29687227	11.11673676	14.40399754	27.386405	39.37479867	0.841087822	35.60779167	1.619279319	0.000863768
29.31076598	10.71416564	15.84255325	29.71837614	40.65967095	0.855855	36.7381426	1.685701606	0.000907273
29.60398173	11.55277223	13.01043545	29.19718085	38.92036134	0.844388722	35.23182951	1.58554611	0.000882088
29.3395458	12.15465957	17.16074492	24.5272143	42.67923688	0.843653769	38.46838555	1.8100695	0.000847629
29.35343951	11.52415326	15.13830837	30.09053113	40.71598226	0.855729382	36.7713651	1.695626521	0.000905538
29.36832563	12.26135908	16.22779835	26.78615503	42.12627874	0.848677844	37.98900824	1.778440166	0.000867777
29.38221934	12.00919693	17.5580164	29.82642114	43.79775967	0.865791528	39.49281359	1.850516911	0.00091862
29.39710546	13.74556245	14.37383136	27.29036501	41.81431163	0.845574221	37.71051678	1.76405038	0.000858469
29.41099917	12.84341149	14.5906069	30.46268611	41.53808892	0.857201771	37.48473789	1.742366683	0.000903793
29.70416441	10.12378497	13.54460171	32.71183079	38.9415128	0.859302831	35.31947939	1.556961215	0.000944267
29.439779	14.10452506	16.29404367	24.61124929	44.08829829	0.844500153	39.72699736	1.874741513	0.00084141
29.45367271	13.11505614	14.63871242	25.71670966	41.24882328	0.839776815	37.20479152	1.73836072	0.000842757
29.46855883	14.22091535	17.49788449	25.94480465	46.08264386	0.854924383	41.54079503	1.952351532	0.000866631
29.48245254	13.42546391	13.08580587	35.69086337	41.36598976	0.872605128	37.35878281	1.722531267	0.000969462
29.49733865	13.80380807	16.61304344	34.04417761	45.62991302	0.88167944	41.15443761	1.923820365	0.000965703
29.51123236	10.38922171	17.48575789	35.59482338	42.90125917	0.887005185	38.73242069	1.792009929	0.001010613
29.52512607	11.29137267	14.84937455	28.76898077	40.24961906	0.849661041	36.37078593	1.667348711	0.000888425
29.54001219	12.50877678	12.82092481	33.33488223	39.99875302	0.861053088	36.16206375	1.649232823	0.00093719
29.5539059	12.10136028	14.47615583	26.88219502	40.32999258	0.842155265	36.41345165	1.683557723	0.000859289
29.56879202	11.63085277	14.47014264	25.69269966	39.76537147	0.836787	35.92127166	1.652418307	0.00084526
29.58268573	14.29369714	13.53118288	31.79724188	42.09523316	0.861070936	37.95978852	1.777655304	0.000913621
29.59657944	11.69394378	15.27671198	24.77931929	40.43982882	0.836915772	36.49598013	1.695296193	0.000840198
29.61146556	13.70195395	12.86301714	35.61883338	41.47861102	0.872336654	37.45384698	1.730078325	0.000967643
29.90653342	10.21552069	11.99625897	32.86653885	37.98977275	0.85433543	34.52693192	1.488530959	0.000940229
29.64024538	13.8377258	14.94568582	30.05451613	43.16496765	0.859785969	38.92691276	1.821763173	0.000901249
29.65413909	12.21290518	16.2578643	33.80407763	43.32574062	0.877516517	39.0861686	1.822415324	0.000968187
29.6680328	13.94442531	17.61824853	32.10937187	47.07143026	0.879340069	42.46213922	1.981342123	0.000948042
29.68291892	12.1401234	15.44528177	30.58373652	41.9530188	0.861329208	37.8586282	1.760007888	0.000917233
29.69681263	12.65423941	15.45730815	31.97731688	42.716024	0.867729758	38.53750272	1.79617216	0.000935306
29.71169875	14.33246025	12.25508354	32.44551185	40.82769684	0.858795432	36.82481565	1.720671799	0.000917061
29.72559246	12.6590848	14.69894455	28.66093578	41.50577463	0.851679153	37.45628556	1.740706591	0.000885294
29.74047858	12.96949257	16.57085089	25.06743927	43.49459501	0.84644087	39.2121162	1.840859164	0.000854263
29.75437229	13.70679934	14.90359348	24.44217889	42.24745619	0.838534292	38.08440927	1.789520374	0.000833928
29.768266	13.52247264	14.4280503	29.98248613	42.37795061	0.857316525	38.23397354	1.781323039	0.000899493
29.78315212	9.831396245	15.28883858	29.65835115	39.72810347	0.85407749	35.94732983	1.625197021	0.000912298
30.07984946	9.925844813	13.39452357	32.77133389	38.96140147	0.860262315	35.350824	1.552036786	0.000950289
29.81193194	11.15065448	16.6431094	35.12562798	43.01612161	0.883716556	38.83490219	1.797331977	0.000997573
29.82582565	13.5418542	13.97054669	32.89069725	42.33284436	0.866975139	38.20517934	1.774311168	0.00093743
29.83971936	13.58071826	16.82370557	32.25343186	45.77964315	0.876675123	41.29780878	1.926553813	0.000947591
29.85460548	14.53616851	12.58620992	30.42667111	41.1782245	0.853387913	37.11960402	1.744631802	0.000892845
29.86849919	11.59693504	12.5199646	32.08536187	39.17336433	0.854888935	35.47513953	1.589712715	0.000925219
29.88338531	14.49740539	16.36620196	28.74497077	45.64411744	0.863015164	41.139891	1.936179229	0.000896751
29.89727902	12.55723068	13.78403755	29.47727574	40.78047662	0.851548256	36.83329186	1.696730226	0.000892999
30.19606137	10.35548548	12.8724475	27.31589108	38.34074586	0.836978442	34.79252917	1.525230482	0.000867243
29.92605885	14.03174327	12.73062672	30.70378652	41.23367358	0.854477541	37.21286206	1.728379306	0.000899717
29.93995256	11.59208965	16.76948663	35.93096336	43.8432032	0.88860717	39.5700016	1.836871281	0.001010384
29.95483867	10.97611951	15.54159304	30.10253613	41.2102808	0.859241988	37.23419405	1.709153987	0.000918844
29.96873238	11.58724427	14.48828243	26.94222002	40.28701121	0.843342065	36.39857544	1.671476486	0.000867486
29.9836185	11.93641515	12.03840823	32.37348186	39.00537161	0.854980673	35.30968729	1.588620669	0.00092722
29.99751221	14.15297895	15.67398346	32.69861726	45.09333282	0.87516141	40.66429649	1.903858136	0.000945953
30.01140592	14.2451423	17.35938066	30.15055613	47.19660839	0.872669209	42.57460041	1.986808607	0.000924327
30.02629204	12.76093893	14.98176497	26.36497963	41.86647327	0.845489347	37.76937593	1.7611714	0.000862342
30.04018575	13.77463479	13.15796416	24.0580189	40.63994584	0.831075385	36.66345425	1.70932801	0.000821966
30.05507187	12.26630541	17.52193725	32.95072225	45.2113837	0.881255822	40.78467919	1.902855785	0.000970045
30.06896558	14.51194156	16.52274536	32.55455727	46.61353664	0.879100912	42.0287334	1.970815842	0.000949726
30.0838517	10.85488383	15.92082495	32.57856726	41.91711541	0.871153409	37.86986986	1.739742191	0.000959291
30.42750068	11.19554946	17.40252921	31.36663259	44.0471232	0.875207758	39.74092056	1.851057051	0.000952741
30.11163911	12.04311466	16.84775833	32.53054727	44.14648466	0.876651275	39.83142838	1.854862866	0.000960767
30.12652523	11.15560082	17.34134108	26.06485464	42.86730775	0.851953454	38.67760851	1.800977094	0.000881034
30.14041894	12.2711508	17.1066262	24.1060389	43.51777466	0.845464182	39.23544345	1.840795722	0.00085449
30.15530506	10.97127412	14.46412945	27.05026502	39.99853251	0.843460196	36.17412856	1.643951877	0.000872968
30.45553451	10.25892685	12.19429816	30.52013317	38.31776675	0.8479763	34.80674031	1.509243945	0.000913094
30.18309248	12.46022194	13.50713011	30.73980152	40.84705618	0.856384105	36.90798915	1.693240751	0.000913076
30.52883204	9.809842027	17.82040859	29.83177085	42.77136482	0.869270101	38.60138405	1.792500947	0.000941147
30.21187231	14.14813356	13.40480565	31.50812148	42.44279337	0.861857579	38.29169782	1.784382977	0.000918349
30.22675843	11.45621686	15.5656458	27.98765539	41.61188212	0.852873346	37.57317002	1.736074017	0.00089283
30.24065214	12.3632132	12.75467949	30.12654613	40.01752651	0.850884221	36.18491031	1.647481976	0.000901297
30.25454585	12.78526682	16.17357941	29.33321575	43.9631193	0.863001822	39.66172855	1.848988621	0.000911917
30.26943196	13.22175566	16.54679812	25.31954426	44.40867909	0.850031483	40.04936675	1.8738867	0.000864807
30.28332567	13.63401755	17.74462576	28.61291578	47.07511318	0.868463866	42.47750293	1.976321039	0.000913267
30.29821179	10.61715691	14.70495774	33.76806263	40.92376652	0.871433332	37.02573167	1.67560273	0.000973238
30.3121055	13.71164472	16.60101706	34.10420261	46.43145997	0.88520053	41.89935288	1.948163964	0.000977796
30.32699162	14.09483428	12.45973247	28.72096077	41.06204449	0.847546627	37.05467164	1.722602581	0.000877897
30.34088533	12.06249622	14.83133497	25.48761425	41.14296338	0.841580493	37.13679873	1.722083226	0.0008565
30.35477904	12.32929548	17.07646002	27.08628002	44.28787485	0.857757509	39.94998681	1.864677286	0.000892665
30.65790352	12.08861734	12.3443763	30.28212075	39.63181603	0.851174175	35.85678553	1.622728288	0.000906981
30.38355887	13.44969085	12.20096482	29.95847613	40.46735306	0.850303854	36.55430639	1.682055685	0.000894989
30.68695649	13.13629349	12.77043034	25.03989739	40.28402845	0.83450316	36.3798008	1.678264758	0.000839504
30.41233869	11.44168069	16.25185111	33.03475724	43.19126952	0.876578641	38.99554286	1.803568033	0.000970338
30.4262324	11.70847995	16.02916261	25.74071966	42.20656153	0.847363803	38.08681488	1.770907394	0.000870264
30.44111852	14.52647773	18.01552001	31.19599149	48.99808231	0.881792106	44.21220372	2.057249753	0.000948168
30.45501223	13.73587167	13.31450756	29.27319075	41.96910399	0.853177554	37.88585119	1.755220206	0.000892751
30.46989835	10.06427778	15.52956666	31.47210648	41.03139603	0.865656373	37.11300497	1.684353019	0.00094901
30.7731136	9.94995935	12.6383376	33.67677277	39.07386988	0.863744539	35.48508167	1.54267049	0.000969471
30.49867818	12.4311496	14.62067285	33.43092223	42.54156514	0.873029887	38.41138221	1.775393515	0.000962712
30.51257189	11.12642753	15.66195708	24.86335428	41.22263507	0.841796366	37.22500478	1.71841466	0.000859186
30.5264656	14.29854253	17.81688427	32.33746686	48.80339638	0.885326083	44.04994911	2.043308878	0.000963346
30.54135172	12.35836782	17.66034086	33.68402763	46.15016123	0.886966599	41.64509541	1.936540048	0.000987755
30.55524543	10.12726784	16.49267941	30.95589151	42.05830102	0.868087363	38.01124158	1.739662191	0.000949155
30.57013154	10.96642874	16.73340748	34.2842776	43.60606491	0.883700283	39.38300847	1.815315968	0.000996318
30.58402525	13.21691027	17.16675811	31.92929688	46.56006119	0.879449488	42.02267906	1.950431485	0.000957197
30.59791896	13.41577313	16.93204322	34.777483	46.92985406	0.890016941	42.36202494	1.963519377	0.000994738
30.90335108	13.21838339	12.66241805	26.49375654	40.66967042	0.840680363	36.73414114	1.691720022	0.000859707
30.62669879	11.58239888	16.99227535	30.00649613	44.03254627	0.868764886	39.74411522	1.843417785	0.000935633
30.64158491	13.21206488	15.31289135	27.8676054	43.63844274	0.856092413	39.37402895	1.833093765	0.000891824
30.65547862	13.47886414	16.87782428	25.46360426	45.65673928	0.854117195	41.1894818	1.920287814	0.000874742
30.67036474	13.50793647	12.55003056	34.88552799	41.82772811	0.872355011	37.78533583	1.737655973	0.000970286
30.68425845	13.56608115	12.14674589	30.71579152	40.86469641	0.854492125	36.90992252	1.699992479	0.000909062
30.98950819	9.66992929	13.74863603	31.29466522	39.48182412	0.859240907	35.80145829	1.582035892	0.000943662
31.00453559	12.16106143	12.15832737	29.20908147	39.6373117	0.847714432	35.85912023	1.624087058	0.000895917
30.72693198	9.77809696	16.08328132	27.44643	40.92048765	0.852530696	36.993956	1.687852314	0.000901384
30.7418181	14.10937045	17.28712215	27.410415	47.43522841	0.864781418	42.8086061	1.988792116	0.000901048
30.75571181	12.42630421	13.75988457	26.84618003	41.05793413	0.844685245	37.08783795	1.706578896	0.000871803
30.76960552	12.66887653	13.06766608	32.22942186	41.33933617	0.863219507	37.36178535	1.709783328	0.00093923
30.78449164	12.16445129	15.33694411	34.47635759	43.46416433	0.881066035	39.242635	1.814659528	0.000987572
30.79838535	13.03742896	15.22860645	25.09144927	43.0484521	0.845502846	38.8346929	1.811319469	0.00086059
31.10572009	12.1417698	13.06449156	25.99293876	40.19191785	0.839353589	36.33298888	1.658792743	0.000860941
31.11974567	9.84375491	12.80640113	35.54715364	39.62545454	0.873550136	35.97882746	1.567533008	0.001005484
30.84105889	13.36721829	16.81769237	35.50978796	47.10567096	0.893392995	42.5291687	1.967247594	0.001008038
31.19400722	10.70338167	17.12788584	31.30721859	44.0457178	0.876340715	39.77386393	1.836291949	0.000962159
30.86983872	14.41493282	15.43926858	28.03567539	45.31908323	0.860461975	40.86573981	1.914306741	0.000896134
30.88472483	12.00435154	14.00672606	28.21575038	41.22297792	0.850872268	37.24999841	1.707818314	0.000893789
31.1918772	9.993365516	12.57838628	28.45934237	38.7639243	0.844013624	35.20213204	1.531066056	0.000897329
30.91350466	11.76188018	13.02557374	29.64634615	40.33947118	0.852065811	36.49914117	1.650797824	0.000908032
30.92739837	9.734387509	15.51754028	25.56064467	40.23883294	0.843454775	36.39243873	1.653404572	0.000875935
31.23495575	10.48098155	12.05031508	23.92024734	37.96785359	0.824674249	34.45533836	1.509883909	0.000833879
30.9561782	10.73839259	14.00071287	34.11620761	41.06503022	0.872827022	37.17976628	1.670113051	0.000982846
30.97007191	14.20153379	13.25427543	30.82383651	42.98147031	0.86191197	38.78634604	1.803309088	0.00091923
30.98495803	11.95095131	12.81491162	35.58281838	41.09016311	0.87540135	37.17819881	1.681590418	0.000993557
30.99885174	13.16835543	13.32052075	33.72004263	42.5166027	0.871910293	38.40856819	1.765872833	0.000963379
31.01274545	14.32761487	14.33775222	29.15314075	44.16216043	0.860499146	39.83251278	1.861135085	0.000904738
31.30563273	11.25823378	12.09045543	34.77434818	39.81927615	0.8681734	36.05927013	1.616269888	0.000988073
31.31965092	13.27087667	12.31288274	35.80983006	41.82560938	0.876060264	37.76807829	1.744163515	0.000995902
31.05641139	12.85794766	13.64553372	29.81441614	42.09022961	0.857727787	38.02100626	1.749189529	0.000913025
31.0703051	11.42229913	14.64472561	32.02533687	42.00673167	0.868524432	37.96994182	1.735247724	0.000954548
31.08519122	12.01404232	17.59419576	29.93446614	45.75385985	0.87365236	41.29866523	1.915102497	0.000944537
31.09908493	14.48771461	12.88115694	26.16089464	42.13163122	0.843697713	37.98662695	1.781764593	0.000860588
31.11297864	10.07396856	16.76347344	28.81700077	42.55824619	0.862944413	38.46229896	1.760677014	0.000929608
31.12786476	12.45537655	14.49429562	32.86668725	42.99974407	0.872980927	38.83602526	1.78980919	0.00096256
31.14175847	12.23713213	14.43406349	35.16164298	43.02703551	0.881613964	38.87093887	1.786532737	0.000996879
31.15664459	10.93725545	15.98707027	35.42575297	43.5200112	0.887644976	39.33093137	1.800710839	0.001016736
31.1705383	14.28400636	14.41001073	28.04768039	44.23461779	0.857190607	39.90074087	1.862953072	0.000894042
31.18443201	13.75040784	16.78762642	24.82733928	46.39892793	0.854137292	41.87105808	1.946342551	0.000874924
31.19931812	10.60746613	15.81248729	28.87702577	42.21571968	0.860289619	38.16231094	1.742391493	0.000923196
31.21321183	11.28168189	17.01632811	25.62066967	43.72872481	0.853707547	39.47643047	1.827884119	0.000889302
31.22809795	10.35530398	13.12188501	34.00816262	40.30844882	0.869367309	36.55814167	1.612100751	0.00098186
31.24199166	12.25651369	17.11263939	31.0879465	45.81840845	0.877208884	41.36486945	1.914390816	0.000957813
31.59832939	9.871897534	17.6114689	30.45066671	43.88650326	0.875504224	39.63811404	1.826205472	0.000962729
31.6133786	10.68896172	17.48016094	33.43622036	45.15249099	0.888265941	40.77840623	1.880236748	0.001001232
31.58158782	9.718258841	13.10645748	25.36220587	38.77366594	0.835092926	35.18454373	1.542814061	0.000865651
31.29955132	12.70763964	15.07206305	34.753473	44.36934423	0.88401548	40.0654248	1.850075595	0.000994745
31.31344503	10.15159573	13.6575601	34.83750799	40.74595227	0.875148384	36.93889769	1.636494104	0.000999769
31.32833114	13.08113842	13.79606394	27.53146541	42.44002551	0.851083485	38.32679304	1.768107219	0.000888244
31.34222485	10.63169308	13.2783282	34.15222261	40.74617935	0.871435425	36.93073814	1.640099165	0.000985217
31.35611856	13.04711974	17.15473173	31.44809648	47.15920772	0.880540138	42.58555975	1.966020657	0.000962104
31.37100468	10.25829525	14.16918243	30.40266111	40.75003158	0.859688137	36.91267303	1.649520516	0.000937148
31.38489839	14.00267093	15.25265922	33.44292723	46.05902543	0.881956271	41.57648189	1.926858655	0.000973392
31.39978451	10.03510449	15.12628199	31.77323188	41.54414617	0.869106509	37.59837854	1.696121061	0.000964082
31.41367822	11.82002485	15.13229518	32.40949686	43.26530207	0.874153606	39.08441018	1.797191187	0.000966498
31.42757193	11.18951854	18.0215332	24.93538428	44.84538291	0.856067664	40.47197929	1.879943951	0.000892867
31.74087828	10.04651797	12.03222976	23.81314176	38.04386435	0.825607221	34.54814391	1.502664534	0.000841416
31.45635176	14.41008743	12.11066674	32.62658726	42.33890113	0.866468976	38.19583526	1.780931353	0.000943724
31.47123788	11.49992631	13.71779223	27.7235454	41.02509141	0.849407828	37.10826066	1.683682307	0.000895757
31.78395683	11.0603333	12.53032531	24.49246885	39.27922409	0.832241659	35.58353937	1.588620842	0.000851689
31.5000177	12.95011101	15.30687816	32.36147686	44.85145573	0.876769299	40.49812989	1.871313352	0.000964123
31.51391141	11.9121882	14.07888435	30.72779652	42.15142717	0.863587865	38.10046974	1.741337774	0.000937592
31.52780512	12.12074184	15.98095686	27.02625502	43.95980606	0.857543638	39.68660619	1.836870541	0.000901774
31.54269124	12.22744135	13.8983884	28.97306576	42.06644082	0.856548984	38.01516069	1.741476487	0.00091245
31.55658495	12.53300373	15.24664603	29.20116075	43.90490359	0.863707175	39.64361844	1.831748897	0.000923577
31.57147107	13.32360978	15.0419971	28.80499577	44.58934635	0.862723569	40.25612262	1.862672294	0.000915521
31.58536478	11.80548868	15.86059282	29.30920575	43.86267706	0.86567023	39.61400329	1.826327791	0.000931552
31.59925849	13.52731803	16.14952664	25.27152426	45.7804154	0.854439352	41.32040301	1.917173456	0.000881569
31.61414461	14.40039665	12.53199098	35.04159299	43.40423798	0.878296838	39.17087167	1.819747751	0.00098203
31.62803832	10.45715811	16.77549982	25.01941928	42.95694402	0.850767761	38.81123221	1.782068736	0.000888176
31.94324729	10.37960002	13.73654585	24.37346264	39.98719642	0.836431362	36.21844839	1.620027715	0.000861814
31.95727287	9.935490628	13.17250385	34.09329449	40.48947519	0.872725089	36.73450087	1.614106974	0.000995237
31.67170426	13.48370953	18.03957277	28.60091078	48.95410293	0.875326299	44.22285963	2.033764322	0.000936155
31.98632584	10.53895691	12.32629098	31.37796956	39.9026519	0.858873207	36.20416241	1.589826494	0.000947443
31.69949168	13.64855372	14.88555391	30.93188151	45.21684379	0.871394661	40.8272723	1.88689385	0.000942929
31.7143778	11.83456102	15.33093092	34.4643526	44.089849	0.88451394	39.8335704	1.829596789	0.001001615
31.72827151	13.57577193	15.14432156	28.10770539	45.0964055	0.861598511	40.71324389	1.884138506	0.000909455
31.74315763	13.51278186	16.14351345	35.95497336	47.50489946	0.896369302	42.91340833	1.973690688	0.001021644
31.75705134	12.03342388	16.60703025	32.32546186	45.64621804	0.881833347	41.22652105	1.899843545	0.000979233
31.77094505	13.7892719	13.45291117	28.29978538	43.36459509	0.855748538	39.15866971	1.807952038	0.000901186
31.78583117	11.49508092	14.08499776	25.28352926	41.27956681	0.842816297	37.31924224	1.702378484	0.000872629
31.79972488	10.94210084	15.93886452	29.34522075	43.33969669	0.865740494	39.17276983	1.791188201	0.00093827
32.11656333	11.25827345	13.15451846	26.37475033	40.57050274	0.843992876	36.72518633	1.652941267	0.000883801
32.1305889	9.713435934	13.4005187	27.91092211	39.80567563	0.848872283	36.10735836	1.589752463	0.000909782
32.14461448	12.7548819	12.04431995	26.82697392	40.66786715	0.843748278	36.7605025	1.679613223	0.000880276
31.85728453	10.30190375	14.506322	35.22166798	42.13193184	0.882803482	38.15158253	1.710986286	0.001017258
31.87117824	12.15950495	13.03158693	31.95330688	41.83377086	0.86590723	37.83683112	1.718117821	0.000952959
31.88606436	11.90249742	17.69050704	33.67202263	47.17876286	0.892144605	42.61570041	1.961470383	0.001008071
31.89995807	10.41344866	16.15553983	28.73296577	43.08518028	0.863879464	38.95698785	1.774537879	0.000934725
31.91484419	13.40123696	16.98014875	26.18490464	47.316555	0.862508773	42.73262663	1.970439773	0.000903266
31.9287379	13.18299254	17.86498979	34.51237259	49.44536989	0.898251757	44.68374898	2.04682239	0.001016641
31.94263161	9.690779003	15.77029474	30.23459112	42.04841768	0.867483114	38.03838754	1.723744842	0.000955557
31.95751772	10.87911078	14.72299732	28.88903077	42.10493291	0.85936751	38.08918429	1.726202975	0.000926575
31.97141143	10.38437632	13.60344139	33.38290223	41.29670524	0.872071584	37.42931568	1.662429598	0.000985395
31.98629755	13.80865346	17.14270534	33.52796264	49.29528959	0.892539352	44.54975256	2.039908595	0.000996391
32.30390494	11.86173974	12.72236937	27.33969232	40.90106881	0.847747466	37.00592663	1.674359295	0.000895019
32.01408497	10.52014817	17.67236724	28.58890578	44.98563176	0.870361118	40.64901786	1.864129586	0.000945435
32.02897109	12.17898746	13.09181906	28.75697577	41.64939823	0.854289879	37.6655083	1.71250825	0.000912353
32.0428648	13.87164352	12.17691206	31.18398649	42.5101049	0.862757439	38.39498621	1.768918028	0.000934952
32.05775092	14.00751632	16.30005686	26.54605504	47.34797636	0.862765643	42.75594792	1.973921651	0.000903712
32.07164463	13.76494401	12.96534161	29.35722574	43.22327453	0.858980849	39.04356788	1.796681699	0.00091625
32.08653075	12.64454863	16.26387749	33.07077224	46.45830545	0.885651688	41.9671974	1.930540181	0.000989689
32.10042446	10.71901103	14.48226924	25.88477965	41.43970412	0.846881847	37.49593144	1.695263518	0.000889029
32.11431816	13.40608235	14.04881839	34.825503	44.89665238	0.884475073	40.56303409	1.862841897	0.000998203
32.43414242	9.805171651	12.64443265	28.2560401	39.60229772	0.848468837	35.95643077	1.567206259	0.000914294
32.14309799	11.12158215	16.70334153	26.37698463	44.33502143	0.859030573	40.05557008	1.839557789	0.000910692
32.15798411	14.02689788	14.93365944	29.06910576	45.94466894	0.867042589	41.48433798	1.917310391	0.000925538
32.17187782	12.93557484	16.4986926	26.64209504	46.35726207	0.862448546	41.86591899	1.930641212	0.000909514
32.18577153	10.90818312	17.01031492	28.86502077	44.90506003	0.869964234	40.5829293	1.857903874	0.000945483
32.20065765	13.0665013	15.52355347	24.65926929	44.90409127	0.851166091	40.53753432	1.877000858	0.000880137
32.52029953	10.09474705	12.7103791	24.08685603	39.36031811	0.832933457	35.70921381	1.569457578	0.000861508
32.22943748	11.92672437	14.60864647	30.35464112	43.37874594	0.867434101	39.20518109	1.794041594	0.000946402
32.24333119	13.28969206	16.16155303	25.90878965	46.33893892	0.859192948	41.84674328	1.931007694	0.000899207
